clarity,timepoint,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,amp_p0,freq_p0,p0prominence,a1p0,a3p0,vwl_amp_rms,vwl_duration,appendix_dur,Label
clear,3,647,50.8,264,1365,45.33,167,2633,35.86,160,51.94,151,4.62,-1.14,-16.08396,0.126513091,99,0,0
clear,3,652,49.89,327,1324,46.04,139,2778,33.25,89,53.75,151,5.96,-3.86,-20.50168,0.191716213,94,0,0
clear,3,587,48.9,237,1204,30.2,615,3074,15.88,221,53.65,151,3.55,-4.75,-37.76877,0.128585974,92,0,0
clear,3,861,51.76,122,1378,34.19,622,3180,20.92,614,51.46,151,4.3,0.3,-30.53534,0.165746811,137,0,0
clear,3,388,46.89,270,1093,36.05,244,1989,19.32,366,51.04,151,4.56,-4.15,-31.72312,0.136606944,137,0.024,0
clear,3,653,52.96,314,926,52.97,202,2914,29.99,163,51.46,151,3.52,1.5,-21.47276,0.171178814,140,0,0
clear,3,714,51.95,466,1054,53.22,166,3000,33.12,186,54.18,151,4.54,-2.23,-21.06315,0.222985637,183,0,0
clear,3,863,48.48,375,1168,53.37,120,2710,26.69,126,51.63,129,1.26,-3.15,-24.93653,0.234425634,151,0,0
clear,3,615,54.19,202,951,52.03,179,3021,21.79,814,52.47,151,3.93,1.72,-30.68215,0.18010009,135,0,0
clear,3,616,46.79,429,1313,24.79,765,2887,3.9,845,51.65,151,6.6,-4.86,-47.75361,0.1501495,111,0,0
clear,3,715,45.78,281,1291,29.45,502,2926,17.09,326,53.06,151,4.47,-7.28,-35.97342,0.141355208,115,0,0
clear,3,782,47.82,143,1241,33.71,578,2818,18.77,284,50.28,129,2.9,-2.46,-31.51462,0.150870471,114,0,0
normal,3,719,45.22,167,1291,29.02,963,2275,24.53,270,44.92,151,7.17,0.3,-20.39136,0.058320497,105,0,1
normal,3,748,45.19,166,1590,24.63,985,2240,22.99,332,44.21,129,2.35,0.98,-21.21561,0.084030675,144,0.013,1
normal,3,702,40.61,394,1197,41.59,210,2096,27.32,222,43.42,129,3.95,-2.81,-16.09528,0.064924383,137,0.061,1
normal,3,561,39,263,1443,19.91,739,2276,25.72,161,42.49,151,5.85,-3.49,-16.77115,0.045099687,117,0.027,1
normal,3,542,41.15,207,1354,22.93,634,2180,24.28,227,44.97,151,5.5,-3.82,-20.6919,0.06194667,136,0.043,1
normal,3,654,45.2,260,1078,36.79,412,2100,21.66,285,43.67,129,3.18,1.53,-22.0097,0.062327404,148,0.045,1
normal,3,595,40.17,903,1178,37.84,303,2073,20.97,532,42.94,129,1.64,-2.77,-21.97006,0.043622138,118,0.056,1
normal,3,512,42.02,170,1298,27.07,450,2230,23.2,198,45.51,151,4.51,-3.49,-22.3068,0.046582565,154,0.026,1
normal,3,661,45.47,208,1090,34.17,658,2228,26.64,133,45.3,151,6.05,0.17,-18.66283,0.064389759,118,0.018,1
normal,3,658,40.24,726,1113,39.86,286,2106,20.12,520,43.47,151,6.05,-3.23,-23.35034,0.042750607,154,0.034,1
normal,3,656,44.94,369,1216,44.21,172,2092,27.44,262,44.35,129,2.94,0.59,-16.90703,0.085002719,165,0.029,1
normal,3,558,41.58,186,1817,21.91,424,2278,26.97,91,45.45,151,7.39,-3.87,-18.48283,0.067961286,142,0.02,1
normal,3,803,42.25,176,1556,23.88,807,2283,25.93,156,45.04,151,8.18,-2.79,-19.10591,0.058431689,139,0.035,1
normal,3,726,37.82,595,1210,41.09,237,2301,22.33,444,42.71,151,5.27,-4.89,-20.37675,0.061608292,140,0.029,1
normal,3,514,40.58,158,1353,20.66,800,2153,24.33,131,43.43,151,4.06,-2.85,-19.09739,0.043959063,156,0.049,1
normal,3,711,41.22,235,1070,30.39,873,2147,20.74,216,43.06,151,6.77,-1.84,-22.31889,0.042435535,146,0.048,1
normal,3,523,41.93,197,1624,20.87,834,2366,26.98,171,45.42,151,7.03,-3.49,-18.44161,0.046584003,145,0.05,1
normal,3,466,42.2,197,1650,19.83,633,2297,25.5,212,46.29,151,8.79,-4.09,-20.78842,0.04231958,155,0.049,1
normal,3,522,37.74,463,1304,39.75,89,2107,23.81,186,44.56,151,6.49,-6.82,-20.74975,0.058758986,201,0.022,1
normal,3,618,38.21,479,1162,39.51,146,2169,20.81,196,43.02,151,7.06,-4.81,-22.20658,0.049345102,133,0.026,1
normal,3,662,41.53,523,980,42.11,371,2175,23.35,276,46.25,151,5.96,-4.72,-22.90369,0.065504502,152,0.019,1
normal,3,638,41.54,339,1291,43.19,89,2144,25.25,220,43.82,151,7.22,-2.28,-18.56983,0.046161649,126,0.101,1
normal,3,488,45.63,93,1383,22.42,597,2364,21.87,295,45.67,172,7.52,-0.04,-23.79547,0.061164194,133,0.028,1
normal,3,589,45.35,383,1235,42.23,174,2112,24.88,285,47.77,172,7.23,-2.42,-22.88823,0.07150687,132,0.021,1
normal,3,570,44.95,250,1281,44.47,91,2093,28.51,181,46.54,151,6.84,-1.59,-18.02569,0.06348262,142,0.048,1
normal,3,768,34.04,926,1208,39.54,226,2243,24.53,189,41.62,151,5.23,-7.58,-17.0927,0.044901118,128,0.032,1
normal,3,564,46.48,134,1810,26.18,574,2294,30.14,149,47.18,172,9.15,-0.7,-17.04142,0.050535324,123,0.019,1
normal,3,746,44.2,184,1245,29.35,957,2186,30.19,139,44.3,151,7.34,-0.1,-14.11214,0.057585015,102,0.028,1
normal,3,502,44.2,160,1539,22.53,712,2201,28.18,144,45.29,151,8.02,-1.09,-17.11281,0.06687242,183,0.021,1
normal,3,683,39.54,235,1124,27.54,919,2138,22.03,172,43.23,151,8.16,-3.69,-21.20284,0.047874194,161,0.037,1
normal,3,825,42.99,227,1356,28.9,1051,2253,24.69,195,46.1,151,6.72,-3.11,-21.41048,0.066076478,147,0.028,1
normal,3,768,40.8,806,1210,43.04,238,2266,24.89,234,45.2,151,6.39,-4.4,-20.3098,0.074529949,167,0.047,1
normal,3,631,44.55,178,1697,25.8,887,2255,26.98,250,45.88,151,8.05,-1.33,-18.90351,0.065394945,161,0.015,1
normal,3,547,41.24,179,1378,18.84,1427,2232,21.29,230,44.16,151,6.76,-2.92,-22.87038,0.050996449,127,0.037,1
normal,3,573,48.22,104,1646,23.72,953,2128,30.14,114,46.9,172,8.34,1.32,-16.75805,0.070258327,119,0.033,1
normal,3,718,45.98,148,906,43.02,1069,2146,21.98,272,45.53,151,7.61,0.45,-23.55212,0.074395519,106,0.045,1
clear,3,783,49.94,157,1742,35.1,2137,2178,33.28,394,49.83,172,9.32,0.11,-16.55451,0.099792349,149,0.044,0
clear,3,642,49.09,122,1134,33.93,550,2224,24.49,202,47.82,172,7.28,1.27,-23.33479,0.120238685,133,0.032,0
clear,3,815,41.07,541,1028,40.78,758,2151,31.78,185,44.94,258,7.27,-3.87,-13.16087,0.096212426,138,0.039,0
clear,3,525,38.1,347,1551,26.08,703,2204,29.31,159,42.85,129,0.27,-4.75,-13.5446,0.080884415,143,0.028,0
clear,3,487,37.99,446,1659,20.37,883,2248,26.83,234,43.14,237,8.47,-5.15,-16.31394,0.072929557,152,0.051,0
clear,3,741,39.63,221,1389,21.6,1931,2211,25.43,185,41.67,237,6.84,-2.04,-16.24098,0.06347639,163,0.059,0
clear,3,498,35.61,562,1172,34.32,157,2043,21.21,245,41.1,215,7.72,-5.49,-19.89172,0.044945416,125,0.057,0
clear,3,459,39.63,182,1317,19.52,660,2029,25.33,92,41.66,237,6.6,-2.03,-16.32671,0.042246718,139,0.031,0
clear,3,695,39.08,175,1419,17.6,1283,2231,23.33,159,41.22,215,7.85,-2.14,-17.89447,0.063009683,121,0.052,0
clear,3,627,35.14,524,1181,31.86,371,2106,22.04,110,39.24,215,6.64,-4.1,-17.19637,0.039622396,125,0.029,0
clear,3,642,43.77,537,1244,41.23,261,2150,29.45,173,43.12,258,4.61,0.65,-13.67277,0.07090454,182,0.042,0
clear,3,458,34.85,341,1456,21.01,524,2223,26.5,137,41.77,129,1.16,-6.92,-15.26544,0.068447727,126,0.028,0
clear,3,743,38.96,208,1148,26.97,1116,2128,25.11,94,39.87,215,6.83,-0.91,-14.76133,0.063353823,117,0.065,0
clear,3,602,42.21,513,1223,42.3,128,2155,28.87,184,43.11,258,6.41,-0.9,-14.24187,0.075881363,149,0.068,0
clear,3,564,34.45,194,1917,18.14,1084,2279,18.42,316,39.2,215,7.03,-4.75,-20.77849,0.038721358,91,0.086,0
clear,3,710,40.13,212,1044,28.35,923,2158,19.73,321,40.78,215,6.43,-0.65,-21.04964,0.043583454,121,0.071,0
clear,3,501,31.55,256,917,10.13,1157,2344,1.23,463,37.3,215,7.46,-5.75,-36.06797,0.03396071,78,0.045,0
clear,3,466,37.79,237,1461,15.13,783,2105,25.21,90,40.15,237,6.28,-2.36,-14.94162,0.036419024,121,0.048,0
clear,3,982,22.14,664,1484,11.1,1517,2403,11.29,213,38.15,194,8.31,-16.01,-26.86075,0.057894911,80,0.062,0
clear,3,672,34.38,801,1073,37.98,239,2128,24.4,126,40.27,237,6.1,-5.89,-15.87116,0.048599207,145,0.028,0
clear,3,587,42.57,546,1084,33.55,434,2291,25.57,261,35.9,215,-1.43,6.67,-10.32952,0.049155975,38,0.029,0
clear,3,485,36.34,735,1032,37.73,184,2092,28.04,1210,40.7,237,6.18,-4.36,-12.65691,0.055947318,156,0.022,0
clear,3,419,34.48,331,1475,15.03,796,2350,16.94,313,39.66,237,3.91,-5.18,-22.71588,0.075571204,137,0.055,0
clear,3,590,39.89,307,1194,43.65,83,2033,26.84,171,41.26,129,3.55,-1.37,-14.42441,0.058170108,151,0.046,0
clear,3,792,31.73,969,1161,35.63,800,2203,20.19,1126,39.15,215,6.05,-7.42,-18.96051,0.049275741,120,0.026,0
clear,3,605,34.73,632,1251,36.84,192,2169,25.75,188,42.65,237,7.4,-7.92,-16.9034,0.061845733,137,0,0
clear,3,442,38.76,328,1326,18.09,874,2412,23.22,170,42.06,237,6.84,-3.3,-18.84031,0.032917984,142,0.027,0
clear,3,702,33.58,134,1866,8.14,1147,2329,8,268,37.56,215,9.94,-3.98,-29.56321,0.034685532,108,0.049,0
clear,3,481,40.28,286,1687,16.35,461,2262,19.32,110,43,237,10.02,-2.72,-23.68352,0.070636207,166,0.05,0
clear,3,671,44.41,182,1141,29.96,924,2194,18.88,288,43.2,237,5.52,1.21,-24.31912,0.052291319,165,0,0
clear,3,681,40.55,232,904,38.79,907,1905,24.91,149,38.77,237,3.56,1.78,-13.86406,0.074018787,176,0.038,0
clear,3,921,27.77,479,1491,17.05,1018,2255,10.44,317,40.53,215,8.25,-12.76,-30.08528,0.07831237,168,0.033,0
clear,3,568,44.45,126,1061,28.37,507,1838,26.39,103,41.02,258,4.02,3.43,-14.62883,0.061503231,184,0.026,0
clear,3,506,38.03,266,1466,16.88,809,2321,18.42,250,40.24,237,6.37,-2.21,-21.81518,0.056137414,164,0.021,0
clear,3,497,42.22,122,1585,18.26,1004,2050,26.8,108,43.22,237,8.09,-1,-16.42095,0.054798744,143,0.052,0
clear,3,639,27.69,326,1596,7.85,1782,2275,12.15,150,38.8,194,8.31,-11.11,-26.64559,0.069868727,90,0.031,0
normal,3,604,44.88,181,747,41.11,372,2349,4.62,853,42.29,194,6.8,2.59,-37.66883,0.066966477,101,0.027,1
normal,3,601,45.26,104,993,26.4,468,2503,9.8,649,45.37,108,3.25,-0.11,-35.57389,0.086780224,129,0.031,1
normal,3,587,43.68,221,1088,41.19,128,2043,10.78,853,45.39,129,3.21,-1.71,-34.60863,0.0751059,137,0.047,1
normal,3,418,38.38,379,1262,20.02,697,2704,16.44,224,46.22,129,6.53,-7.84,-29.77591,0.049107564,121,0.075,1
normal,3,406,38.57,348,1164,21.66,584,2617,16.48,205,44.83,108,1.07,-6.26,-28.35326,0.073853909,149,0.118,1
normal,3,603,45.23,166,830,40.86,387,2468,11.88,340,45.18,108,3.2,0.05,-33.30228,0.060516498,160,0.076,1
normal,3,612,45.34,233,1286,37.27,199,2537,11.84,1455,46.43,129,7.77,-1.09,-34.58805,0.060786897,134,0.045,1
normal,3,393,37.36,260,1226,21.78,335,2653,11.59,250,44.82,129,4.78,-7.46,-33.22942,0.033350682,140,0.045,1
normal,3,601,41.21,228,852,35.25,441,2473,8.45,566,44.66,108,4.48,-3.45,-36.20762,0.0570474,177,0.098,1
normal,3,635,43.74,246,1165,39.59,203,2040,11.92,1260,44.03,108,1.28,-0.29,-32.11348,0.047927732,167,0.059,1
normal,3,604,45.9,211,1121,40.97,172,2077,13.77,870,45.93,108,2.26,-0.03,-32.15985,0.090687261,161,0,1
normal,3,445,39.1,302,1744,8.99,697,2845,19.34,79,45.64,194,10.34,-6.54,-26.30154,0.065776034,75,0.087,1
normal,3,630,42.85,128,883,26.77,777,2639,8.22,633,44.37,129,4.89,-1.52,-36.14938,0.063986728,156,0.033,1
normal,3,629,44.2,223,1138,42.74,126,2045,15.06,932,45.17,108,2.12,-0.97,-30.11044,0.076715377,132,0.03,1
normal,3,445,37.61,337,1506,15,652,2654,22.35,258,46.25,129,7.39,-8.64,-23.90096,0.044119151,116,0.044,1
normal,3,546,45.7,163,906,35.3,220,2946,-6.49,1148,44.14,194,8.28,1.56,-50.62618,0.045428686,74,0.047,1
normal,3,379,34.26,381,1260,15.18,935,2514,9.63,309,44.57,194,9.34,-10.31,-34.94278,0.04391771,86,0.097,1
normal,3,366,32.77,281,1316,9.57,1137,2502,12.04,262,43.34,194,7.57,-10.57,-31.29764,0.033017381,78,0.041,1
normal,3,551,43.77,137,1293,32.32,191,2038,14.61,552,44.52,108,0.7,-0.75,-29.90819,0.065068168,174,0.034,1
normal,3,625,42.57,207,1130,33.76,344,2082,7.79,1567,44.25,108,3.3,-1.68,-36.46383,0.061118758,111,0.031,1
normal,3,602,41.56,131,962,21.36,981,2491,6.87,569,43.48,108,1.94,-1.92,-36.61138,0.056678564,183,0.025,1
normal,3,609,41.61,148,1145,31.87,251,2081,5.72,811,41.71,194,7.34,-0.1,-35.99027,0.04902305,67,0.032,1
normal,3,430,39.03,190,1551,7.96,821,2514,11.52,2988,42.17,194,5.76,-3.14,-30.6538,0.087223253,80,0.096,1
normal,3,586,38.4,246,1066,31.53,257,2192,5.78,544,42,172,7.52,-3.6,-36.22143,0.062090949,89,0.059,1
normal,3,596,38.68,205,1122,28.96,390,2375,3.83,1810,39.8,172,3.95,-1.12,-35.97439,0.050167494,89,0.031,1
normal,3,607,40.93,244,1096,33.46,273,2368,-2.56,1527,42.02,108,0.99,-1.09,-44.57861,0.067133199,106,0.031,1
normal,3,374,32.47,382,1077,15.43,1473,2571,12.93,268,45.61,194,9.6,-13.14,-32.67718,0.037897359,86,0.044,1
normal,3,643,36.81,81,905,18.43,1676,2739,4.89,409,36.58,151,4.04,0.23,-31.68554,0.03317178,102,0.043,1
normal,3,342,33.84,249,1210,11.45,1034,2597,13.12,212,42.77,194,6.02,-8.93,-29.64841,0.06629378,154,0.036,1
normal,3,616,38.82,70,1591,6.25,1379,2804,5.71,264,40.82,172,5.25,-2,-35.10884,0.04765273,141,0.056,1
normal,3,611,41.1,109,1053,23.78,961,2689,11.83,334,40.85,215,6.76,0.25,-29.02228,0.055586972,211,0.047,1
normal,3,610,40.27,294,1057,36.35,225,2397,3.32,690,42.62,194,6.15,-2.35,-39.29768,0.067831755,175,0.052,1
normal,3,624,40.41,117,745,38.66,870,2585,4.67,582,41.14,172,6.04,-0.73,-36.47482,0.057992718,158,0.041,1
normal,3,457,32.55,454,1609,6.2,1025,2567,-1.44,1077,40.27,172,5.09,-7.72,-41.70551,0.046449175,74,0.055,1
normal,3,368,36.34,339,1581,12.35,1130,2376,9.66,2577,44.43,215,4.89,-8.09,-34.77123,0.063887003,136,0.035,1
normal,3,610,41.94,109,1494,12.82,1369,2804,12.12,333,41.92,194,4.74,0.02,-29.8014,0.076073862,152,0.032,1
clear,3,534,43.24,160,810,36.74,182,2399,6.85,245,42.77,172,6.71,0.47,-35.91559,0.063841691,123,0.025,0
clear,3,594,40.76,129,1002,20.1,853,2315,-2.44,1669,40.37,172,5.14,0.39,-42.81135,0.068486863,82,0.064,0
clear,3,549,40.93,170,1156,36.49,103,2132,15.56,395,44.27,194,7.27,-3.34,-28.71308,0.067615661,75,0.039,0
clear,3,306,41.16,345,1126,15.46,854,2468,12.51,164,44.8,194,8.23,-3.64,-32.28941,0.054947381,85,0.043,0
clear,3,506,36.3,264,2268,12.85,1404,2507,6.75,295,43.64,172,7.72,-7.34,-36.89339,0.069962592,89,0.046,0
clear,3,499,42.36,135,877,38.54,57,2490,4.92,235,42.63,172,5.29,-0.27,-37.71073,0.044952596,96,0.042,0
clear,3,536,42.68,87,1320,26.05,248,2209,12.58,557,43.96,172,7.16,-1.28,-31.38219,0.040723891,97,0.031,0
clear,3,298,35.85,271,1223,15.6,856,2595,6.36,341,45.16,172,8.09,-9.31,-38.79819,0.0364341,99,0.061,0
clear,3,547,42.31,205,749,38.31,265,2382,8.1,225,43.09,172,8.56,-0.78,-34.98667,0.051811513,124,0.039,0
clear,3,569,46.41,211,1107,43.41,95,2156,15.87,728,45.47,129,3.74,0.94,-29.59996,0.062700908,146,0.045,0
clear,3,506,39.44,150,1150,28.53,148,2277,5.54,735,42.32,172,5.98,-2.88,-36.77593,0.085551005,106,0.018,0
clear,3,463,34.96,660,2095,7.22,1571,2556,13.13,334,44.93,108,3.72,-9.97,-31.79538,0.083761709,89,0.035,0
clear,3,565,42.35,992,653,38.49,178,2480,7.69,355,44.78,194,11.32,-2.43,-37.08922,0.077568903,112,0.028,0
clear,3,539,39.81,302,1112,31.63,294,2580,1.23,1343,42.44,108,1.3,-2.63,-41.21139,0.089182821,84,0.036,0
clear,3,420,42.6,207,1704,15.41,871,2655,20.81,136,45.25,151,8.17,-2.65,-24.44049,0.047397792,109,0.029,0
clear,3,505,41.29,230,824,33.15,142,2446,6.53,129,42.58,172,8.66,-1.29,-36.04735,0.056425627,97,0.036,0
clear,3,377,34.35,1020,2225,19,1699,2477,17.92,279,45.67,108,3.54,-11.32,-27.74725,0.051104649,83,0.035,0
clear,3,314,41.45,330,1096,17.91,700,2523,12.72,110,45.05,108,3.6,-3.6,-32.33444,0.040690436,75,0.045,0
clear,3,506,50.56,273,1453,43.45,125,2366,26.35,485,49.67,237,4.68,0.89,-23.31882,0.135626011,141,0.104,0
clear,3,580,39.94,238,1049,36.44,166,2356,11.42,415,43.15,194,11.08,-3.21,-31.73413,0.057838592,83,0.035,0
clear,3,599,42.46,157,774,38.04,622,2364,11.78,274,42.64,172,8.07,-0.18,-30.86146,0.071402044,132,0.015,0
clear,3,549,40.76,166,1101,35.15,95,2169,9.05,653,42.89,194,8.69,-2.13,-33.83922,0.060226456,157,0.023,0
clear,3,505,33.84,850,1306,12.51,1755,2693,12.03,202,41.33,172,7.94,-7.49,-29.29583,0.068198502,104,0.039,0
clear,3,550,40.66,202,1080,37.08,84,2390,11.62,292,43.38,194,10.14,-2.72,-31.76263,0.086715025,105,0.082,0
clear,3,588,41.85,227,1098,34.47,233,2521,6.13,1411,42.72,172,8.15,-0.87,-36.58949,0.058948856,92,0.07,0
clear,3,601,42.18,153,1101,36.55,135,2417,9.63,747,41.4,172,6.66,0.78,-31.7667,0.08189244,119,0.075,0
clear,3,356,36.04,265,1036,14.5,1406,2557,13.9,141,42.71,108,0.85,-6.67,-28.81049,0.036930715,96,0.047,0
clear,3,606,39.75,200,723,35.6,478,2383,4.52,314,40.2,151,7.82,-0.45,-35.67719,0.038907079,125,0.035,0
clear,3,280,45.69,258,1098,20.21,330,2765,5.84,405,45.8,172,9.02,-0.11,-39.96288,0.095294185,95,0.031,0
clear,3,513,45.1,135,780,38.96,169,2350,4.8,295,43.93,172,9.66,1.17,-39.12528,0.054877155,92,0,0
clear,3,584,38.24,167,786,29.76,443,2392,5.32,118,38.53,151,7.67,-0.29,-33.20557,0.04706142,90,0,0
clear,3,598,39.71,193,1127,39.57,73,2188,14.91,384,42.01,194,8.14,-2.3,-27.09696,0.09109155,160,0,0
clear,3,503,42.76,286,802,34.5,337,2395,11.4,251,44.21,194,5.98,-1.45,-32.80909,0.062135694,113,0.08,0
clear,3,572,28.89,563,1944,0.31,865,2824,10.67,227,40.72,215,6.66,-11.83,-30.05466,0.05608849,138,0,0
clear,3,334,31.96,259,1294,4.51,1367,2533,10.3,139,41.73,194,6.94,-9.77,-31.43277,0.061213022,116,0.104,0
clear,3,590,44.65,160,748,38.11,378,2423,8.47,206,42,172,8.88,2.65,-33.52724,0.072262598,91,0,0
