vowelSAMPA,F1_Hz,F2_Hz,F3_Hz,target
ɔ̃,340,1336,2770,1
ɔ̃,406,1378,2830,1
ɛ̃,420,2489,3669,1
ɛ̃,725,2049,3322,1
ɛ̃,658,1244,2413,1
ɛ̃,376,1178,2449,1
ɛ̃,357,1300,2476,1
ɛ̃,760,1645,3312,1
ɛ̃,783,1374,1727,1
ɛ̃,488,1201,2547,1
ɛ̃,420,1128,2440,1
ɛ̃,326,1121,2390,1
ɑ̃,479,1604,3200,1
ɑ̃,682,1275,3464,1
ɑ̃,836,884,2054,1
ɑ̃,617,1298,2633,1
ɑ̃,797,1134,2729,1
ɛ̃,760,1658,3288,1
ɛ̃,839,1318,1587,1
ɛ̃,529,1172,2130,1
ɛ̃,378,1212,2369,1
ɛ̃,374,1063,2544,1
ɔ̃,464,1444,2389,1
ɔ̃,435,1249,2710,1
ɔ̃,622,1303,3942,1
ɔ̃,334,1288,2700,1
ɔ̃,372,1307,2563,1
ɛ̃,764,1663,3410,1
ɛ̃,862,1322,4025,1
ɛ̃,475,1232,2170,1
ɛ̃,390,1304,2649,1
ɛ̃,435,1352,2608,1
ɛ̃,604,1630,3371,1
ɛ̃,811,1467,3599,1
ɛ̃,495,1119,2548,1
ɛ̃,252,1013,2658,1
ɛ̃,225,1256,2445,1
ɛ̃,726,1534,3445,1
ɛ̃,744,900,1380,1
ɛ̃,659,1223,1609,1
ɛ̃,412,1135,2244,1
ɛ̃,427,1185,2546,1
ɔ̃,476,1184,3532,1
ɔ̃,504,961,2474,1
ɔ̃,412,1202,2674,1
ɔ̃,337,1259,2670,1
ɔ̃,381,1376,2362,1
ɑ̃,491,954,2732,1
ɑ̃,572,976,3553,1
ɑ̃,794,1294,4051,1
ɑ̃,857,2342,4032,1
ɑ̃,637,1173,2305,1
ɔ̃,304,1060,2737,1
ɔ̃,394,895,2827,1
ɔ̃,411,1095,3560,1
ɔ̃,321,1236,2930,1
ɔ̃,347,1283,2493,1
ɑ̃,492,1131,2091,1
ɑ̃,725,1031,2459,1
ɑ̃,740,974,2295,1
ɑ̃,830,1865,2369,1
ɑ̃,516,1390,2510,1
ɑ̃,719,1572,3362,1
ɑ̃,726,1258,2262,1
ɑ̃,715,1009,2505,1
ɑ̃,615,822,2775,1
ɑ̃,320,1315,2641,1
ɛ̃,873,1336,3414,1
ɛ̃,930,1075,3259,1
ɛ̃,907,1325,2859,1
ɛ̃,664,1253,2552,1
ɛ̃,462,1124,2498,1
ɑ̃,371,1282,2783,1
ɑ̃,569,1228,3303,1
ɑ̃,869,1087,3774,1
ɑ̃,765,795,2482,1
ɑ̃,537,1379,2845,1
ɔ̃,339,975,2749,1
ɔ̃,306,1077,3213,1
ɔ̃,317,1224,2668,1
ɔ̃,329,1284,2604,1
ɔ̃,402,1256,2683,1
ɔ̃,427,1227,2036,1
ɔ̃,482,987,2534,1
ɔ̃,359,1252,2721,1
ɔ̃,344,1312,2881,1
ɔ̃,426,1322,2647,1
ɑ̃,571,1153,2715,1
ɑ̃,624,954,2452,1
ɑ̃,646,1244,3100,1
ɑ̃,741,1066,2735,1
ɑ̃,535,1356,2589,1
ɑ̃,531,1005,2399,1
ɑ̃,587,928,2430,1
ɑ̃,606,724,2080,1
ɑ̃,388,1262,2672,1
ɑ̃,562,839,2242,1
ɑ̃,319,804,2156,1
ɑ̃,751,1945,3390,1
ɑ̃,711,1996,3285,1
ɑ̃,734,2021,3266,1
ɑ̃,782,1983,3253,1
ɛ̃,786,1297,2556,1
ɛ̃,804,1258,2574,1
ɛ̃,723,1246,2347,1
ɛ̃,736,1265,2369,1
ɛ̃,799,1354,2800,1
ɔ̃,487,1133,2665,1
ɔ̃,661,2092,3365,1
ɔ̃,520,2019,2918,1
ɔ̃,541,1779,2844,1
ɔ̃,541,1779,2844,1
ɔ̃,548,2098,2650,1
ɔ̃,572,2159,3310,1
ɔ̃,613,2056,3280,1
ɔ̃,718,1906,3435,1
ɔ̃,817,2074,3394,1
ɑ̃,458,1115,2507,1
ɑ̃,523,1004,2639,1
ɑ̃,728,2223,3475,1
ɑ̃,715,1963,3406,1
ɑ̃,706,1925,3404,1
ɛ̃,413,2010,2839,1
ɛ̃,622,1578,2917,1
ɛ̃,762,1344,3312,1
ɛ̃,938,1388,3483,1
ɛ̃,746,1372,2916,1
ɔ̃,529,2232,2884,1
ɔ̃,506,2172,2877,1
ɔ̃,527,2197,2952,1
ɔ̃,536,1863,2944,1
ɔ̃,625,2053,3108,1
ɑ̃,588,1245,2866,1
ɑ̃,639,1083,2960,1
ɑ̃,725,2013,2989,1
ɑ̃,645,2120,3071,1
ɑ̃,657,2084,2889,1
ɛ̃,551,1474,2949,1
ɛ̃,640,1400,3087,1
ɛ̃,710,1300,3314,1
ɛ̃,842,1180,2044,1
ɛ̃,739,1232,2044,1
ɛ̃,547,1322,3272,1
ɛ̃,660,1283,3385,1
ɛ̃,666,1265,2473,1
ɛ̃,511,1124,2168,1
ɛ̃,588,1202,2659,1
ɔ̃,477,740,2245,1
ɔ̃,483,861,2830,1
ɔ̃,521,611,2512,1
ɔ̃,723,2270,3589,1
ɔ̃,860,2216,3542,1
ɑ̃,566,1374,2873,1
ɑ̃,601,1178,2900,1
ɑ̃,814,907,2989,1
ɑ̃,749,2062,3326,1
ɑ̃,782,2075,3368,1
ɛ̃,647,1454,2963,1
ɛ̃,695,1375,3060,1
ɛ̃,668,1274,2999,1
ɛ̃,679,1277,2380,1
ɛ̃,736,1440,3328,1
ɔ̃,638,1826,2928,1
ɔ̃,655,2214,3337,1
ɔ̃,567,2248,3379,1
ɔ̃,579,1253,2227,1
ɔ̃,555,2034,3442,1
ɑ̃,527,1361,2895,1
ɑ̃,636,1082,2900,1
ɑ̃,756,2134,3392,1
ɑ̃,640,1268,2730,1
ɑ̃,640,1268,2730,1
ɔ̃,458,1116,3078,1
ɔ̃,629,2033,2769,1
ɔ̃,661,2082,3233,1
ɔ̃,606,2098,3438,1
ɔ̃,598,1817,3151,1
ɔ̃,484,1148,2839,1
ɔ̃,798,1440,3110,1
ɔ̃,607,839,2314,1
ɔ̃,592,2085,3601,1
ɔ̃,633,2111,3548,1
ɛ̃,408,1923,2609,1
ɛ̃,601,1587,2913,1
ɛ̃,702,1333,3481,1
ɛ̃,643,1333,3467,1
ɛ̃,587,1586,3041,1
ɛ̃,675,1427,3039,1
ɛ̃,702,1356,3177,1
ɛ̃,711,1324,3309,1
ɛ̃,744,1320,3333,1
ɛ̃,731,1363,3269,1
ɑ̃,486,1472,2923,1
ɑ̃,531,1298,2919,1
ɑ̃,541,1019,2732,1
ɑ̃,295,1157,2655,1
ɑ̃,673,1920,3281,1
ɛ̃,600,1415,3003,1
ɛ̃,671,1306,3198,1
ɛ̃,610,1194,3485,1
ɛ̃,714,1254,2426,1
ɛ̃,752,1300,2367,1
ɔ̃,425,1221,2413,1
ɔ̃,483,981,2336,1
ɔ̃,472,1721,2839,1
ɔ̃,408,1949,3303,1
ɔ̃,502,2049,3373,1
ɛ̃,660,1427,2894,1
ɛ̃,709,1341,2980,1
ɛ̃,697,1299,2550,1
ɛ̃,680,1277,2393,1
ɛ̃,685,1333,2712,1
ɛ̃,540,1342,2903,1
ɛ̃,644,1360,2903,1
ɛ̃,686,1306,3076,1
ɛ̃,733,1301,2844,1
ɛ̃,744,1321,2832,1
ɛ̃,609,1340,2744,1
ɛ̃,699,1329,2751,1
ɛ̃,749,1312,2567,1
ɛ̃,728,1293,2270,1
ɛ̃,748,1304,2253,1
ɔ̃,382,1073,2764,1
ɔ̃,591,2426,3487,1
ɔ̃,502,2176,3189,1
ɔ̃,691,2084,3253,1
ɔ̃,778,2068,3185,1
ɑ̃,532,1178,2260,1
ɑ̃,587,1073,2303,1
ɑ̃,774,920,2344,1
ɑ̃,612,788,2314,1
ɑ̃,567,841,2354,1
ɔ̃,547,2298,3045,1
ɔ̃,624,2197,3128,1
ɔ̃,598,1892,3117,1
ɔ̃,653,2173,2968,1
ɔ̃,943,2256,3481,1
ɑ̃,464,998,2737,1
ɑ̃,728,903,2634,1
ɑ̃,728,1777,3462,1
ɑ̃,815,1614,3391,1
ɑ̃,897,1655,3262,1
ɑ̃,501,1473,2812,1
ɑ̃,576,1150,2720,1
ɑ̃,569,762,2253,1
ɑ̃,698,1993,3461,1
ɑ̃,716,1986,3378,1
ɛ̃,668,1243,2397,1
ɛ̃,726,1235,2378,1
ɛ̃,716,1207,2141,1
ɛ̃,654,1161,2066,1
ɛ̃,734,1374,2322,1
ɑ̃,450,985,2533,1
ɑ̃,522,921,2593,1
ɑ̃,494,732,2116,1
ɑ̃,711,2006,3746,1
ɑ̃,807,2113,3577,1
ɔ̃,754,2144,3335,1
ɔ̃,687,2251,3444,1
ɔ̃,632,2151,3523,1
ɔ̃,859,2023,3448,1
ɔ̃,944,1548,3106,1
ɔ̃,363,1266,2159,1
ɔ̃,530,1014,2869,1
ɔ̃,549,694,2273,1
ɔ̃,543,1080,2112,1
ɔ̃,674,2122,3577,1
ɑ̃,477,949,2434,1
ɑ̃,521,936,2443,1
ɑ̃,702,1780,3124,1
ɑ̃,704,2136,3650,1
ɑ̃,751,1925,3583,1
ɑ̃,512,964,2536,1
ɑ̃,561,961,2576,1
ɑ̃,558,787,2267,1
ɑ̃,693,1283,2460,1
ɑ̃,723,890,2440,1
ɑ̃,594,831,2220,1
ɑ̃,582,815,2217,1
ɑ̃,256,769,2153,1
ɑ̃,721,2139,3396,1
ɑ̃,702,2067,3420,1
ɛ̃,608,1319,2333,1
ɛ̃,666,1251,2412,1
ɛ̃,705,1220,2417,1
ɛ̃,666,1196,2186,1
ɛ̃,687,1189,2176,1
ɔ̃,465,1134,2519,1
ɔ̃,647,755,2442,1
ɔ̃,594,2424,2875,1
ɔ̃,458,1592,2415,1
ɔ̃,465,1385,2428,1
ɔ̃,717,2443,3608,1
ɔ̃,596,2412,2648,1
ɔ̃,544,2402,3229,1
ɔ̃,423,1177,2672,1
ɔ̃,361,846,2145,1
ɑ̃,300,1106,2488,1
ɑ̃,486,1112,2507,1
ɑ̃,565,888,2368,1
ɑ̃,781,2076,3553,1
ɑ̃,721,2027,3584,1
ɛ̃,394,1992,2765,1
ɛ̃,560,1734,2775,1
ɛ̃,645,1448,3109,1
ɛ̃,852,1365,2945,1
ɛ̃,987,1577,3597,1
ɔ̃,485,2298,2909,1
ɔ̃,507,2332,2977,1
ɔ̃,471,976,2363,1
ɔ̃,443,1492,2227,1
ɔ̃,462,1959,2894,1
ɑ̃,557,1272,2746,1
ɑ̃,696,1058,2471,1
ɑ̃,697,1177,2644,1
ɑ̃,675,2048,3465,1
ɑ̃,638,746,2271,1
ɛ̃,553,1519,3077,1
ɛ̃,600,1474,3207,1
ɛ̃,686,1385,3251,1
ɛ̃,697,1323,2916,1
ɛ̃,608,1183,2712,1
ɛ̃,435,1442,3064,1
ɛ̃,632,1428,1769,1
ɛ̃,719,1341,3100,1
ɛ̃,794,1344,3181,1
ɛ̃,493,1134,1682,1
ɔ̃,585,2122,2925,1
ɔ̃,495,576,2435,1
ɔ̃,466,618,2348,1
ɔ̃,383,1459,2417,1
ɔ̃,341,1537,2228,1
ɑ̃,531,1271,3017,1
ɑ̃,650,1022,3220,1
ɑ̃,669,1520,2904,1
ɑ̃,630,706,2193,1
ɑ̃,574,1764,3371,1
ɛ̃,616,1526,2966,1
ɛ̃,674,1435,3151,1
ɛ̃,694,1334,2923,1
ɛ̃,619,1191,2088,1
ɛ̃,492,1149,2108,1
ɔ̃,493,1100,2791,1
ɔ̃,752,1923,3185,1
ɔ̃,484,1812,3166,1
ɔ̃,491,1895,3352,1
ɔ̃,563,1723,3152,1
ɑ̃,490,1279,2814,1
ɑ̃,574,1161,2828,1
ɑ̃,540,819,2334,1
ɑ̃,687,2032,3611,1
ɑ̃,674,1667,3879,1
ɔ̃,450,1356,3055,1
ɔ̃,727,1811,3187,1
ɔ̃,453,1810,2897,1
ɔ̃,450,2098,3398,1
ɔ̃,325,1658,3495,1
ɔ̃,491,1173,2588,1
ɔ̃,553,1600,3121,1
ɔ̃,512,2298,2943,1
ɔ̃,428,2161,3133,1
ɔ̃,359,1895,2917,1
ɛ̃,357,2178,2902,1
ɛ̃,532,1650,2709,1
ɛ̃,644,1391,2759,1
ɛ̃,577,1232,1879,1
ɛ̃,560,1581,2592,1
ɛ̃,617,1463,2991,1
ɛ̃,637,1411,3045,1
ɛ̃,660,1321,2499,1
ɛ̃,584,1207,2192,1
ɛ̃,519,1176,2154,1
ɑ̃,476,1411,2918,1
ɑ̃,587,1032,2845,1
ɑ̃,674,1625,3410,1
ɑ̃,743,1825,3141,1
ɑ̃,805,2295,3770,1
ɛ̃,611,1447,2765,1
ɛ̃,628,1382,2658,1
ɛ̃,625,1294,2519,1
ɛ̃,620,1209,2017,1
ɛ̃,582,1219,2147,1
ɔ̃,479,1095,2180,1
ɔ̃,401,1159,2483,1
ɔ̃,403,1121,2375,1
ɔ̃,538,2035,3378,1
ɔ̃,391,1999,3084,1
ɛ̃,643,1467,3035,1
ɛ̃,617,1421,2378,1
ɛ̃,544,1325,2035,1
ɛ̃,743,831,1948,1
ɛ̃,641,1281,1952,1
ɛ̃,465,1435,2868,1
ɛ̃,596,1416,2912,1
ɛ̃,709,1413,3058,1
ɛ̃,674,1308,1847,1
ɛ̃,651,1154,2014,1
ɛ̃,523,1352,2508,1
ɛ̃,564,1337,2444,1
ɛ̃,589,1361,2029,1
ɛ̃,616,1387,1994,1
ɛ̃,594,1375,2123,1
ɔ̃,403,958,2873,1
ɔ̃,326,699,2727,1
ɔ̃,433,1323,2389,1
ɔ̃,373,1420,2525,1
ɔ̃,426,1189,2690,1
ɑ̃,517,1062,2266,1
ɑ̃,633,1001,2348,1
ɑ̃,720,751,2314,1
ɑ̃,414,698,2568,1
ɑ̃,750,2461,3823,1
ɔ̃,444,2383,2616,1
ɔ̃,438,900,2402,1
ɔ̃,433,1147,2400,1
ɔ̃,383,993,2368,1
ɔ̃,381,1324,2311,1
ɑ̃,459,877,2449,1
ɑ̃,543,820,2353,1
ɑ̃,621,1593,3264,1
ɑ̃,682,1893,3608,1
ɑ̃,643,1885,3645,1
ɑ̃,481,1457,2849,1
ɑ̃,601,1163,2967,1
ɑ̃,736,1116,3327,1
ɑ̃,728,2093,3524,1
ɑ̃,695,2018,3503,1
ɛ̃,564,1338,2367,1
ɛ̃,647,1317,2408,1
ɛ̃,640,1219,2316,1
ɛ̃,558,1199,2029,1
ɛ̃,591,1246,2246,1
ɑ̃,485,961,2637,1
ɑ̃,554,835,2613,1
ɑ̃,490,706,2317,1
ɑ̃,595,1760,3029,1
ɑ̃,420,1711,2892,1
ɔ̃,661,1651,2660,1
ɔ̃,717,1693,2605,1
ɔ̃,646,1921,3144,1
ɔ̃,813,2111,3326,1
ɔ̃,694,1821,2983,1
ɔ̃,302,1150,2614,1
ɔ̃,699,1374,2913,1
ɔ̃,471,1819,2741,1
ɔ̃,546,2229,3203,1
ɔ̃,334,1591,2964,1
ɑ̃,566,917,2738,1
ɑ̃,662,891,2552,1
ɑ̃,615,906,2242,1
ɑ̃,650,1764,3486,1
ɑ̃,663,1840,3571,1
ɑ̃,298,1164,2775,1
ɑ̃,518,992,2331,1
ɑ̃,318,812,2287,1
ɑ̃,673,2275,3724,1
ɑ̃,236,758,2474,1
ɑ̃,454,1021,2283,1
ɑ̃,517,930,2244,1
ɑ̃,255,763,2234,1
ɑ̃,274,805,2390,1
ɑ̃,287,1010,2294,1
ɛ̃,421,1262,2510,1
ɛ̃,488,1211,1949,1
ɛ̃,416,1168,2036,1
ɛ̃,308,1135,1991,1
ɛ̃,294,1175,2017,1
ɔ̃,351,1042,2490,1
ɔ̃,361,783,2317,1
ɔ̃,291,932,2386,1
ɔ̃,275,1615,2144,1
ɔ̃,281,1635,2556,1
ɔ̃,351,813,2338,1
ɔ̃,371,616,2448,1
ɔ̃,408,2159,3138,1
ɔ̃,301,1980,3444,1
ɔ̃,275,1308,3536,1
ɑ̃,456,1037,2541,1
ɑ̃,569,949,2669,1
ɑ̃,365,1065,2461,1
ɑ̃,716,2448,4127,1
ɑ̃,503,2055,3946,1
ɛ̃,459,1890,2827,1
ɛ̃,731,1745,3193,1
ɛ̃,881,1398,3519,1
ɛ̃,264,1141,2368,1
ɛ̃,273,1154,2264,1
ɔ̃,419,456,2247,1
ɔ̃,396,1891,3127,1
ɔ̃,297,2019,3302,1
ɔ̃,251,1645,2060,1
ɔ̃,337,1612,2769,1
ɑ̃,614,1106,3370,1
ɑ̃,426,986,2247,1
ɑ̃,267,1173,3533,1
ɑ̃,295,827,2326,1
ɑ̃,319,902,2565,1
ɛ̃,585,1525,3154,1
ɛ̃,655,1454,3252,1
ɛ̃,669,1166,2819,1
ɛ̃,995,1725,3541,1
ɛ̃,397,1036,2017,1
ɛ̃,436,1476,2997,1
ɛ̃,541,1448,3117,1
ɛ̃,510,1206,2006,1
ɛ̃,369,1027,2333,1
ɛ̃,280,1059,2237,1
ɔ̃,380,809,2284,1
ɔ̃,397,803,2289,1
ɔ̃,362,2107,3563,1
ɔ̃,269,811,2132,1
ɔ̃,252,1114,2170,1
ɑ̃,585,1196,2736,1
ɑ̃,606,956,2143,1
ɑ̃,687,2139,3577,1
ɑ̃,290,1562,2767,1
ɑ̃,310,736,2150,1
ɛ̃,702,1483,3034,1
ɛ̃,724,1417,2871,1
ɛ̃,618,1170,2065,1
ɛ̃,370,1105,2102,1
ɛ̃,292,1114,2024,1
ɔ̃,377,938,2370,1
ɔ̃,722,2366,3360,1
ɔ̃,498,2096,3431,1
ɔ̃,326,2143,3533,1
ɔ̃,309,2082,3254,1
ɑ̃,560,1259,2662,1
ɑ̃,599,1157,2581,1
ɑ̃,529,944,2278,1
ɑ̃,787,2099,3709,1
ɑ̃,745,2126,3689,1
ɔ̃,414,1168,2874,1
ɔ̃,366,649,2246,1
ɔ̃,467,1964,3120,1
ɔ̃,397,2062,3285,1
ɔ̃,322,2083,3499,1
ɔ̃,401,1016,2418,1
ɔ̃,428,881,2350,1
ɔ̃,349,932,2206,1
ɔ̃,286,1139,2231,1
ɔ̃,274,1083,2075,1
ɛ̃,381,2271,2911,1
ɛ̃,673,1600,3014,1
ɛ̃,290,1085,2138,1
ɛ̃,285,1122,2007,1
ɛ̃,334,1245,1743,1
ɛ̃,759,1247,2604,1
ɛ̃,643,1068,1633,1
ɛ̃,352,1025,2019,1
ɛ̃,291,1017,2058,1
ɛ̃,274,1011,2055,1
ɑ̃,446,1643,2923,1
ɑ̃,473,1233,2580,1
ɑ̃,734,2117,3538,1
ɑ̃,574,2107,3541,1
ɑ̃,503,2087,3511,1
ɛ̃,692,1613,3081,1
ɛ̃,739,1488,3317,1
ɛ̃,545,1232,2060,1
ɛ̃,318,1259,2452,1
ɛ̃,229,1229,2237,1
ɔ̃,354,1193,2440,1
ɔ̃,304,910,2411,1
ɔ̃,292,920,2529,1
ɔ̃,264,989,2250,1
ɔ̃,264,1429,2165,1
ɛ̃,728,1549,3225,1
ɛ̃,736,1474,3286,1
ɛ̃,659,1315,2456,1
ɛ̃,323,1118,2070,1
ɛ̃,255,1068,2090,1
ɛ̃,567,1269,2466,1
ɛ̃,603,1223,2294,1
ɛ̃,756,1121,1855,1
ɛ̃,975,1843,3371,1
ɛ̃,926,1655,3597,1
ɛ̃,865,1573,3559,1
ɛ̃,904,1601,3604,1
ɛ̃,204,1326,2008,1
ɛ̃,226,1299,2190,1
ɛ̃,1372,2114,4329,1
ɔ̃,437,1238,2728,1
ɔ̃,445,1152,2684,1
ɔ̃,417,2056,3686,1
ɔ̃,319,1897,3521,1
ɔ̃,286,1960,3546,1
ɑ̃,669,892,3153,1
ɑ̃,476,858,2030,1
ɑ̃,738,1943,3035,1
ɑ̃,693,2018,2993,1
ɑ̃,518,2012,3043,1
ɔ̃,293,735,2283,1
ɔ̃,315,434,2048,1
ɔ̃,242,1428,2181,1
ɔ̃,231,1506,2261,1
ɔ̃,242,1457,2383,1
ɑ̃,397,1042,2490,1
ɑ̃,560,922,2379,1
ɑ̃,794,2147,3830,1
ɑ̃,754,2096,3631,1
ɑ̃,811,1779,3489,1
ɑ̃,533,1247,2856,1
ɑ̃,628,1109,2968,1
ɑ̃,871,2158,3819,1
ɑ̃,660,1993,4142,1
ɑ̃,666,2016,3624,1
ɛ̃,232,1255,1714,1
ɛ̃,467,1366,2998,1
ɛ̃,246,1143,1724,1
ɛ̃,269,1099,2140,1
ɛ̃,246,1202,2139,1
ɑ̃,342,1241,2564,1
ɑ̃,529,1016,2611,1
ɑ̃,807,2148,3649,1
ɑ̃,581,2071,3590,1
ɑ̃,288,920,2416,1
ɔ̃,709,2084,3520,1
ɔ̃,733,2054,3606,1
ɔ̃,291,1066,2321,1
ɔ̃,292,1239,2096,1
ɔ̃,289,1162,2180,1
ɔ̃,312,995,2324,1
ɔ̃,401,1340,2836,1
ɔ̃,297,641,2169,1
ɔ̃,257,1075,2097,1
ɔ̃,272,727,2467,1
ɑ̃,474,1159,2964,1
ɑ̃,603,1102,3153,1
ɑ̃,567,837,2222,1
ɑ̃,737,1897,3631,1
ɑ̃,590,1966,3689,1
ɑ̃,595,1250,2904,1
ɑ̃,662,1125,2956,1
ɑ̃,441,893,1993,1
ɑ̃,301,820,2203,1
ɑ̃,359,889,2084,1
ɑ̃,513,1068,2294,1
ɑ̃,631,1008,3139,1
ɑ̃,527,842,2293,1
ɑ̃,621,1647,3200,1
ɑ̃,232,766,2120,1
ɛ̃,511,1148,1889,1
ɛ̃,599,1119,1879,1
ɛ̃,486,1071,1977,1
ɛ̃,320,1097,1985,1
ɛ̃,256,1110,2053,1
ɔ̃,430,1059,2932,1
ɔ̃,600,1819,3224,1
ɔ̃,495,1673,3314,1
ɔ̃,466,602,2138,1
ɔ̃,447,787,2112,1
ɔ̃,347,1067,2579,1
ɔ̃,354,874,2809,1
ɔ̃,449,765,2408,1
ɔ̃,354,1132,2301,1
ɔ̃,329,1171,2548,1
ɑ̃,351,1237,2732,1
ɑ̃,552,1117,2911,1
ɑ̃,664,1040,3087,1
ɑ̃,294,785,2102,1
ɑ̃,184,853,2359,1
ɛ̃,634,2045,3054,1
ɛ̃,603,1369,2730,1
ɛ̃,833,1554,3395,1
ɛ̃,335,1385,2179,1
ɛ̃,326,1465,2375,1
ɔ̃,550,2116,3161,1
ɔ̃,418,751,2376,1
ɔ̃,453,2107,3083,1
ɔ̃,325,1013,2314,1
ɔ̃,428,1349,2632,1
ɑ̃,598,1177,3106,1
ɑ̃,602,1051,2222,1
ɑ̃,364,897,2176,1
ɑ̃,360,900,2236,1
ɑ̃,355,685,2375,1
ɛ̃,628,1417,3198,1
ɛ̃,682,1368,1795,1
ɛ̃,595,1201,2087,1
ɛ̃,445,1084,2031,1
ɛ̃,299,1034,2202,1
ɛ̃,427,1527,2831,1
ɛ̃,565,1427,2736,1
ɛ̃,458,1200,1641,1
ɛ̃,458,1187,1823,1
ɛ̃,313,998,2094,1
ɔ̃,472,730,2287,1
ɔ̃,470,727,2256,1
ɔ̃,386,893,2203,1
ɔ̃,302,1094,2173,1
ɔ̃,297,1174,2137,1
ɑ̃,575,1396,3009,1
ɑ̃,687,1279,3072,1
ɑ̃,448,936,1906,1
ɑ̃,327,986,2535,1
ɑ̃,248,825,2309,1
ɛ̃,781,1380,2885,1
ɛ̃,666,1267,1910,1
ɛ̃,237,986,2067,1
ɛ̃,303,994,2121,1
ɛ̃,295,1031,2199,1
ɔ̃,368,854,2325,1
ɔ̃,596,1822,3087,1
ɔ̃,373,2133,3579,1
ɔ̃,325,1634,3457,1
ɔ̃,308,1550,3107,1
ɑ̃,557,1233,2895,1
ɑ̃,644,1180,3152,1
ɑ̃,440,855,2073,1
ɑ̃,768,2205,3980,1
ɑ̃,749,2267,3969,1
ɔ̃,462,1144,2934,1
ɔ̃,410,979,2513,1
ɔ̃,408,1492,2394,1
ɔ̃,352,1712,2555,1
ɔ̃,328,1737,3454,1
ɔ̃,412,985,2729,1
ɔ̃,387,902,2486,1
ɔ̃,362,777,2327,1
ɔ̃,340,684,2150,1
ɔ̃,312,871,2140,1
ɛ̃,411,2322,3036,1
ɛ̃,587,2171,2994,1
ɛ̃,733,1225,1809,1
ɛ̃,765,1196,2318,1
ɛ̃,887,1686,3627,1
ɛ̃,847,1538,3248,1
ɛ̃,859,1432,3317,1
ɛ̃,998,1330,3372,1
ɛ̃,367,1097,2115,1
ɛ̃,336,1112,2157,1
ɑ̃,440,1656,2864,1
ɑ̃,546,1094,2380,1
ɑ̃,310,881,2231,1
ɑ̃,322,1007,2145,1
ɑ̃,314,1101,2284,1
ɛ̃,783,1676,3196,1
ɛ̃,823,1273,1565,1
ɛ̃,557,1075,1840,1
ɛ̃,243,939,2233,1
ɛ̃,290,1177,2174,1
ɔ̃,339,1024,2413,1
ɔ̃,337,974,2426,1
ɔ̃,342,897,2246,1
ɔ̃,325,1063,2085,1
ɔ̃,314,1235,2236,1
ɛ̃,657,1563,3098,1
ɛ̃,717,1517,3119,1
ɛ̃,917,1439,3270,1
ɛ̃,397,1201,1990,1
ɛ̃,369,1193,2088,1
ɛ̃,557,1498,3032,1
ɛ̃,762,983,1634,1
ɛ̃,210,962,1767,1
ɛ̃,313,1383,1828,1
ɛ̃,557,1428,2486,1
ɛ̃,425,981,1718,1
ɛ̃,433,1124,1731,1
ɛ̃,362,1137,1850,1
ɛ̃,295,1083,2058,1
ɛ̃,286,1155,2137,1
ɔ̃,438,1095,2667,1
ɔ̃,471,936,2420,1
ɔ̃,486,800,2168,1
ɔ̃,387,835,2205,1
ɔ̃,337,1002,2421,1
ɑ̃,535,1059,3128,1
ɑ̃,465,1000,2214,1
ɑ̃,334,840,2195,1
ɑ̃,339,858,2369,1
ɑ̃,306,851,2438,1
ɔ̃,344,547,2255,1
ɔ̃,514,1685,3372,1
ɔ̃,337,893,2149,1
ɔ̃,319,1001,2165,1
ɔ̃,323,1038,2263,1
ɑ̃,492,1030,2784,1
ɑ̃,537,1035,2871,1
ɑ̃,579,936,2622,1
ɑ̃,423,892,2271,1
ɑ̃,385,890,2154,1
ɑ̃,678,1288,3008,1
ɑ̃,616,1165,2878,1
ɑ̃,482,1007,2226,1
ɑ̃,636,1820,3209,1
ɑ̃,707,2213,3693,1
ɛ̃,388,1221,1916,1
ɛ̃,416,1169,1814,1
ɛ̃,442,1208,1978,1
ɛ̃,395,1203,2079,1
ɛ̃,363,1194,2065,1
ɑ̃,491,1214,2757,1
ɑ̃,536,1166,2930,1
ɑ̃,544,926,2455,1
ɑ̃,786,2323,3563,1
ɑ̃,220,803,2310,1
ɔ̃,422,1048,3032,1
ɔ̃,579,1971,2813,1
ɔ̃,354,775,2261,1
ɔ̃,281,1021,2324,1
ɔ̃,265,2178,3432,1
ɔ̃,320,877,2406,1
ɔ̃,313,850,2345,1
ɔ̃,276,948,2372,1
ɔ̃,256,1427,2314,1
ɔ̃,293,1020,2379,1
ɑ̃,333,1232,2888,1
ɑ̃,598,1120,2993,1
ɑ̃,623,938,2278,1
ɑ̃,711,3603,3878,1
ɑ̃,405,1169,2606,1
ɑ̃,687,1202,2986,1
ɑ̃,640,1083,2144,1
ɑ̃,689,998,2246,1
ɑ̃,661,984,2163,1
ɑ̃,645,1033,2182,1
ɑ̃,291,982,2394,1
ɑ̃,763,1332,3477,1
ɑ̃,295,833,2043,1
ɑ̃,674,1063,1862,1
ɑ̃,750,840,3515,1
ɛ̃,763,1308,2157,1
ɛ̃,747,1281,1754,1
ɛ̃,635,983,1552,1
ɛ̃,785,1235,2429,1
ɛ̃,798,1187,3353,1
ɔ̃,343,1061,2929,1
ɔ̃,308,1127,2529,1
ɔ̃,303,1181,2524,1
ɔ̃,399,1039,2750,1
