filename,speaker,task,clarity,ND,word,vowel,appendix,appendix_start,appendix_end,appendix_dur,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,p0_id,p0prominence,a1p0_h1,a1p0_h2,a1p0_h3,a1p0,a1p0_compensated,freq_p1,amp_p1,a1p1,a1p1_compensated,a3p0,vwl_amp_rms,vwl_duration,timepoint,point_time,point_vwlpct,attempted_fix,status,errorflag,freq_a1,f0_pitch
Camille_lectureCS_11025,Camille,lecture,clear,hi,coton,ɔ̃,n,47.851188,47.90358327,0.052,508,42.31,376,809,34.43,702,2254,10.54,564,194,47.28,388,42.31,39.58,47.28,194,H1,4.96,-4.97,0,2.72597,-4.97,-2.83326,969,26.08,16.23,17.73756,-36.74388,0.0501607281,102,1,51.920456,9.85,None,Auto,None,388,193
Camille_lectureCS_11025,Camille,lecture,clear,hi,savon,ɔ̃,n,69.02282666,69.06697998,0.044,378,44.85,268,1174,25.52,214,2699,9.68,369,194,44.85,409,40.09,26.59,44.85,194,H1,4.77,0,4.76,18.26077,0,2.22996,1012,23.81,21.04,24.49108,-35.16557,0.0694504055,126,1,76.300765,7.92,None,Auto,None,194,203
Camille_lectureCS_11025,Camille,lecture,clear,hi,divan,ɑ̃,n,78.18500302,78.24622895,0.061,490,42.41,247,1137,32.5,224,2816,11.88,756,194,46.93,366,42.41,41.27,46.93,194,H1,4.52,-4.52,0,1.13511,-4.52,-2.34544,904,32.61,9.8,12.69169,-35.04726,0.0592130515,110,1,86.821619,9.11,None,Auto,None,366,181
Camille_lectureCS_11025,Camille,lecture,clear,hi,bouquin,ɛ̃,n,81.31269246,81.36685386,0.054,708,43.33,399,1682,34.91,449,2917,26.13,372,258,50.34,517,41.99,43.33,50.34,258,H1,8.35,-7.01,1.34,-0.00261,-7.01,-4.87289,1034,36.29,7.04,9.38933,-24.21399,0.0695619715,115,1,90.063992,8.72,None,Auto,None,775,259
Camille_lectureCS_11025,Camille,lecture,clear,lo,citron,ɔ̃,n,93.59099055,93.66045843,0.069,400,49.83,315,1105,26.98,1235,2299,10.03,573,215,49.83,452,42.14,33.72,49.83,215,H1,7.69,0,7.69,16.11172,0,2.21331,883,26.98,22.85,24.3041,-39.79755,0.0458192465,96,1,103.702834,10.41,None,Auto,None,215,224
Camille_lectureCS_11025,Camille,lecture,clear,hi,entente,ɑ̃,n,99.30437448,99.34676166,0.042,700,43.44,359,1332,32.71,512,3360,15.83,516,237,49.66,495,41.05,43.44,49.66,237,H1,8.61,-6.22,2.39,-0.00122,-6.22,-4.08855,991,32.53,10.91,13.65299,-33.82585,0.0592147993,144,1,110.271057,6.95,None,Auto,None,754,249
Camille_lectureCS_11025,Camille,lecture,clear,hi,poussin,ɛ̃,none,0,0,0,766,40.54,294,1538,30.6,203,3321,13.3,481,237,45.99,452,39.58,40.54,45.99,237,H1,6.41,-5.45,0.96,0.0045,-5.45,-3.33296,904,35.66,4.88,8.19152,-32.69409,0.033864382,68,1,151.978554,14.7,None,Auto,None,689,224
Camille_lectureCS_11025,Camille,lecture,clear,lo,voisin,ɛ̃,n,181.0321193,181.0792162,0.047,422,46.75,201,1643,22.83,229,2992,8.42,471,215,46.75,431,43.58,30.9,46.75,215,H1,3.17,0,3.17,15.84508,0,2.28481,1034,20.04,26.71,28.55266,-38.32571,0.0921021919,120,1,208.598245,8.32,None,Auto,None,215,207
Camille_lectureCS_11025,Camille,lecture,clear,lo,plafond,ɔ̃,n,234.1542008,234.1854025,0.031,525,44.33,270,1005,31.94,983,2238,12.9,591,237,47.46,495,44.33,36.79,47.46,237,H1,3.13,-3.13,0,7.53828,-3.13,-0.90847,969,29.88,14.45,16.11931,-34.55591,0.0700502969,87,1,273.526847,11.46,None,Auto,None,495,242
Camille_lectureCS_11025,Camille,lecture,clear,hi,montant,ɑ̃,n,264.2074004,264.2503763,0.043,735,45.43,262,1335,34.17,465,3298,17.99,303,258,48.3,517,42.18,45.43,48.3,258,H1,6.12,-2.87,3.25,-0.0003,-2.87,-0.70973,1034,35,10.43,13.42009,-30.30646,0.0843930645,103,1,313.854528,9.69,None,Auto,None,797,263
Camille_lectureCS_11025,Camille,lecture,clear,hi,machin,ɛ̃,n,283.6771538,283.7425007,0.065,612,40.7,347,1493,34.51,213,2616,23.47,2634,215,47.7,431,40.7,38.54,47.7,215,H1,7,-7,0,2.15814,-7,-4.87387,861,36.11,4.59,6.97166,-24.22501,0.0732487046,88,1,339.827033,11.39,None,Auto,None,431,215
Camille_lectureCS_11025,Camille,lecture,clear,hi,bouchon,ɔ̃,n,294.7744661,294.8197968,0.045,516,48.21,145,796,37.43,703,2413,7.12,442,237,46.55,495,48.21,37.43,46.55,237,H1,6.22,1.66,0,10.78486,1.66,3.95626,969,22.83,25.38,26.84948,-39.42806,0.069500521,110,1,354.705751,9.07,None,Auto,None,495,248
Camille_lectureCS_11025,Camille,lecture,clear,lo,sultan,ɑ̃,n,297.3649795,297.4038344,0.039,606,43.52,147,1371,29.6,298,2951,20.4,575,194,46.26,388,41.32,43.52,46.26,194,H1,4.94,-2.74,2.2,0.00109,-2.74,-0.6121,947,32.55,10.97,13.48109,-25.86109,0.0422464361,75,1,358.82654,13.4,None,Auto,None,560,189
Camille_lectureCS_11025,Camille,lecture,clear,lo,buisson,ɔ̃,n,318.6734078,318.7316901,0.058,479,41.2,444,1199,25.57,859,2150,13.65,1291,215,47.83,431,41.2,34.77,47.83,215,H1,6.62,-6.63,0,6.42897,-6.63,-4.49885,861,31.46,9.74,11.61555,-34.17807,0.0617190762,80,1,388.892943,12.48,None,Auto,None,431,219
Camille_lectureCS_11025,Camille,lecture,clear,lo,soupcon,ɔ̃,n,321.276105,321.3255567,0.049,244,47.88,1458,784,38.92,465,2139,13.3,1061,215,47.88,431,41.68,38.92,47.88,215,H1,6.19,0,6.2,8.96432,0,2.00092,861,34.7,13.18,15.28993,-34.58223,0.0356360103,70,1,392.420136,14.35,None,Auto,None,215,211
Camille_lectureCS_11025,Camille,lecture,clear,lo,beguin,ɛ̃,n,343.3441643,343.401858,0.058,390,50.58,45,2579,30.66,230,3061,26.8,383,215,50.58,431,50.48,19.96,50.58,215,H1,0.11,0,0.1,30.61785,0,2.43585,1012,10.77,39.81,41.16531,-23.78214,0.1042846612,97,1,422.46788,10.29,None,Auto,None,215,211
Camille_lectureCS_11025,Camille,lecture,clear,hi,satin,ɛ̃,n,346.1595019,346.2089536,0.049,766,41.38,308,1418,36.53,129,2955,15.86,217,237,47.68,474,38.57,41.38,47.68,237,H1,9.1,-6.3,2.81,-0.00498,-6.3,-4.17949,926,35.42,5.96,9.30696,-31.82158,0.0526661926,80,1,426.163001,12.48,None,Auto,None,689,233
Camille_lectureCS_11025,Camille,lecture,clear,lo,cadence,ɑ̃,n,377.9985645,378.0468388,0.048,542,53.76,70,1558,32.99,237,3166,26.11,226,258,46.62,517,53.76,43.23,46.62,258,H1,8.83,7.14,0,10.52501,7.14,9.45499,991,31.82,21.94,24.01873,-20.5065,0.071057619,166,1,470.049347,6.03,None,Auto,None,517,251
Camille_lectureCS_11025,Camille,lecture,clear,lo,festin,ɛ̃,n,385.6439714,385.6810602,0.037,836,50.04,186,1493,42.54,264,3240,25.86,545,258,46.96,538,46.13,50.04,46.96,258,H1,0.84,3.08,3.91,-0.00167,3.08,5.21081,1034,39.66,10.38,13.96654,-21.10415,0.0637465514,105,1,483.400077,9.54,None,Auto,None,797,266
Camille_lectureCS_11025,Camille,lecture,clear,hi,talon,ɔ̃,n,458.9124914,458.9701851,0.058,425,51.61,215,1179,31.2,404,2254,16.19,633,215,51.61,452,47.67,37.9,51.61,215,H1,3.94,0,3.94,13.71497,0,2.28657,883,35.62,15.99,18.22919,-35.41894,0.0912045578,104,1,581.641297,9.59,None,Auto,None,215,221
Camille_lectureCS_11025,Camille,lecture,clear,hi,patins,ɛ̃,n,465.2138583,465.293923,0.08,767,51.37,123,1500,40.47,167,3158,20.4,388,258,47.6,495,45.22,51.37,47.6,258,H1,2.38,3.77,6.15,0.00399,3.77,5.92468,991,42.09,9.28,12.48987,-27.19716,0.0765383364,94,1,589.382214,10.59,None,Auto,None,754,249
Camille_lectureCS_11025,Camille,lecture,clear,lo,frangin,ɛ̃,n,467.7274771,467.7722191,0.045,528,46.5,216,1375,37.73,256,2518,22.56,1141,237,50.62,474,46.5,44.02,50.62,237,H1,4.11,-4.12,0,2.47681,-4.12,-1.87927,947,34.59,11.91,14.20071,-28.05957,0.0829647087,114,1,592.850138,8.8,None,Auto,None,474,236
Camille_lectureCS_11025,Camille,lecture,clear,lo,vaccin,ɛ̃,n,485.116437,485.1570581,0.041,752,38.62,417,1457,31.82,234,2741,4.84,854,215,48.44,409,37.48,38.62,48.44,215,H1,10.96,-9.82,1.14,0.00443,-9.82,-7.72954,1034,32.31,6.31,9.2271,-43.59816,0.0702964007,92,1,618.338613,10.85,None,Auto,None,624,208
Camille_lectureCS_11025,Camille,lecture,clear,lo,bouton,ɔ̃,n,493.3190081,493.3590404,0.04,411,40.67,761,652,36.92,497,2396,6.07,676,172,45.91,366,40.67,36.92,45.91,172,H1,5.24,-5.24,0,3.74709,-5.24,-3.19058,861,25.52,15.15,16.53012,-39.83673,0.0470710712,85,1,629.561174,11.76,None,Auto,None,366,179
Camille_lectureCS_11025,Camille,lecture,clear,lo,cinquante,ɑ̃,n,496.084686,496.1129441,0.028,547,40.2,322,1110,36.81,149,2318,12.59,1191,215,47.79,431,39.89,40.2,47.79,215,H1,7.9,-7.59,0.31,0.00087,-7.59,-5.4202,883,37.02,3.18,6.38272,-35.20083,0.0411754272,131,1,633.136111,7.62,None,Auto,None,668,218
Camille_lectureCS_11025,Camille,lecture,clear,hi,marron,ɔ̃,n,501.4011209,501.4523388,0.051,436,51.54,188,928,36.92,884,2167,15.18,485,237,51.54,474,47.86,36.92,51.54,237,H1,3.68,0,3.68,14.62367,0,2.36434,947,26.48,25.06,26.57633,-36.36058,0.1272073679,120,1,640.760685,8.36,None,Auto,None,237,236
Camille_lectureCS_11025,Camille,lecture,clear,hi,couvent,ɑ̃,n,503.7739618,503.8092844,0.035,449,45.65,316,1144,37.06,184,2706,18.65,320,215,47.3,409,45.65,36.67,47.3,215,H1,1.65,-1.65,0,8.98091,-1.65,0.56133,1012,37.06,8.59,12.65039,-28.64817,0.0899847979,122,1,644.673675,8.17,None,Auto,None,409,203
Camille_lectureCS_11025,Camille,lecture,clear,hi,etang,ɑ̃,n,514.2760689,514.3443594,0.068,659,46.55,157,1538,33.01,223,2938,22.5,309,194,46.28,409,43.36,46.55,46.28,194,H1,2.92,0.27,3.19,0.00073,0.27,2.37632,991,33.48,13.07,15.53225,-23.78317,0.0770579579,114,1,658.819954,8.76,None,Auto,None,624,200
Camille_lectureCS_11025,Camille,lecture,clear,hi,parrain,ɛ̃,n,519.4956967,519.5681081,0.072,915,37.4,347,1522,28.9,458,3391,14.1,552,237,46.89,495,36.52,37.12,46.89,237,H1,10.37,-9.49,0.88,0.28186,-9.49,-7.40309,991,37.4,0,4.01985,-32.79299,0.0791059257,141,1,665.708797,7.09,None,Auto,None,991,246
Camille_lectureCS_11025,Camille,lecture,clear,lo,ruban,ɑ̃,n,524.4392812,524.5022733,0.063,532,48.81,217,1301,34.91,226,2779,21.03,166,194,48.42,388,48.81,45.71,48.42,194,H1,1.75,0.39,0,3.09931,0.39,2.54373,969,32.04,16.77,19.34199,-27.3851,0.1057805298,110,1,673.191785,9.11,None,Auto,None,388,196
Camille_lectureCS_11025,Camille,lecture,clear,hi,macon,ɔ̃,n,529.5609916,529.6198627,0.059,478,45.39,198,1305,32.18,256,2711,9.1,1832,237,47.65,452,45.39,37.05,47.65,237,H1,2.26,-2.26,0,8.34154,-2.26,0.04039,904,33.77,11.62,13.85884,-38.55453,0.0674474087,103,1,680.631967,9.74,None,Auto,None,452,226
Camille_lectureCS_11025,Camille,lecture,clear,lo,donjon,ɔ̃,n,545.5628708,545.5946612,0.032,375,49.22,382,856,36.5,274,2295,8.39,438,194,49.22,409,42.37,38.23,49.22,194,H1,6.85,0,6.85,10.98597,0,2.1709,991,27.81,21.41,23.71658,-40.82852,0.086630262,99,1,702.795203,10.12,None,Auto,None,194,199
Camille_lectureCS_11025,Camille,lecture,clear,hi,savant,ɑ̃,n,575.2811843,575.3094425,0.028,575,47.35,310,1314,37.94,243,2941,19.3,283,237,48.73,474,47.35,42.71,48.73,237,H1,1.38,-1.38,0,4.63991,-1.38,0.80632,926,35.68,11.67,14.19235,-29.42883,0.1065137216,127,1,744.435748,7.89,None,Auto,None,474,238
Celine_lecture_11025,Celine,lecture,normal,lo,servante,ɑ̃,n,18.69235799,18.72591451,0.034,824,34.24,350,1221,31.48,373,3119,12.9,195,215,41.39,409,34.02,33.55,41.39,215,H1,7.37,-7.15,0.22,0.68748,-7.15,-5.05741,861,32.67,1.57,5.71504,-28.49037,0.0283315598,126,1,13.678777,7.91,None,Auto,None,840,212
Celine_lecture_11025,Celine,lecture,normal,lo,diamant,ɑ̃,c,40.10798788,40.13977827,0.032,357,41.02,525,1425,23.5,345,2230,7.76,1693,237,41.02,452,27.46,27.98,41.02,237,H1,13.57,0,13.56,13.04251,0,2.07475,883,10.82,30.2,32.02784,-33.25577,0.037690716,83,1,31.782443,12.08,None,Auto,None,237,228
Celine_lecture_11025,Celine,lecture,normal,lo,refrain,ɛ̃,c,46.82735724,46.85090567,0.024,852,32.06,222,1427,24.72,186,3192,13.8,120,215,40.06,452,28.25,29.41,40.06,215,H1,11.81,-8,3.81,2.64885,-8,-5.91286,904,32.06,0,5.08177,-26.26256,0.0324991307,89,1,36.570015,11.29,None,Auto,None,904,228
Celine_lecture_11025,Celine,lecture,normal,hi,coton,ɔ̃,c,50.09993038,50.14290628,0.043,405,43.12,450,1148,27.27,303,3051,-1.22,1521,237,43.12,474,35.05,26.35,43.12,237,H1,8.08,0,8.07,16.76712,0,2.16576,947,27.27,15.85,18.65197,-44.33768,0.0392970038,112,1,38.931569,8.9,None,Auto,None,237,242
Celine_lecture_11025,Celine,lecture,normal,hi,savon,ɔ̃,c,72.58050292,72.62053526,0.04,296,42.92,239,1199,24.14,170,2739,-7.72,1172,237,42.92,474,31.44,16.9,42.92,237,H1,11.48,0,11.48,26.01815,0,2.43871,926,13.84,29.08,31.58722,-50.64335,0.0382661441,100,1,56.636484,9.96,None,Auto,None,237,231
Celine_lecture_11025,Celine,lecture,normal,hi,divan,ɑ̃,n,81.31263947,81.33854275,0.026,339,43.89,347,1254,26.78,151,2977,5.79,274,237,43.89,452,34.79,19.02,43.89,237,H1,9.1,0,9.1,24.86519,0,2.23469,904,21.83,22.06,24.29564,-38.09829,0.0374696641,105,1,64.040392,9.5,None,Auto,None,237,230
Celine_lecture_11025,Celine,lecture,normal,hi,bouquin,ɛ̃,n,84.19371987,84.23787318,0.044,574,32.37,676,1817,22.56,292,3066,20.6,178,237,44.56,474,32.37,29.66,44.56,237,H1,12.19,-12.19,0,2.71441,-12.19,-10.11497,947,23.83,8.54,10.46618,-23.964,0.0298029159,110,1,66.425831,9.1,None,Auto,None,474,237
Celine_lecture_11025,Celine,lecture,normal,lo,citron,ɔ̃,n,96.82187439,96.83659216,0.015,288,43.46,229,1267,19.51,249,2033,-2.85,1466,215,43.46,431,28.34,25.47,43.46,215,H1,15.13,0,15.12,17.98538,0,2.40044,1034,7.99,35.47,38.22997,-46.30625,0.0267969132,77,1,76.793554,12.98,None,Auto,None,215,222
Celine_lecture_11025,Celine,lecture,normal,hi,entente,ɑ̃,c,102.8978181,102.9278423,0.03,599,34.92,510,1134,30.91,245,3237,7.18,431,215,43.84,431,34.92,34.68,43.84,215,H1,8.92,-8.92,0,0.2408,-8.92,-6.80612,861,31.96,2.96,5.9149,-36.65895,0.0332052197,97,1,81.526542,10.28,None,Auto,None,431,213
Celine_lecture_11025,Celine,lecture,normal,hi,poussin,ɛ̃,none,0,0,0,981,25.98,603,1429,28.19,361,3180,5.07,742,215,42.39,431,29.35,25.78,42.39,215,H1,13.03,-16.41,-3.37,0.19782,-16.41,-14.35065,883,25.98,0,3.31438,-37.32133,0.0314000334,107,1,110.723273,9.36,None,Auto,None,883,217
Celine_lecture_11025,Celine,lecture,normal,lo,voisin,ɛ̃,none,0,0,0,869,30.25,806,1440,31.93,159,3627,5.99,724,215,45.51,431,33.86,30.25,45.51,215,H1,11.65,-15.26,-3.61,0.00462,-15.26,-13.20459,883,27.93,2.32,5.17677,-39.51757,0.0475963253,100,1,148.250709,10.05,None,Auto,None,668,219
Celine_lecture_11025,Celine,lecture,normal,lo,plafond,ɔ̃,c,256.2969492,256.3293283,0.032,361,43.46,516,1193,24.96,298,1721,11.86,1341,215,43.46,431,31.57,27.35,43.46,215,H1,11.89,0,11.89,16.1079,0,2.08424,883,27.87,15.59,17.87666,-31.60135,0.0300746828,51,1,191.934597,19.57,None,Auto,None,215,221
Celine_lecture_11025,Celine,lecture,normal,hi,montant,ɑ̃,c,295.3272678,295.3484614,0.021,466,42.83,159,1057,32.84,155,3013,6.5,234,237,42.83,474,41.78,28.12,42.83,237,H1,1.05,0,1.05,14.71031,0,2.35419,926,32.84,9.99,14.04989,-36.33406,0.0496680494,91,1,219.462858,11.01,None,Auto,None,237,234
Celine_lecture_11025,Celine,lecture,normal,hi,machin,ɛ̃,c,320.3427764,320.3757442,0.033,906,29.23,509,1497,28.53,156,3370,10.66,438,237,42.73,452,29.47,28.44,42.73,237,H1,13.25,-13.5,-0.24,0.79175,-13.5,-11.41795,904,29.23,0,3.46866,-32.07302,0.0424461074,84,1,236.153382,11.95,None,Auto,None,904,227
Celine_lecture_11025,Celine,lecture,normal,hi,bouchon,ɔ̃,c,335.142026,335.1808809,0.039,462,34.47,483,1084,28.83,200,2510,1.39,1116,215,41.39,409,34.47,31.34,41.39,215,H1,6.92,-6.92,0,3.12878,-6.92,-4.78566,861,26.96,7.51,10.43479,-39.99854,0.0319492813,76,1,245.611079,13.15,None,Auto,None,409,210
Celine_lecture_11025,Celine,lecture,normal,lo,sultan,ɑ̃,n,339.3903698,339.4380553,0.048,737,31.77,545,1232,27.93,266,3624,14.53,191,215,42.53,409,31.46,31.77,42.53,215,H1,11.07,-10.76,0.31,-0.00463,-10.76,-8.67079,861,31.68,0.09,3.22184,-27.99614,0.0363710596,92,1,247.805361,10.91,None,Auto,None,646,214
Celine_lecture_11025,Celine,lecture,normal,lo,buisson,ɔ̃,n,368.4113612,368.4266677,0.015,788,27.74,688,1302,24.46,319,3281,6.96,578,215,42.66,409,31.6,27.74,42.66,215,H1,11.06,-14.92,-3.86,-0.00083,-14.92,-12.85002,861,26.48,1.26,4.19884,-35.70223,0.0332444342,71,1,266.59258,14.09,None,Auto,None,646,213
Celine_lecture_11025,Celine,lecture,normal,lo,soupcon,ɔ̃,n,372.1993331,372.2517283,0.052,435,38.21,698,1098,26.49,379,2898,-5.86,1884,215,42.08,409,34,29.59,42.08,215,H1,8.08,-3.87,4.21,8.61565,-3.87,-1.81196,861,26.44,11.77,14.2699,-47.93719,0.0256934985,51,1,268.920056,19.72,None,Auto,None,237,214
Celine_lecture_11025,Celine,lecture,normal,lo,beguin,ɛ̃,n,401.7923883,401.8171142,0.025,784,25.85,523,1970,19.76,228,3226,11.94,414,237,44.58,452,30.88,25.85,44.58,237,H1,13.7,-18.73,-5.03,0.00306,-18.73,-16.64655,926,23.25,2.6,5.2071,-32.64093,0.0470510382,63,1,287.117869,15.77,None,Auto,None,689,231
Celine_lecture_11025,Celine,lecture,normal,hi,satin,ɛ̃,n,405.4012466,405.4271499,0.026,854,30.8,331,1402,28.2,167,3457,9.2,326,237,43.07,452,29.21,30.8,43.07,237,H1,13.86,-12.27,1.59,0.00122,-12.27,-10.16746,926,30.31,0.49,4.59275,-33.86877,0.0296706193,49,1,289.304772,20.55,None,Auto,None,689,229
Celine_lecture_11025,Celine,lecture,normal,lo,cadence,ɑ̃,n,444.6134768,444.6399688,0.026,480,41.87,205,1374,28.41,111,3442,11.24,260,237,44.73,474,41.42,29.72,44.73,237,H1,3.32,-2.86,0.45,12.1503,-2.86,-0.56785,947,17.57,24.3,26.54374,-33.49067,0.0341110288,115,1,314.083391,8.68,None,Auto,None,258,240
Celine_lecture_11025,Celine,lecture,normal,lo,festin,ɛ̃,c,455.5826618,455.6056215,0.023,886,34.4,288,1463,30.42,178,3118,6.43,364,215,41.77,431,32.36,31.26,41.77,215,H1,9.41,-7.37,2.04,3.14185,-7.37,-5.29084,861,34.4,0,4.66793,-35.34379,0.0318928934,90,1,321.103231,11.12,None,Auto,None,861,213
Celine_lecture_11025,Celine,lecture,normal,hi,talon,ɔ̃,n,551.0727086,551.1221603,0.049,358,44.31,142,1180,28.44,114,2163,5.03,617,237,44.31,495,35.72,25.35,44.31,237,H1,8.59,0,8.59,18.96386,0,2.62695,969,22.78,21.53,24.6592,-39.27768,0.0358185876,89,1,384.786856,11.23,None,Auto,None,237,243
Celine_lecture_11025,Celine,lecture,normal,hi,patins,ɛ̃,n,558.0875866,558.1399819,0.052,861,32.07,255,1384,23.68,302,3086,4.33,336,237,43.04,452,30.54,32.07,43.04,237,H1,12.49,-10.97,1.53,-0.00365,-10.97,-8.86476,926,31.93,0.14,4.82098,-38.71081,0.032872096,80,1,389.833906,12.46,None,Auto,None,689,228
Celine_lecture_11025,Celine,lecture,normal,lo,frangin,ɛ̃,n,561.646739,561.6738197,0.027,436,41.36,110,1276,20.95,275,3097,21.37,261,237,41.36,452,40.41,18.22,41.36,237,H1,0.95,0,0.95,23.13835,0,2.41875,926,25.93,15.43,17.70279,-19.99254,0.0412555626,85,1,392.166774,11.76,None,Auto,None,237,231
Celine_lecture_11025,Celine,lecture,normal,lo,vaccin,ɛ̃,n,587.5711819,587.6135691,0.042,762,33.21,299,1370,30.86,117,3019,3.65,429,215,42.08,452,34.66,33.21,42.08,215,H1,7.42,-8.87,-1.45,0.00329,-8.87,-6.76903,904,32.39,0.82,4.32875,-38.42923,0.0436729352,135,1,411.302304,7.39,None,Auto,None,689,224
Celine_lecture_11025,Celine,lecture,normal,lo,bouton,ɔ̃,n,598.8356053,598.8774038,0.042,367,45.83,296,1179,31.67,71,3511,12.46,628,237,45.83,474,35.31,28.12,45.83,237,H1,10.53,0,10.52,17.70559,0,2.31951,947,23.5,22.33,25.3137,-33.37274,0.0420994678,86,1,418.715813,11.61,None,Auto,None,237,235
Celine_lecture_11025,Celine,lecture,normal,lo,cinquante,ɑ̃,n,602.3886992,602.4222557,0.034,545,37.02,406,1085,38.95,66,3145,7.86,1504,215,44.83,431,35.2,37.02,44.83,215,H1,9.63,-7.81,1.82,0.00491,-7.81,-5.65951,1034,35.7,1.32,10.84789,-36.97157,0.0347082408,109,1,420.701123,9.17,None,Auto,None,646,214
Celine_lecture_11025,Celine,lecture,normal,hi,marron,ɔ̃,n,609.3291295,609.3774038,0.048,352,44.78,156,1188,21.04,307,2509,-7.77,2306,237,44.78,452,39,22.31,44.78,237,H1,5.78,0,5.78,22.47443,0,2.61349,926,20.16,24.62,27.02516,-52.54575,0.0502390172,103,1,425.124662,9.72,None,Auto,None,237,226
Celine_lecture_11025,Celine,lecture,normal,hi,couvent,ɑ̃,n,612.9013565,612.9549292,0.054,625,34.37,462,1244,25.97,241,3531,3.84,931,215,43.31,409,35.92,33.69,43.31,215,H1,7.38,-8.94,-1.55,0.68009,-8.94,-6.82719,1034,26.07,8.3,11.69565,-39.47186,0.0538090988,74,1,427.454696,13.44,None,Auto,None,431,209
Celine_lecture_11025,Celine,lecture,normal,hi,etang,ɑ̃,n,627.5257589,627.5681461,0.042,666,37.57,313,1294,32.62,161,3096,15.63,131,215,40.49,409,36.5,37.57,40.49,215,H1,3.99,-2.92,1.07,-0.00342,-2.92,-0.79623,1034,28.03,9.54,12.87926,-24.86287,0.0407655495,70,1,437.100346,14.19,None,Auto,None,624,205
Celine_lecture_11025,Celine,lecture,normal,hi,parrain,ɛ̃,n,635.1720536,635.2173843,0.045,816,27.02,722,1467,28.03,161,3236,7.87,806,237,45.47,474,25.27,27.02,45.47,237,H1,20.2,-18.45,1.75,-0.00434,-18.45,-16.37514,926,26.7,0.32,3.15356,-37.59976,0.0425817548,91,1,441.883586,11.04,None,Auto,None,711,230
Celine_lecture_11025,Celine,lecture,normal,lo,ruban,ɑ̃,n,642.5557832,642.5763881,0.021,413,41.33,99,1186,24.48,139,2897,2.18,548,194,41.06,409,41.33,30.78,41.06,194,H1,5.41,0.27,0,10.55143,0.27,2.5631,1012,22.92,18.41,22.03658,-38.87642,0.0536056257,129,1,446.291708,7.74,None,Auto,None,409,204
Celine_lecture_11025,Celine,lecture,normal,hi,macon,ɔ̃,n,650.0242871,650.0554888,0.031,359,43.88,264,1097,26.13,178,2813,-11.04,1828,215,43.88,409,36.23,27.91,43.88,215,H1,7.65,0,7.65,15.96792,0,2.31118,861,23.66,20.22,22.89597,-54.91742,0.0439290708,128,1,451.430775,7.81,None,Auto,None,215,212
Celine_lecture_11025,Celine,lecture,normal,lo,donjon,ɔ̃,n,670.7654792,670.8408342,0.075,365,40.33,146,1076,23.09,155,2394,3.01,264,215,40.33,452,35.35,17.17,40.33,215,H1,4.98,0,4.98,23.1598,0,2.46112,904,23.09,17.24,20.55602,-37.31863,0.0415794111,81,1,465.804407,12.33,None,Auto,None,215,227
Celine_lecture_11025,Celine,lecture,normal,hi,savant,ɑ̃,n,710.7636209,710.8295565,0.066,308,46.35,330,1124,27.29,160,2949,-2.12,846,237,46.35,474,33.35,26.63,46.35,237,H1,13,0,13,19.72067,0,2.23837,926,27.29,19.06,22.11134,-48.47302,0.0403179921,96,1,491.510149,10.46,None,Auto,None,237,233
Celine_lectureCS_11025,Celine,lecture,clear,lo,servante,ɑ̃,n,13.79520436,13.81757538,0.022,443,41.47,142,1191,27.84,196,2929,13.99,212,194,45.55,388,41.47,39.25,45.55,194,H1,4.08,-4.08,0,2.21711,-4.08,-1.8408,969,24.73,16.74,19.72853,-31.56224,0.0563830748,170,1,18.533156,5.9,None,Auto,None,388,194
Celine_lectureCS_11025,Celine,lecture,clear,lo,diamant,ɑ̃,none,0,0,0,477,44.02,492,1098,27.53,828,2014,16.59,758,237,48.63,452,36.96,38.73,48.63,237,H1,11.67,-4.61,7.06,5.28949,-4.61,-2.46902,926,27.21,16.81,18.6925,-32.0353,0.0979789043,141,1,39.975867,7.08,None,Auto,None,258,232
Celine_lectureCS_11025,Celine,lecture,clear,lo,refrain,ɛ̃,none,0,0,0,797,37.62,507,1352,35.67,236,3298,17.05,503,215,45.59,409,42.51,37.62,45.59,215,H1,3.08,-7.97,-4.89,-0.00176,-7.97,-5.88848,1034,34.59,3.03,6.39296,-28.5441,0.0630362266,170,1,46.668156,5.9,None,Auto,None,624,206
Celine_lectureCS_11025,Celine,lecture,clear,hi,coton,ɔ̃,none,0,0,0,428,49.47,386,1125,32.04,445,2828,0.64,1094,237,49.47,495,42.47,35.64,49.47,237,H1,7,0,7,13.83002,0,2.21302,969,32.04,17.43,20.00271,-48.82602,0.0542027803,171,1,49.938963,5.86,None,Auto,None,237,245
Celine_lectureCS_11025,Celine,lecture,clear,hi,savon,ɔ̃,none,0,0,0,334,47.71,145,1385,15.15,996,2274,10.16,560,258,47.71,495,37.63,19.03,47.71,258,H1,10.08,0,10.08,28.67561,0,2.88852,1012,16.17,31.54,33.08906,-37.55242,0.064667028,179,1,72.411882,5.59,None,Auto,None,258,249
