filename,speaker,task,clarity,ND,word,vowel,appendix,appendix_start,appendix_end,appendix_dur,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,p0_id,p0prominence,a1p0_h1,a1p0_h2,a1p0_h3,a1p0,a1p0_compensated,freq_p1,amp_p1,a1p1,a1p1_compensated,a3p0,vwl_amp_rms,vwl_duration,timepoint,point_time,point_vwlpct,attempted_fix,status,errorflag,freq_a1,f0_pitch
AnnaL_lecture,AnnaL,lecture,normal,lo,servante,ɑ̃,n,15.78923889,15.80866635,0.019,720,37.58,250,1574,15.49,539,3633,3.93,112,215,49.12,409,31.82,37.58,49.12,215,H1,17.3,-11.54,5.76,-0.00084,-11.54,-9.4345,861,29.52,8.06,11.21454,-45.1935,0.0664117405,121,1,15.679013,8.28,None,Auto,None,624,208
AnnaL_lecture,AnnaL,lecture,normal,lo,diamant,ɑ̃,n,41.6116787,41.65347717,0.042,667,41.21,191,2467,1.41,1406,3710,13.28,120,194,51.79,409,38.49,41.21,51.79,194,H1,13.3,-10.58,2.72,0.00258,-10.58,-8.48892,1012,20.76,20.45,22.35025,-38.50655,0.0879409576,137,1,41.484823,7.32,None,Auto,None,624,205
AnnaL_lecture,AnnaL,lecture,normal,lo,refrain,ɛ̃,n,48.81005603,48.82830606,0.018,789,36.64,558,1095,37.01,174,3411,6.93,368,194,52,388,34.31,30.6,52,194,H1,17.7,-15.36,2.33,6.03509,-15.36,-13.28534,991,37.01,-0.37,5.01182,-45.06548,0.0774031311,160,1,48.66049,6.26,None,Auto,None,797,199
AnnaL_lecture,AnnaL,lecture,normal,hi,coton,ɔ̃,n,52.23012341,52.27545415,0.045,257,52.45,143,1519,6.65,2187,2618,1.29,1012,215,52.45,409,35.98,27.14,52.45,215,H1,16.47,0,16.47,25.30698,0,2.79992,861,12.72,39.73,40.8824,-51.16449,0.0687509905,131,1,52.109229,7.66,None,Auto,None,215,211
AnnaL_lecture,AnnaL,lecture,normal,hi,savon,ɔ̃,n,76.98687728,77.01631283,0.029,256,51,300,1017,20.75,1410,2327,8.57,533,194,51,388,37.61,28,51,194,H1,13.39,0,13.39,23.00016,0,2.15175,969,20.75,30.25,31.37635,-42.43334,0.0791628235,167,1,76.829349,5.97,None,Auto,None,194,198
AnnaL_lecture,AnnaL,lecture,normal,hi,divan,ɑ̃,n,88.28401148,88.32404382,0.04,583,44.9,304,1220,30.74,486,3370,9.47,401,215,52.08,431,44.9,40.91,52.08,215,H1,7.18,-7.18,0,3.98547,-7.18,-5.02929,1034,30.74,14.16,16.85943,-42.60548,0.0850725314,140,1,88.15444,7.16,None,Auto,None,431,211
AnnaL_lecture,AnnaL,lecture,normal,hi,bouquin,ɛ̃,n,91.88361904,91.94366755,0.06,426,55.77,217,2078,26.11,319,3281,23.23,367,237,55.77,495,47.65,35.96,55.77,237,H1,8.12,0,8.12,19.81209,0,2.33306,947,27.85,27.92,29.43909,-32.54088,0.0842358959,163,1,91.730806,6.15,None,Auto,None,237,240
AnnaL_lecture,AnnaL,lecture,normal,lo,citron,ɔ̃,n,104.455906,104.4700351,0.014,299,52.11,151,1180,20.96,779,3063,-3.73,703,215,52.11,431,41.08,26.94,52.11,215,H1,11.03,0,11.03,25.17272,0,2.64253,883,16.92,35.19,36.8284,-55.84401,0.0632965733,176,1,104.289277,5.68,None,Auto,None,215,219
AnnaL_lecture,AnnaL,lecture,normal,hi,entente,ɑ̃,n,110.3385902,110.3874532,0.049,437,47.07,205,990,34.88,219,3285,15.86,131,215,50.52,409,47.07,42.43,50.52,215,H1,3.45,-3.45,0,4.63945,-3.45,-1.15405,1012,32.78,14.29,18.9573,-34.6619,0.0788115653,135,1,110.213735,7.41,None,Auto,None,409,205
AnnaL_lecture,AnnaL,lecture,normal,hi,poussin,ɛ̃,n,148.3004009,148.3280704,0.028,377,53.59,2450,502,43.33,558,1464,32.76,261,237,53.59,452,43.33,41.03,53.59,237,H1,10.25,0,10.26,12.56399,0,2.0575,926,33.22,20.37,21.50166,-20.82649,0.0617644171,148,1,148.161896,6.75,None,Auto,None,237,231
AnnaL_lecture,AnnaL,lecture,normal,lo,voisin,ɛ̃,c,192.0456587,192.0709732,0.025,557,45.98,426,1354,33.17,213,3472,9.25,574,215,55.45,431,45.98,41.69,55.45,215,H1,9.47,-9.47,0,4.29131,-9.47,-7.34236,883,35.66,10.32,12.65236,-46.20328,0.1354484404,149,1,191.906604,6.7,None,Auto,None,431,219
AnnaL_lecture,AnnaL,lecture,normal,lo,plafond,ɔ̃,none,0,0,0,353,52.16,225,1221,20.46,912,1868,8.43,1940,237,52.16,452,43.35,33.55,52.16,237,H1,8.81,0,8.81,18.61098,0,2.44071,904,26.48,25.68,27.28081,-43.73423,0.1044446738,95,1,246.511725,10.47,None,Auto,None,237,227
AnnaL_lecture,AnnaL,lecture,normal,hi,montant,ɑ̃,c,277.2132641,277.2415222,0.028,587,50.9,184,1227,38.42,80,3243,16.35,151,215,53.4,431,50.9,45.05,53.4,215,H1,2.5,-2.5,0,5.85233,-2.5,-0.32722,861,38.86,12.04,14.84296,-37.04502,0.1165648501,170,1,277.053186,5.88,None,Auto,None,431,219
AnnaL_lecture,AnnaL,lecture,normal,hi,machin,ɛ̃,none,0,0,0,623,43.15,450,1381,31.62,301,3388,22.05,77,215,54.48,431,43.15,42.22,54.48,215,H1,11.33,-11.33,0,0.9336,-11.33,-9.22067,883,38.38,4.77,7.24178,-32.43057,0.1159324731,161,1,296.16758,6.22,None,Auto,None,431,220
AnnaL_lecture,AnnaL,lecture,normal,hi,bouchon,ɔ̃,none,0,0,0,540,43.06,399,1477,14.61,935,3464,5.13,686,215,52.61,452,43.06,38.76,52.61,215,H1,9.55,-9.55,0,4.2983,-9.55,-7.42119,904,27.77,15.29,17.17595,-47.47932,0.0877373378,107,1,307.143187,9.34,None,Auto,None,452,224
AnnaL_lecture,AnnaL,lecture,normal,lo,sultan,ɑ̃,c,309.7680894,309.7922266,0.024,545,49.98,198,1283,34.19,126,3316,12.91,306,215,51.98,431,49.98,42.99,51.98,215,H1,2,-2,0,6.98817,-2,0.1903,861,36.51,13.47,15.93206,-39.07098,0.073859822,128,1,309.64947,7.79,None,Auto,None,431,218
AnnaL_lecture,AnnaL,lecture,normal,lo,buisson,ɔ̃,c,331.550523,331.6105715,0.06,344,53.1,238,1267,29.38,505,2220,6,2188,237,53.1,452,45.11,30.78,53.1,237,H1,8,0,7.99,22.31689,0,2.4279,904,30.22,22.88,24.79172,-47.09542,0.0968005682,155,1,331.405507,6.44,None,Auto,None,237,228
AnnaL_lecture,AnnaL,lecture,normal,lo,soupcon,ɔ̃,c,334.8468424,334.8821651,0.035,334,56.1,277,1223,28.95,780,1655,19.27,2099,215,56.1,431,45.02,38.8,56.1,215,H1,11.07,0,11.08,17.29964,0,2.28776,883,27.6,28.5,30.17522,-36.83076,0.0833528332,160,1,334.697276,6.26,None,Auto,None,215,220
AnnaL_lecture,AnnaL,lecture,normal,lo,beguin,ɛ̃,c,353.7653111,353.7918031,0.026,265,50.73,68,2703,14.8,236,3507,14.57,366,215,50.73,409,38.33,19.77,50.73,215,H1,12.41,0,12.4,30.96092,0,3.45764,861,5.55,45.18,46.39821,-36.15509,0.1198737475,180,1,353.595584,5.56,None,Auto,None,215,210
AnnaL_lecture,AnnaL,lecture,normal,hi,satin,ɛ̃,c,356.0836895,356.1131251,0.029,694,43.82,214,1302,36.34,104,3331,12.38,141,215,52.31,431,45.9,43.82,52.31,215,H1,6.41,-8.49,-2.08,-0.00392,-8.49,-6.3645,861,39.85,3.97,7.33351,-39.92938,0.0845267843,130,1,355.963515,7.67,None,Auto,None,668,217
AnnaL_lecture,AnnaL,lecture,normal,lo,cadence,ɑ̃,n,383.5398384,383.5533788,0.014,439,50.57,104,1345,27.27,150,3272,15.06,97,215,51.12,431,50.57,38.1,51.12,215,H1,0.55,-0.55,0,12.4717,-0.55,1.77139,861,26.69,23.88,25.91127,-36.05964,0.0900300879,126,1,383.423494,7.92,None,Auto,None,431,211
AnnaL_lecture,AnnaL,lecture,normal,lo,festin,ɛ̃,c,391.8077139,391.8395043,0.032,638,48.29,181,1491,34.3,114,3299,14.24,311,237,53.3,495,48.29,43.64,53.3,237,H1,5.01,-5.01,0,4.65115,-5.01,-2.83585,991,34.52,13.77,16.25,-39.06425,0.0881957268,128,1,391.689958,7.82,None,Auto,None,495,247
AnnaL_lecture,AnnaL,lecture,normal,hi,talon,ɔ̃,n,460.755659,460.7927478,0.037,360,50.89,191,1061,29.11,498,1949,11.68,506,215,50.89,431,44.43,34.69,50.89,215,H1,6.45,0,6.46,16.19723,0,2.40659,861,29.11,21.78,23.92078,-39.2065,0.0943962969,130,1,460.635628,7.69,None,Auto,None,215,214
AnnaL_lecture,AnnaL,lecture,normal,hi,patins,ɛ̃,n,463.2256178,463.2426904,0.017,504,44.82,228,1454,25.81,119,3294,10.5,100,215,50.82,431,44.82,35.73,50.82,215,H1,6,-6,0,9.09175,-6,-3.79694,861,29.98,14.84,16.89356,-40.31936,0.0751930813,151,1,463.084289,6.6,None,Auto,None,431,213
AnnaL_lecture,AnnaL,lecture,normal,lo,frangin,ɛ̃,n,466.0253805,466.0695338,0.044,369,52.56,118,1290,24.08,413,3273,19.93,164,215,52.56,431,47.85,32.54,52.56,215,H1,4.71,0,4.71,20.01776,0,2.46923,861,27.45,25.11,26.99826,-32.62875,0.0956111551,137,1,465.89825,7.29,None,Auto,None,215,213
AnnaL_lecture,AnnaL,lecture,normal,lo,vaccin,ɛ̃,none,0,0,0,714,43.28,176,1337,35.17,95,3366,12.68,213,215,52.61,452,44.64,43.28,52.61,215,H1,7.97,-9.33,-1.36,-0.00443,-9.33,-7.20907,904,40.29,2.99,6.35008,-39.9315,0.098678854,121,1,483.450631,8.3,None,Auto,None,689,225
AnnaL_lecture,AnnaL,lecture,normal,lo,bouton,ɔ̃,n,490.9478486,490.9702196,0.022,288,52.58,168,909,28.51,594,2230,0.98,862,215,52.58,452,39.95,31.7,52.58,215,H1,12.64,0,12.63,20.87917,0,2.62637,904,20.87,31.71,33.50564,-51.59955,0.074456929,105,1,490.852214,9.54,None,Auto,None,215,224
AnnaL_lecture,AnnaL,lecture,normal,lo,cinquante,ɑ̃,n,493.7466785,493.7672834,0.021,445,53.79,280,959,38.81,193,3575,9.73,490,237,53.79,474,47.24,41.93,53.79,237,H1,6.55,0,6.55,11.86459,0,2.30963,926,38.81,14.98,20.13168,-44.05744,0.0867691323,104,1,493.651907,9.59,None,Auto,None,237,233
AnnaL_lecture,AnnaL,lecture,normal,hi,marron,ɔ̃,n,498.3156064,498.3379774,0.022,314,53.17,143,1144,28.34,260,2898,-2.23,1274,215,53.17,431,44.62,29.7,53.17,215,H1,8.55,0,8.55,23.46865,0,2.62606,883,24.31,28.86,31.24833,-55.39823,0.1414848095,132,1,498.194163,7.59,None,Auto,None,215,218
AnnaL_lecture,AnnaL,lecture,normal,hi,couvent,ɑ̃,n,500.6270356,500.6405759,0.014,366,52,296,831,42.55,141,2551,2.84,1340,215,52,431,44.45,42.55,52,215,H1,7.54,0,7.55,9.45289,0,2.29911,883,38.49,13.51,18.35017,-49.16494,0.0787966901,138,1,500.499042,7.26,None,Auto,None,215,220
AnnaL_lecture,AnnaL,lecture,normal,hi,etang,ɑ̃,n,509.9380029,509.9597852,0.022,481,52.15,104,1340,30.96,130,3270,15.87,133,237,51.67,452,52.15,40.84,51.67,237,H1,5.9,0.48,0,11.31087,0.48,2.81569,904,33.65,18.5,20.71406,-35.80303,0.1114354494,139,1,509.808009,7.17,None,Auto,None,452,229
AnnaL_lecture,AnnaL,lecture,normal,hi,parrain,ɛ̃,none,0,0,0,712,36.75,326,1269,29.05,230,3544,4.35,438,215,51.28,431,37.08,36.51,51.28,215,H1,14.21,-14.53,-0.33,0.23637,-14.53,-12.41739,861,36.75,0,3.32044,-46.93042,0.0799186766,124,1,514.433132,8.09,None,Auto,None,861,214
AnnaL_lecture,AnnaL,lecture,normal,lo,ruban,ɑ̃,none,0,0,0,406,50.89,59,1160,27.78,241,2981,3.07,601,215,50.62,431,50.89,31.92,50.62,215,H1,9.62,0.27,0,18.97049,0.27,2.68279,1034,27.38,23.51,27.24087,-47.54586,0.1112170561,122,1,519.115687,8.21,None,Auto,None,431,215
AnnaL_lecture,AnnaL,lecture,normal,hi,macon,ɔ̃,n,528.9458855,528.9582484,0.012,352,53.55,233,1172,24.91,1550,1530,21.98,910,237,53.55,474,43.31,36.04,53.55,237,H1,10.24,0,10.24,17.51468,0,2.40916,926,23.78,29.77,31.03894,-31.57499,0.1030403536,121,1,528.83464,8.28,None,Auto,None,237,233
AnnaL_lecture,AnnaL,lecture,normal,lo,donjon,ɔ̃,c,543.9686652,543.9822056,0.014,356,52.9,285,986,32.9,423,2173,10.13,1075,215,52.9,452,45.58,37.3,52.9,215,H1,7.31,0,7.32,15.60299,0,2.28931,883,32.9,20,22.51513,-42.7653,0.117488577,130,1,543.848909,7.72,None,Auto,None,215,224
AnnaL_lecture,AnnaL,lecture,normal,hi,savant,ɑ̃,n,574.4520153,574.4726202,0.021,455,46.05,296,1056,35.37,191,3258,14.45,123,215,51.25,431,46.05,39.12,51.25,215,H1,5.2,-5.2,0,6.93191,-5.2,-2.97453,861,35.37,10.68,13.77577,-36.80452,0.0840455145,162,1,574.298722,6.16,None,Auto,None,431,215
AnnaL_lectureCl,AnnaL,lecture,clear,lo,servante,ɑ̃,n,17.16928669,17.22548155,0.056,730,43.28,323,1145,36.95,507,3616,14.99,419,194,51.32,388,42.49,43.28,51.32,194,H1,8.83,-8.04,0.79,-0.0008,-8.04,-5.9501,991,36.95,6.33,9.5423,-36.32922,0.0572833713,168,1,17.049015,5.95,None,Auto,None,603,197
AnnaL_lectureCl,AnnaL,lecture,clear,lo,diamant,ɑ̃,n,42.04280854,42.07913785,0.036,378,52.32,869,695,45.15,268,2117,12.56,554,194,52.32,409,41.92,45.15,52.32,194,H1,10.4,0,10.4,7.17388,0,2.05316,991,29.16,23.16,24.38061,-39.7645,0.1217814429,154,1,41.89902,6.5,None,Auto,None,194,202
AnnaL_lectureCl,AnnaL,lecture,clear,lo,refrain,ɛ̃,n,49.0742476,49.11412084,0.04,789,31.61,468,1222,28.51,239,3388,9.7,308,194,48.81,388,33.54,31.9,48.81,194,H1,15.28,-17.2,-1.93,-0.292,-17.2,-15.12663,969,30.05,1.56,5.30951,-39.1063,0.062422292,157,1,48.927262,6.36,None,Auto,None,775,195
AnnaL_lectureCl,AnnaL,lecture,clear,hi,coton,ɔ̃,n,52.54102407,52.57495401,0.034,316,53.72,378,1000,33.03,481,1925,9.03,988,215,53.72,409,41.75,37.96,53.72,215,H1,11.96,0,11.97,15.75946,0,2.16259,1034,28.41,25.31,27.57233,-44.68982,0.0933429034,151,1,52.400032,6.62,None,Auto,None,215,211
AnnaL_lectureCl,AnnaL,lecture,clear,hi,savon,ɔ̃,n,76.8963456,76.91395218,0.018,355,52.97,365,1492,18.95,1335,1652,14.28,2736,194,52.97,409,41.47,38.58,52.97,194,H1,11.5,0,11.5,14.38665,0,2.14111,1012,24.78,28.19,29.61315,-38.69215,0.0891027626,148,1,76.758149,6.75,None,Auto,None,194,200
AnnaL_lectureCl,AnnaL,lecture,clear,hi,divan,ɑ̃,n,86.715349,86.75359213,0.038,405,52.74,293,1198,34.76,176,3412,5.74,615,215,52.74,409,48.04,38.6,52.74,215,H1,4.7,0,4.7,14.13651,0,2.24685,1012,34.76,17.98,21.36353,-46.99902,0.1042130424,159,1,86.566527,6.3,None,Auto,None,215,205
AnnaL_lectureCl,AnnaL,lecture,clear,hi,bouquin,ɛ̃,n,90.25206512,90.29826745,0.046,625,42.37,325,2093,16.27,1363,3192,25.06,142,194,54.56,409,45.32,41.93,54.56,194,H1,9.25,-12.19,-2.95,0.43533,-12.19,-10.09945,1012,31.07,11.3,13.09773,-29.49965,0.0750761725,145,1,90.11728,6.88,None,Auto,None,431,206
AnnaL_lectureCl,AnnaL,lecture,clear,lo,citron,ɔ̃,n,104.6959617,104.7164701,0.021,288,52.49,147,1119,22.12,728,1868,0.06,2422,215,52.49,409,42.96,29.12,52.49,215,H1,9.53,0,9.53,23.37056,0,2.70324,1034,22.12,30.37,32.15466,-52.432,0.0543085456,178,1,104.528126,5.62,None,Auto,None,215,206
AnnaL_lectureCl,AnnaL,lecture,clear,hi,entente,ɑ̃,n,111.1213517,111.1428706,0.022,610,43,306,1116,30.61,367,3343,13.58,186,194,53.09,388,43.38,42.45,53.09,194,H1,9.7,-10.09,-0.38,0.54871,-10.09,-7.97099,991,30.61,12.39,15.7113,-39.50888,0.0826455688,181,1,110.949684,5.52,None,Auto,None,409,201
AnnaL_lectureCl,AnnaL,lecture,clear,hi,poussin,ɛ̃,n,152.9857351,153.0281399,0.042,688,45.44,249,1472,38.98,71,3374,11.32,331,215,52.87,431,46.33,45.44,52.87,215,H1,6.55,-7.43,-0.89,-0.00211,-7.43,-5.31172,861,37.6,7.84,10.8327,-41.5525,0.0585658675,136,1,152.860134,7.36,None,Auto,None,646,212
AnnaL_lectureCl,AnnaL,lecture,clear,lo,voisin,ɛ̃,c,205.7907799,205.8727446,0.082,620,42.88,186,1450,29.48,106,3417,14.37,152,194,53.5,409,43.31,42.88,53.5,194,H1,10.19,-10.62,-0.43,-0.00466,-10.62,-8.5016,1012,22.31,20.57,23.10392,-39.12755,0.1157793878,142,1,205.658939,7.04,None,Auto,None,624,204
AnnaL_lectureCl,AnnaL,lecture,clear,lo,plafond,ɔ̃,n,267.8204295,267.8672647,0.047,299,52.42,131,1315,23.01,346,2377,8.84,697,215,52.42,409,43.4,30.44,52.42,215,H1,9.02,0,9.02,21.98358,0,2.72452,1034,24.69,27.73,30.08735,-43.57572,0.0941151539,125,1,267.704572,7.98,None,Auto,None,215,207
AnnaL_lectureCl,AnnaL,lecture,clear,hi,montant,ɑ̃,n,304.6034485,304.6287649,0.025,569,49.98,215,1210,35.43,139,3354,14.96,272,215,53.91,431,49.98,45.5,53.91,215,H1,3.94,-3.93,0,4.48372,-3.93,-1.75227,861,38.95,11.03,13.77456,-38.94648,0.1140200377,173,1,304.440126,5.77,None,Auto,None,431,215
AnnaL_lectureCl,AnnaL,lecture,clear,hi,machin,ɛ̃,n,329.260485,329.3353039,0.075,632,38.08,426,1458,29.84,155,3519,19.26,585,215,52.55,409,38.9,37.33,52.55,215,H1,13.65,-14.47,-0.82,0.74661,-14.47,-12.36022,861,30.63,7.45,9.91794,-33.28814,0.0993528115,147,1,329.123242,6.83,None,Auto,None,431,209
AnnaL_lectureCl,AnnaL,lecture,clear,hi,bouchon,ɔ̃,n,343.2985166,343.3592759,0.061,331,55.23,289,895,35.93,474,2096,6.9,851,215,55.23,431,44.04,39.88,55.23,215,H1,11.2,0,11.19,15.34941,0,2.29471,883,30.82,24.41,26.6129,-48.32528,0.0925191198,160,1,343.148867,6.25,None,Auto,None,215,221
AnnaL_lectureCl,AnnaL,lecture,clear,lo,sultan,ɑ̃,n,346.9181143,346.9314054,0.013,575,50.98,202,1297,37.3,127,3294,19.68,120,215,54.89,431,50.98,46.54,54.89,215,H1,3.91,-3.91,0,4.43636,-3.91,-1.7374,861,39.56,11.42,13.97404,-35.20977,0.0900417849,157,1,346.769863,6.36,None,Auto,None,431,218
AnnaL_lectureCl,AnnaL,lecture,clear,lo,buisson,ɔ̃,n,373.6232271,373.6424843,0.019,311,53.28,289,1057,27.52,563,2330,6.15,2087,215,53.28,409,43.44,35.57,53.28,215,H1,9.84,0,9.84,17.70751,0,2.27744,1034,27.52,25.76,27.88391,-47.12751,0.097454222,167,1,373.466778,5.98,None,Auto,None,215,207
AnnaL_lectureCl,AnnaL,lecture,clear,lo,soupcon,ɔ̃,n,377.4159044,377.4317271,0.016,331,54.73,272,1138,30.54,515,2025,8.85,1115,215,54.73,409,45.9,38.35,54.73,215,H1,8.83,0,8.83,16.37593,0,2.30493,1034,30.54,24.19,26.56231,-45.8823,0.0771625696,154,1,377.271862,6.5,None,Auto,None,215,207
AnnaL_lectureCl,AnnaL,lecture,clear,lo,beguin,ɛ̃,n,404.4477237,404.5559511,0.108,373,56.17,84,2543,21.81,158,3350,18.16,365,215,56.17,431,48.95,28.69,56.17,215,H1,7.22,0,7.22,27.47974,0,2.46992,883,12.49,43.68,45.03546,-38.00672,0.1365139436,206,1,404.252081,4.85,None,Auto,None,215,215
AnnaL_lectureCl,AnnaL,lecture,clear,hi,satin,ɛ̃,n,407.7485431,407.7776569,0.029,520,52.44,115,1368,27.52,231,3278,15.85,104,215,53.43,431,52.44,44.14,53.43,215,H1,0.99,-0.99,0,8.30032,-0.99,1.2306,861,35.35,17.09,19.28821,-37.58312,0.092196274,168,1,407.591181,5.96,None,Auto,None,431,220
AnnaL_lectureCl,AnnaL,lecture,clear,lo,cadence,ɑ̃,n,444.2073462,444.2351942,0.028,430,55.8,56,981,34.83,466,3158,27.87,43,215,52.8,431,55.8,43.04,52.8,215,H1,7.89,3,0,12.76484,3,5.36816,861,31.88,23.92,26.34245,-24.93011,0.1047284036,177,1,444.04108,5.66,None,Auto,None,431,212
AnnaL_lectureCl,AnnaL,lecture,clear,lo,festin,ɛ̃,n,454.5279092,454.5734786,0.046,637,47.99,141,1575,32.28,107,3263,16.52,147,215,54.75,431,47.99,47.81,54.75,215,H1,6.76,-6.76,0,0.17637,-6.76,-4.6183,861,36.26,11.73,14.32217,-38.22959,0.0893951975,147,1,454.39102,6.8,None,Auto,None,431,216
AnnaL_lectureCl,AnnaL,lecture,clear,hi,talon,ɔ̃,n,545.327836,545.3999875,0.072,411,52.54,89,978,26.99,728,1840,7.08,860,215,52.54,452,50.16,33.67,52.54,215,H1,2.38,0,2.38,18.86712,0,2.38673,883,26.99,25.55,27.35576,-45.46196,0.1399913452,151,1,545.186324,6.62,None,Auto,None,215,221
AnnaL_lectureCl,AnnaL,lecture,clear,hi,patins,ɛ̃,n,548.4504543,548.5213401,0.071,499,54.86,80,1503,35.22,52,3268,21.15,72,215,51.46,452,54.86,43.54,51.46,215,H1,7.36,3.4,0,11.32298,3.4,5.64229,883,33.63,21.23,23.22725,-30.305,0.1124179197,163,1,548.297508,6.14,None,Auto,None,452,222
AnnaL_lectureCl,AnnaL,lecture,clear,lo,frangin,ɛ̃,n,551.9198679,551.9477158,0.028,507,49.43,322,1404,36.34,144,3397,23.92,92,215,55.08,452,49.43,42.92,55.08,215,H1,5.65,-5.65,0,6.50967,-5.65,-3.47902,883,36.37,13.06,15.19699,-31.15743,0.1352017009,182,1,551.747288,5.5,None,Auto,None,452,222
AnnaL_lectureCl,AnnaL,lecture,clear,lo,vaccin,ɛ̃,n,573.093817,573.1406522,0.047,610,43.04,183,1453,28.67,93,3228,7.79,302,215,54.3,431,43.04,40.52,54.3,215,H1,11.26,-11.26,0,2.51555,-11.26,-9.10708,861,33.44,9.6,12.10307,-46.512,0.1004371459,143,1,572.96043,7.01,None,Auto,None,431,214
AnnaL_lectureCl,AnnaL,lecture,clear,lo,bouton,ɔ̃,n,582.1544079,582.2626353,0.108,325,55.2,181,995,29.33,385,2381,6.93,919,215,55.2,431,45.32,38.52,55.2,215,H1,9.89,0,9.88,16.68183,0,2.50233,861,26.76,28.44,30.96259,-48.27487,0.0816336664,158,1,582.00623,6.32,None,Auto,None,215,219
AnnaL_lectureCl,AnnaL,lecture,clear,lo,cinquante,ɑ̃,n,584.9757451,585.0371373,0.061,534,46.99,430,849,46.17,370,3366,9.15,365,215,53.96,431,46.99,46.17,53.96,215,H1,6.97,-6.97,0,0.81519,-6.97,-4.80595,861,38.68,8.31,11.28003,-44.80791,0.0671203688,132,1,584.854,7.58,None,Auto,None,431,215
AnnaL_lectureCl,AnnaL,lecture,clear,hi,marron,ɔ̃,n,591.1981834,591.2500819,0.052,332,53.46,209,689,35.72,675,2285,2.05,1156,215,53.46,409,45.74,35.72,53.46,215,H1,7.72,0,7.72,17.74366,0,2.43486,1034,21.05,32.41,33.22984,-51.40507,0.1385443944,143,1,591.065783,6.99,None,Auto,None,215,208
AnnaL_lectureCl,AnnaL,lecture,clear,hi,couvent,ɑ̃,n,594.1026715,594.140646,0.038,422,54.56,184,989,38.71,184,3257,9.17,494,215,54.56,431,51.24,43.29,54.56,215,H1,3.33,0,3.32,11.27012,0,2.32853,861,38.43,16.13,19.83202,-45.38597,0.1015740629,144,1,593.968446,6.93,None,Auto,None,215,213
AnnaL_lectureCl,AnnaL,lecture,clear,hi,etang,ɑ̃,n,605.9270239,605.9586693,0.032,601,53.22,110,1435,33.74,105,3296,16.51,205,215,53.87,431,53.22,49.82,53.87,215,H1,0.65,-0.65,0,3.40417,-0.65,1.51511,861,39.11,14.11,16.60491,-37.3563,0.1274358093,163,1,605.774078,6.14,None,Auto,None,431,218
AnnaL_lectureCl,AnnaL,lecture,clear,hi,parrain,ɛ̃,n,611.631872,611.6704794,0.039,705,36.99,270,1240,34.11,73,3561,12.68,161,194,52.03,409,34.35,35.84,52.03,194,H1,17.68,-15.04,2.64,1.14791,-15.04,-12.9426,1034,31.08,5.91,9.9754,-39.34958,0.1205481081,143,1,611.498709,6.97,None,Auto,None,818,205
AnnaL_lectureCl,AnnaL,lecture,clear,lo,ruban,ɑ̃,n,617.7420739,617.7768839,0.035,435,56.12,33,1082,36.71,118,2870,13.64,159,215,52.33,452,56.12,37.93,52.33,215,H1,10.99,3.79,0,18.19026,3.79,6.15106,861,35.1,21.02,24.00626,-38.68767,0.1331037796,154,1,617.597399,6.5,None,Auto,None,452,220
AnnaL_lectureCl,AnnaL,lecture,clear,hi,macon,ɔ̃,n,623.7395577,623.7857601,0.046,280,54.34,155,945,24.41,486,2128,8.17,800,215,54.34,409,42.84,35.55,54.34,215,H1,11.49,0,11.5,18.79272,0,2.71192,1034,23.59,30.75,32.68158,-46.16725,0.1064371797,121,1,623.627836,8.28,None,Auto,None,215,209
AnnaL_lectureCl,AnnaL,lecture,clear,lo,donjon,ɔ̃,n,642.8531626,642.8955675,0.042,369,54.56,223,965,34.16,449,2183,4.59,2154,215,54.56,452,48.9,36.12,54.56,215,H1,5.66,0,5.66,18.44281,0,2.35912,883,34.16,20.4,22.83067,-49.96732,0.1459660505,115,1,642.748947,8.72,None,Auto,None,215,226
AnnaL_lectureCl,AnnaL,lecture,clear,hi,savant,ɑ̃,n,677.5470285,677.5615854,0.015,483,50.48,269,999,40.07,260,2916,3.78,1807,215,54,431,50.48,47.03,54,215,H1,3.53,-3.52,0,3.44602,-3.52,-1.29483,861,40.07,10.41,13.7415,-50.22181,0.108577756,172,1,677.385397,5.81,None,Auto,None,431,215
Ariane_lecture_11025,Ariane,lecture,normal,lo,servante,ɑ̃,n,20.6682046,20.71944752,0.051,528,42.93,315,1118,36.81,90,2984,11.53,215,194,43.79,366,42.93,38.27,43.79,194,H1,0.86,-0.86,0,4.65505,-0.86,1.28317,926,33.93,9,12.5877,-32.26042,0.0497740677,192,1,16.854164,5.21,None,Auto,None,366,185
Ariane_lecture_11025,Ariane,lecture,normal,lo,diamant,ɑ̃,n,54.13529656,54.20444363,0.069,479,44.49,373,1015,33.18,273,3174,10.65,365,194,47.5,409,44.49,34.67,47.5,194,H1,3,-3.01,0,9.81749,-3.01,-0.86342,991,31.79,12.7,16.78855,-36.84759,0.0856903626,168,1,47.093892,5.96,None,Auto,None,409,201
