vowelSAMPA,F1_Hz,F2_Hz,F3_Hz,target
a~,513.3333333,916.6666667,2462.666667,1
O~,284.6666667,1335.666667,2463.666667,1
o,378.3333333,720.6666667,2830,0
e,468.6666667,1959,2943.333333,0
3,674,2054.666667,2770.333333,0
2,486.6666667,1705,3056.333333,0
e,455.3333333,2002,2682.666667,0
3,670.3333333,1303,2277,0
a~,702.6666667,1203.333333,2598,1
u,357.6666667,852,2813,0
O~,346.3333333,976.3333333,2302,1
y,309.3333333,2125.666667,2692.333333,0
o,447.6666667,1372.333333,3005,0
E~,817.3333333,1501.666667,3629,1
e,461.3333333,1840.333333,2760.666667,0
3,673,2128.666667,3326,0
E~,700,1387.333333,2822,1
2,417.3333333,1657.666667,2741.666667,0
9,746,1643,2816.333333,0
u,353,1030.333333,2443.333333,0
3,585,1253.333333,2385.333333,0
o,438.3333333,1127.333333,2623,0
y,317.3333333,1770.666667,2316,0
y,347,1893.333333,2596.666667,0
3,528.6666667,1635,2899.333333,0
2,477,1902.666667,2847.666667,0
o,450,1035.333333,2931.333333,0
9,651,1802,2400,0
9,768,1777.333333,2596,0
o,465.6666667,855.6666667,2866.666667,0
2,477,1733.333333,2539,0
i,285.3333333,2212.666667,3569,0
2,478.3333333,1551.333333,2856.666667,0
a,817.3333333,1446.333333,2028.666667,0
9,651.6666667,1745,2151.666667,0
a,839,1596,2732,0
a,789,1555,2422.666667,0
O~,306,1211.666667,2205.333333,1
E~,636.6666667,1164.666667,1509.666667,1
u,398.3333333,1021,2966,0
9,613,1936,2915.666667,0
a~,523.6666667,999,2189,1
2,402.6666667,1836.666667,2460.666667,0
o,441,1152.333333,2829.666667,0
9,726,1817,2862.666667,0
a~,663,1021.333333,2187,1
u,349.6666667,1061.333333,3144.333333,0
O~,502.6666667,1457,3285.333333,1
a~,758.3333333,1039.666667,3370.333333,1
y,259.3333333,1959,2255.666667,0
u,444,927.6666667,3018.333333,0
a,741.3333333,1723.333333,2293,0
e,486,2133,3112,0
E~,579.6666667,1145.333333,1930,1
i,246,1280,2463.333333,0
a,881.3333333,1483.333333,2284,0
E~,692.3333333,1105.666667,1899.666667,1
i,330,2203,2510.666667,0
a,754.6666667,1829.333333,2808.666667,0
y,385,2238,2675.666667,0
3,708.6666667,2031.333333,2854.666667,0
o,396.6666667,1003,2622.666667,0
u,270.3333333,897,2517.333333,0
9,629.6666667,1791,2773.666667,0
2,416.3333333,1829.333333,2659.333333,0
9,686,1738.666667,2728.333333,0
e,429.3333333,2375.333333,3168.333333,0
O~,347.6666667,993.6666667,2338.333333,1
i,361,2531,3447.666667,0
E~,608.3333333,1805,2744.666667,1
3,594,2138.666667,2990.666667,0
3,601.3333333,2155,3039,0
o,411.3333333,933.6666667,2585,0
y,342.6666667,2151.666667,2592.333333,0
3,691,2071.333333,2790.333333,0
9,624.6666667,1829,2625.666667,0
i,305,2485.666667,3570,0
O~,388.3333333,752.3333333,2476.666667,1
u,265.6666667,694.3333333,2498.666667,0
a~,482,945.3333333,2437,1
i,329,2437,3584,0
y,286.6666667,2356,2661,0
a~,507.3333333,867.6666667,2467.333333,1
2,386.6666667,1873,2835.666667,0
a,873,1778.333333,2637.666667,0
u,245.3333333,751.3333333,2504.333333,0
2,395,1641.666667,2165,0
a~,576,951.6666667,2507.333333,1
u,274.3333333,822,2602.666667,0
a~,466.6666667,959.3333333,2472,1
a,824,1803.333333,2839.666667,0
a,770,1998.666667,2850,0
e,425.6666667,2390.666667,3328.333333,0
2,386.3333333,2122.666667,2993.666667,0
2,402.6666667,2018.333333,2870.333333,0
9,613.6666667,1558.666667,2725,0
E~,683.6666667,1804,2706.333333,1
O~,409.3333333,1369.666667,2901.333333,1
3,696.3333333,2068.666667,2824.666667,0
i,312,2489.666667,3807.666667,0
O~,306.6666667,935.6666667,2450.666667,1
9,645.3333333,1728.333333,2659,0
a~,470.6666667,1070.666667,2411.666667,1
o,381.3333333,1048.333333,2622.333333,0
a,894.6666667,1633.666667,2760,0
2,423.6666667,1983.333333,2784,0
9,676.3333333,1763.333333,2746.666667,0
3,683.6666667,2006.666667,2750,0
E~,871,1572,3134.333333,1
i,344.3333333,2550.666667,3562.666667,0
e,415.6666667,2412,3185.333333,0
E~,844.3333333,1622.333333,2947.333333,1
e,421,2338.666667,3162.666667,0
o,413,1192.666667,2535.333333,0
e,428.3333333,2435.333333,3279.333333,0
E~,641.6666667,1432,2273,1
e,478,2373.333333,3103.666667,0
o,404.3333333,1279,2625,0
i,288,2420.333333,3473.666667,0
u,342.3333333,759.6666667,2583,0
y,278.3333333,2160.333333,2542.666667,0
y,291,2149.666667,2548.666667,0
E~,791,1685,2481.333333,1
a~,433,917.3333333,2555.333333,1
O~,411.3333333,1019.333333,2477,1
u,423.3333333,1173.333333,2574.666667,0
O~,410.3333333,1512.666667,2921.333333,1
y,335.3333333,2357,2912,0
o,415,959,2590.666667,0
a,788.6666667,1827.333333,2839.333333,0
i,251.6666667,2438.333333,3429.333333,0
i,368,2446,3459.666667,0
u,260,1310,2502.666667,0
E~,626,1915.333333,2465.333333,1
y,403.3333333,1952,2583.333333,0
O~,568.6666667,1825.666667,3244.333333,1
i,253,2390,3655.666667,0
3,538.6666667,2103.666667,2925.333333,0
O~,317.3333333,1009.666667,2555.666667,1
a~,411.3333333,1130.666667,2561.333333,1
y,297,2302.333333,2576.666667,0
a,853.3333333,1772.333333,2704.333333,0
e,415.3333333,2314.666667,2972.333333,0
a~,342,925.3333333,2505,1
O~,470.6666667,1324.333333,2471.333333,1
e,451,2388.333333,3242.333333,0
o,371.6666667,809.6666667,2634.666667,0
e,417.6666667,2292.666667,3105.333333,0
3,672.6666667,2148,2885,0
2,391,1852,2817.333333,0
e,389.6666667,2430,2887.666667,0
3,662.3333333,2005.666667,2922,0
a~,323.6666667,934.6666667,2331.333333,1
u,330.6666667,788.6666667,2583,0
O~,410,1220,2557.333333,1
y,333.3333333,2379,2783.666667,0
o,390.6666667,1124.666667,2527,0
E~,857.3333333,1574.333333,2756.333333,1
e,417.6666667,2351,3225.333333,0
3,672,2059.333333,2869,0
E~,847,1619.666667,2780,1
2,422.3333333,1834,2602.666667,0
9,646.3333333,1657,2647.333333,0
u,339.6666667,1363.333333,2705.333333,0
3,574,2168.333333,3094,0
o,419,996.3333333,2592.333333,0
y,296.6666667,2331.666667,2632.333333,0
y,366.6666667,2119.666667,2484.666667,0
3,667.3333333,2000.666667,2844.666667,0
2,428.3333333,1920,2793.333333,0
o,395.6666667,1126.333333,2597.333333,0
9,753,1889.333333,2761.666667,0
9,639.6666667,1774.333333,2669.666667,0
o,404.6666667,737.3333333,2648.666667,0
2,400.3333333,1936.666667,2599.333333,0
i,450.3333333,2700.666667,3619,0
2,406.6666667,1921.333333,2569.666667,0
a,824.3333333,1654,2720,0
9,588,1783.333333,2727,0
a,684,1813.333333,2835.666667,0
a,921.6666667,1878,2782.333333,0
O~,326.3333333,1010.666667,2371.666667,1
E~,737,1412.333333,2310.666667,1
u,458,1144,2702.333333,0
9,570,1977.666667,2755.666667,0
a~,520,1472.666667,3024.333333,1
2,422.3333333,2111,2577.666667,0
o,362.6666667,1263,2813.333333,0
9,641.3333333,1845.666667,2741.333333,0
a~,560.6666667,983.6666667,2574,1
u,269.3333333,943.3333333,2607,0
O~,317.6666667,1035,2505,1
a~,600,1142.666667,2491.666667,1
y,353.3333333,2174.333333,2470.666667,0
u,407.3333333,890.3333333,2556,0
a,838.6666667,1772.333333,2719.666667,0
e,424.6666667,2337.333333,3130.666667,0
E~,780.3333333,1775.333333,2844,1
i,376.3333333,2759.666667,3904.333333,0
a,808.3333333,1934.666667,2855.333333,0
E~,914,1660.333333,2753,1
i,319.6666667,2608.666667,3777.333333,0
a,565.6666667,1587.666667,2591,0
y,351.6666667,1707.333333,2442,0
3,503,1668,2515.333333,0
o,393,1055,2689.333333,0
u,363.6666667,1082,2636.333333,0
9,456.6666667,1511.666667,2592.333333,0
2,391.6666667,1530.666667,2365,0
9,464.6666667,1357,2495.666667,0
e,401.6666667,1868,2731,0
O~,459.6666667,1057,2165.333333,1
i,314,2074,2717,0
E~,654.3333333,1258.333333,2810.666667,1
3,388,1873.333333,2575.333333,0
3,374.3333333,1991.333333,2652.666667,0
o,403.3333333,856.3333333,2676,0
y,401.6666667,1352,2412.333333,0
3,518,1777.333333,2644.333333,0
9,438.6666667,1629,2395,0
i,315.6666667,2066.666667,2812.333333,0
O~,485.3333333,1116.333333,2209.666667,1
u,373.3333333,907.3333333,2566.666667,0
a~,566,1145,2575.666667,1
i,292,2177.666667,2912,0
y,311,1882,2458,0
a~,766.3333333,1106.666667,2773,1
2,389,1596.333333,2373.333333,0
a,578,1543,2466,0
u,339.6666667,991.6666667,2453,0
2,402,1503.666667,2426,0
a~,740,1198,2891,1
u,335.6666667,813.3333333,2765.333333,0
a~,585.3333333,1209.666667,2844.333333,1
a,566.6666667,1662.666667,2733.333333,0
a,546.6666667,1660.333333,2497,0
e,385,1896,2581.666667,0
2,363.6666667,1676,2408.666667,0
2,359,1675,2405,0
9,507.6666667,1332,2364.333333,0
E~,550.6666667,1416.333333,2684,1
O~,703,1213.666667,2883.666667,1
3,488.3333333,1781.666667,2552,0
i,316,2066,2713.666667,0
O~,499,1108.666667,2600.666667,1
9,426.6666667,1465,2617,0
a~,676.6666667,1045.333333,2803.333333,1
o,398,1264.333333,2644.333333,0
a,588.3333333,1408,2484.333333,0
2,373.6666667,1638.333333,2442.666667,0
3,473,1592.333333,2476.666667,0
E~,693.3333333,1350.333333,2550,1
i,313.6666667,2126,2795,0
e,382.6666667,1868,2672.333333,0
E~,647.3333333,1397,2725,1
e,419.3333333,1782.666667,2492.666667,0
o,407.3333333,1194,2518,0
e,388.6666667,1954.333333,2605,0
E~,549.3333333,1339.666667,2760.333333,1
e,428,1881,2462.666667,0
o,402,1308,2634.666667,0
i,317.3333333,1975.666667,2738,0
u,389,1107.333333,2461.666667,0
y,312.3333333,1874.333333,2501,0
y,359.6666667,1686,2351.333333,0
E~,596,1548.333333,2584,1
a~,748.6666667,928.6666667,2613,1
O~,601.6666667,1178.333333,2619.666667,1
u,401.6666667,983.6666667,2680.666667,0
O~,536.6666667,1063.333333,2945,1
y,315,1802.666667,2462,0
o,392.3333333,1014,2618.666667,0
a,497,1642.666667,2697.666667,0
i,283,2171.333333,2960.333333,0
i,347.3333333,1939.333333,2742.333333,0
u,409.6666667,864.3333333,2791.333333,0
E~,523.6666667,1520,2539.666667,1
y,356.3333333,1684.666667,2545.666667,0
O~,486,986.3333333,2945,1
i,309.3333333,2044.666667,2767.333333,0
3,374,1872.666667,2691.333333,0
O~,553.3333333,1006.333333,2875,1
a~,746.6666667,1118,2935.666667,1
y,308,1886,2490.666667,0
a,535.3333333,1547.333333,2707.333333,0
e,407.3333333,1829.333333,2617,0
a~,607.6666667,987.6666667,2708,1
O~,424.6666667,886.6666667,1904.333333,1
e,391.6666667,1835,2631.666667,0
o,406,930,2570.666667,0
e,418.3333333,1859,2594.666667,0
3,484.6666667,1786.333333,2626,0
2,402.6666667,1530,2689,0
e,423.6666667,1788,2565,0
3,463.6666667,1670,2500,0
a~,731.6666667,1102.333333,2628.333333,1
u,396,963,2580,0
O~,615,1097.666667,2945,1
y,299.6666667,1886.666667,2470,0
o,397,1292.333333,2695.666667,0
E~,662.6666667,1562.666667,2770,1
e,388.6666667,1886,2621.333333,0
3,469,1661.333333,2591.333333,0
E~,595.6666667,1485.333333,2681.666667,1
2,412.3333333,1666.333333,2428.666667,0
9,494,1368.666667,2339,0
u,360.6666667,1072.666667,2679.333333,0
3,373.6666667,1931.333333,2549.666667,0
o,403.6666667,1229.333333,2397,0
y,312,1725.333333,2531,0
y,334,1440,2451.666667,0
3,540.3333333,1569.333333,2634.333333,0
2,345,1665,2471.333333,0
o,416,1167,2656,0
9,491.3333333,1574.666667,2401.666667,0
9,554.3333333,1275,2485.333333,0
o,396.3333333,891,2684.666667,0
2,412.3333333,1413.666667,2295.666667,0
i,377.3333333,2023.333333,2608,0
2,401.6666667,1370.666667,2354,0
a,575.3333333,1403,2522.333333,0
9,434.6666667,1571.333333,2574,0
a,551.3333333,1639,2561.666667,0
a,601.6666667,1539,2418.333333,0
O~,522.6666667,1148.666667,2879,1
E~,852.3333333,1183.666667,2545,1
u,415.3333333,1020,2633,0
9,432.6666667,1663.333333,2449,0
a~,503,823.6666667,2529,1
2,397,1633.666667,2283.333333,0
o,398.6666667,992.6666667,2662.666667,0
9,477,1579,2392,0
a~,763,1129.666667,2699,1
u,339.6666667,1007.666667,2517,0
O~,416,988,2865.333333,1
a~,557.3333333,1148.666667,2883,1
y,353.3333333,1620.333333,2319,0
u,373.3333333,916.3333333,2768.333333,0
a,533,1503.666667,2517.666667,0
e,408.3333333,1867.333333,2553.333333,0
E~,669.3333333,1291.333333,2790.333333,1
i,376,1991,2798.666667,0
a,585,1624,2584,0
E~,516.3333333,1393,2761.666667,1
i,291,2240,2879.333333,0
a,621.6666667,1334.666667,2317.666667,0
y,388.3333333,1602.666667,2330.333333,0
3,559,1478,2312,0
o,502,1139,2441,0
u,320.3333333,784.6666667,2198.333333,0
9,508,1422.333333,2364.333333,0
2,426,1469.333333,2212.333333,0
9,500.6666667,1385.666667,2292.666667,0
e,415.6666667,1659.333333,2507,0
O~,576.6666667,1485,2200,1
i,289.3333333,1909,2773,0
E~,600.6666667,1258.333333,2201.666667,1
3,422.6666667,1772.333333,2475.333333,0
3,416.6666667,1780,2538,0
o,477.6666667,1090.333333,2278.666667,0
y,365,1667,2378.666667,0
3,527.6666667,1540,2327,0
9,499.3333333,1492,2338,0
i,302,1854.666667,2765.666667,0
O~,561.6666667,1323.333333,2235,1
u,378.3333333,819.3333333,2156.666667,0
a~,691,973.3333333,2170.666667,1
i,269.6666667,1842.666667,2914,0
y,297,1695.666667,2610.333333,0
a~,662,1055.333333,2126.333333,1
2,418,1527.666667,2364.333333,0
a,575,1425.333333,2283.666667,0
u,367.6666667,1113.666667,2531.333333,0
2,452,1406.666667,2478.666667,0
a~,634,1125.666667,2222.333333,1
u,380,1827,3403.333333,0
a~,732,1015.333333,2228.666667,1
a,603.6666667,1381.666667,2431,0
a,652.3333333,1456.666667,2423,0
e,416.6666667,1739.333333,2502.666667,0
2,482.6666667,1535.333333,2507,0
2,400.3333333,1453.333333,2198,0
9,585.3333333,1350,2399.333333,0
E~,675.3333333,1208.333333,2213,1
O~,582.3333333,1533.333333,2237,1
3,451,1698.333333,2463.666667,0
i,288.6666667,1785.666667,2746.333333,0
O~,519.6666667,1399.666667,2177.666667,1
9,536,1434,2409.666667,0
a~,769,1238.333333,2260.333333,1
o,517.6666667,1640.333333,2695,0
a,590.6666667,1306,2385,0
2,440.6666667,1462.333333,2329.333333,0
9,536,1405.666667,2263.333333,0
3,541,1480,2362,0
E~,712.3333333,1237.666667,2229,1
i,308,1765,2790,0
e,422.6666667,1693,2473.666667,0
E~,570.3333333,1266.666667,2173,1
e,418.6666667,1730.666667,2485,0
o,427.6666667,990.6666667,2265.333333,0
e,414,1727.666667,2461.666667,0
E~,634.6666667,1123.333333,2089.333333,1
e,438.6666667,1645,2389.666667,0
o,445.6666667,1022.666667,2225.333333,0
i,269,1776.666667,2878.666667,0
u,462.6666667,1175.666667,2230.666667,0
y,311.6666667,1681.666667,2255.666667,0
y,362.6666667,1605,2200,0
E~,587.6666667,1185.666667,2142.333333,1
a~,657,942.3333333,2126.333333,1
O~,547,1285,2216,1
u,453,955.6666667,2766,0
O~,506.6666667,1355.666667,2369.666667,1
y,314.6666667,1756.666667,2241.333333,0
o,454.3333333,875,2133.333333,0
a,573.3333333,1341.666667,2352,0
i,264.6666667,1885,3031.666667,0
i,368.6666667,1766.333333,2597.333333,0
u,399.6666667,1321.333333,2730,0
E~,473.3333333,1248,2039.666667,1
y,390.6666667,1568.333333,2239.666667,0
O~,575,1708.333333,2263.666667,1
i,294.3333333,1839,2848.666667,0
3,422.6666667,1699,2447.666667,0
O~,530.6666667,1650.666667,2364.333333,1
a~,621.6666667,1045,2200.666667,1
y,307,1652,2529,0
a,591.6666667,1373.333333,2380,0
e,437.3333333,1726,2325.666667,0
a~,639.3333333,1186,2122,1
O~,524.6666667,1376,2290.333333,1
e,423.6666667,1669,2402.333333,0
o,531.3333333,1346,2757.333333,0
e,430.3333333,1681.666667,2424.666667,0
3,437,1728,2439.333333,0
2,412,1329.333333,2121,0
e,449,1754,2501.333333,0
3,517,1524.666667,2548,0
a~,702.3333333,1234,2217.333333,1
u,458.6666667,735,2072.333333,0
O~,550,1520.333333,2164.333333,1
y,316.6666667,1689.333333,2341.666667,0
o,465.3333333,1152,2205.666667,0
E~,626.3333333,1274,2179,1
e,438,1729,2539,0
3,493,1543,2253,0
E~,572.3333333,1307,2130.666667,1
2,453.6666667,1445.333333,2187,0
9,569.6666667,1348.666667,2349.666667,0
u,434.6666667,1293.666667,2168.666667,0
3,411.3333333,1799.333333,2482,0
o,467,688.3333333,2133.666667,0
y,327.6666667,1653.666667,2357,0
y,394.3333333,1599.666667,2456,0
3,505,1449.333333,2369,0
2,401.3333333,1439.333333,2256,0
o,549,1093.333333,2820.666667,0
9,533.6666667,1452,2419.666667,0
9,651.6666667,1401.333333,2419,0
o,497.3333333,890.6666667,2171.666667,0
2,446.3333333,1428.333333,2242.666667,0
i,371.6666667,1613,2583.666667,0
2,420.3333333,1425,2197.666667,0
a,568,1316.333333,2405,0
9,513,1409,2371,0
a,586.6666667,1327.666667,2489,0
a,638.6666667,1457.333333,2406.333333,0
O~,556.6666667,1767.666667,2334,1
E~,682,1183.666667,2108.666667,1
u,473,1056.333333,2465,0
9,490,1429,2204.333333,0
a~,671.6666667,1434,2227.333333,1
2,426.3333333,1493.333333,2188.666667,0
o,434.3333333,1017.333333,2308.333333,0
9,535.3333333,1514,2455,0
a~,674,1228,2239,1
u,359.3333333,807.3333333,2123.666667,0
O~,510.6666667,1599.333333,2301,1
a~,682,1048.333333,2126.666667,1
y,310.3333333,1749,2167,0
u,463.6666667,1270.666667,2636.666667,0
a,541.3333333,1369.333333,2383.333333,0
e,417.6666667,1797,2479,0
E~,635.6666667,1205.666667,2231.333333,1
i,421.6666667,1552.666667,2741.333333,0
a,591,1312.333333,2389.333333,0
E~,642.6666667,1203.333333,2126,1
i,283,1875,2940,0
a,624,1185,2355.666667,0
y,327.3333333,1723.333333,2310.666667,0
3,521.6666667,1737,2493.666667,0
o,384.3333333,852.6666667,2519,0
u,424.6666667,1843.666667,3383.666667,0
9,488.6666667,1495.666667,2376.333333,0
2,336.6666667,1473,2263.666667,0
9,491.6666667,1437.666667,2365,0
e,342.6666667,1894.333333,2435.333333,0
O~,435.3333333,1415,2605,1
i,218.6666667,2070,3002,0
E~,600.3333333,1226.333333,2378,1
3,485.6666667,1745.333333,2532.666667,0
3,459.6666667,1758,2478.666667,0
o,401.6666667,704.3333333,2455.333333,0
y,321.6666667,1685.333333,2484.333333,0
3,523.6666667,1697,2438.333333,0
9,511.3333333,1502.333333,2171.666667,0
i,256,1861,3137.666667,0
O~,419.6666667,1270.666667,2671.333333,1
u,359.3333333,572.6666667,2247,0
a~,605.6666667,1391.666667,2641,1
i,272,1856.666667,3063.666667,0
y,259,1766,2043,0
a~,574.6666667,888.6666667,2405.666667,1
2,340.6666667,1438,2273.333333,0
a,637.6666667,1435.666667,2360,0
u,350.3333333,1236.333333,2693.666667,0
2,375,1818.333333,2916,0
a~,583,892,2374.333333,1
u,378,1187.333333,2637,0
a~,606,889,2463.333333,1
a,593,1398.333333,2343,0
a,623.6666667,1313.333333,2331,0
e,318.3333333,1929.333333,2502,0
2,338,1437.333333,2163,0
2,307.6666667,1452,2323,0
9,528,1313.666667,2321.333333,0
E~,604,1158.333333,2062,1
O~,495,1783.333333,2618.333333,1
3,529.6666667,1796.666667,2561.666667,0
i,219.6666667,1950,3294.333333,0
O~,367.6666667,1260,2559.666667,1
9,498.3333333,1479.666667,2393.666667,0
a~,612.6666667,972,2479.333333,1
o,355.6666667,848,2806,0
a,637.3333333,1253.666667,2283.666667,0
2,331,1478.666667,2380.333333,0
9,504.3333333,1419,2190.333333,0
3,554.6666667,1663.666667,2497,0
E~,557,1065,2489.666667,1
i,253,1839.666667,3025,0
e,353.3333333,1866.666667,2587.333333,0
E~,675.6666667,1210.666667,2382,1
e,359,1863.666667,2593.666667,0
o,366,1021.333333,2247.333333,0
e,346,1981.333333,2905.333333,0
E~,605.6666667,1181,2022.333333,1
e,411,1792.666667,2690.666667,0
o,348.3333333,906.3333333,2721,0
i,272,1881.333333,3086.666667,0
u,439.3333333,984,2549.666667,0
y,263.3333333,1802,2369.666667,0
y,221.3333333,1793,2482.333333,0
E~,623,1190,2213,1
a~,624,1315.666667,2684,1
O~,423.6666667,1147.333333,2563.666667,1
u,433.6666667,888.3333333,2926.666667,0
O~,453.3333333,1643.333333,2554.666667,1
y,282,1803.666667,2240.666667,0
o,361.3333333,1049.333333,2723,0
a,562.6666667,1466.333333,2468.333333,0
i,231.6666667,2080,2961,0
i,268.3333333,1943.666667,3184.666667,0
u,373,1292.666667,2604,0
E~,531.6666667,1283.666667,2218,1
y,351,1635,2140,0
O~,397.6666667,1147.666667,2545.666667,1
i,235,1946,3184,0
3,422.3333333,1773,2596,0
O~,445,1433,2510.666667,1
a~,586.6666667,960.3333333,2492.333333,1
y,239.3333333,1774,2210.333333,0
a,632,1450.666667,2362.666667,0
e,373.6666667,1892,2706.333333,0
a~,615.3333333,1220,2581,1
O~,377.6666667,1218.666667,2662.666667,1
e,336,1928.333333,2409.333333,0
o,390,795,2356.333333,0
e,368.6666667,1846,2547.333333,0
3,483,1728.666667,2426,0
2,372.3333333,1429,2467.333333,0
e,403.3333333,1874.666667,2628,0
3,500.3333333,1642.666667,2434.666667,0
a~,584.6666667,952.6666667,2391,1
u,482,1206.666667,2772.666667,0
O~,407.6666667,1740,2619,1
y,302.3333333,1790.666667,2307.333333,0
o,379.6666667,1181.666667,2447.666667,0
E~,606.6666667,1232.333333,2276.666667,1
e,367.3333333,1898.666667,2467.333333,0
3,477.3333333,1710.666667,2512.333333,0
E~,585,1135.333333,2357.333333,1
2,339.6666667,1450,2198.333333,0
9,541,1265.333333,2172.333333,0
u,368.6666667,2129.666667,2238,0
3,455,1772.666667,2559.333333,0
o,368.6666667,830,2321.333333,0
y,267.3333333,1578.333333,1973,0
y,310.6666667,1737.666667,2353.666667,0
3,497.6666667,1572,2643.666667,0
2,341,1432.666667,2375.666667,0
o,403.3333333,864,2435.333333,0
9,497.6666667,1478.666667,2421.666667,0
9,558.3333333,1444.666667,2338,0
o,394,724.6666667,2400.666667,0
2,382.3333333,1367.666667,2176.666667,0
i,305,1798.666667,2843.333333,0
2,372.6666667,1357.333333,2215.333333,0
a,632.3333333,1339.666667,2390.666667,0
9,489,1474,2331.333333,0
a,553.6666667,1291.333333,2495.666667,0
a,624.6666667,1379.666667,2454,0
O~,442.6666667,1817,2816.666667,1
E~,582.3333333,1107.666667,2060,1
u,413,833.6666667,2857,0
9,463,1542,2230.666667,0
a~,584.6666667,741,2580.333333,1
2,309,1589.333333,2123.666667,0
o,368,913.3333333,2386.666667,0
9,507.3333333,1462,2252,0
a~,565.6666667,776.6666667,2404.666667,1
u,291.6666667,899,2261.666667,0
O~,348.3333333,1321,2516,1
a~,520.3333333,832.3333333,2575.666667,1
y,249.3333333,1795,2166,0
u,446.3333333,1159.333333,2815.333333,0
a,587,1456,2327,0
e,358.3333333,1894,2617,0
E~,602,1088,2453,1
i,356,2009,2988,0
a,626.6666667,1284.333333,2345,0
E~,587.3333333,1125,2017.333333,1
i,262.3333333,1938.666667,3055.333333,0
a,872.3333333,1382.333333,2947.333333,0
y,349.6666667,2048.333333,2697.333333,0
3,601.6666667,2077,3242.333333,0
o,400.6666667,665,2845.333333,0
u,344.3333333,1477,2908,0
9,632,1594,3037.666667,0
2,401,1623,2613.666667,0
9,632.3333333,1593,2893.333333,0
e,393.3333333,2550.333333,3142.666667,0
O~,277.6666667,1275.333333,1933.333333,1
i,325.6666667,2321.333333,3537.333333,0
E~,588.3333333,1407,2924.666667,1
3,564.3333333,2221.666667,3085.333333,0
3,535.3333333,2225.333333,3053.666667,0
o,409.6666667,610.3333333,3309.666667,0
y,373.6666667,1871.333333,2934,0
3,651,2117.666667,3253.666667,0
9,572,1797.333333,2922,0
i,385.6666667,2094.333333,3480,0
O~,260.3333333,1195.666667,2594.333333,1
u,354.3333333,591.6666667,2014.333333,0
a~,390.6666667,812,1999,1
i,258,2214.333333,3370.666667,0
y,274.3333333,2048.333333,2504,0
a~,559.6666667,1108.333333,2848,1
2,405.6666667,1646,2753,0
a,805.6666667,1496.666667,2951,0
u,289,1302,2447.666667,0
2,399,1558,2448.666667,0
a~,283.6666667,917.6666667,2276.666667,1
u,267,1250,2598,0
a~,636.3333333,1296.333333,3506.666667,1
a,809.6666667,1619.666667,3075,0
a,879.6666667,1437.666667,3104.666667,0
e,418,2535,3071,0
2,341.6666667,1603.333333,2420.333333,0
2,395.3333333,1902.333333,2738.666667,0
9,615.6666667,1450.333333,2947.666667,0
E~,488,1282,2833.333333,1
O~,252.3333333,960.6666667,2350.666667,1
3,647,2073,3052,0
i,298.6666667,2475.666667,3987.666667,0
O~,338.3333333,894,1997,1
9,586.3333333,1726.666667,2976,0
a~,394,969.6666667,2403.666667,1
o,413,794.6666667,2766.333333,0
a,731,1601.666667,3115,0
2,427.3333333,1667.333333,2754,0
3,571.6666667,2206,3175.333333,0
E~,561.3333333,1128.666667,3009,1
i,322,2223.666667,3479.333333,0
e,398.3333333,2609.333333,3220,0
E~,569.3333333,1189.333333,2937,1
e,409.3333333,2551.333333,3214.666667,0
o,361.3333333,567.6666667,2783.666667,0
e,432,2634,3143.666667,0
E~,478.6666667,1016.666667,2353.666667,1
e,411.3333333,2401.333333,3303.666667,0
o,409.6666667,724.3333333,2754,0
i,278.6666667,2111,3562.666667,0
u,408.3333333,871.3333333,2711.333333,0
y,280.6666667,1792.333333,2735,0
y,348.6666667,2043,3039.333333,0
E~,573,1152,2848,1
a~,459.3333333,1072.333333,2589.333333,1
O~,264,1322,2338.333333,1
u,341.6666667,750,2995,0
O~,289.3333333,821.6666667,1686,1
y,295,1566.666667,2317,0
o,384.3333333,720.3333333,2751.333333,0
a,775.3333333,1450,3148.666667,0
i,277.3333333,2118.666667,3444,0
i,391,2168.666667,3615.333333,0
u,239,1552.333333,2975.333333,0
E~,654,1482.666667,2864.666667,1
y,379,1531.666667,2165.666667,0
O~,290.6666667,1207.333333,2211.333333,1
i,303.6666667,2255.333333,3429.666667,0
3,534.3333333,2209.333333,3078,0
O~,253,1163.333333,2418,1
a~,501.3333333,1028.333333,3212,1
y,299.6666667,1421.666667,2113,0
a,807,1516.666667,2961.333333,0
e,410.3333333,2531,3124,0
a~,369,786.6666667,2226.666667,1
O~,270.6666667,1379.666667,2060,1
e,422.3333333,2618.333333,3204.333333,0
o,364.3333333,623.6666667,2589.666667,0
e,422,2501.333333,3146.333333,0
3,610.3333333,2090.333333,3061.333333,0
2,401.6666667,1812.333333,2765.333333,0
e,412.3333333,2555.666667,3260,0
3,555.3333333,2207.333333,3152.333333,0
a~,597,1602.666667,3234.666667,1
u,392,714,2600,0
O~,315.3333333,983,2301.333333,1
y,305.6666667,1596,2565.666667,0
o,398,787.6666667,2869.666667,0
E~,727.3333333,1343.333333,3581,1
e,407,2515.333333,3250.666667,0
3,609,2089,3267.333333,0
E~,735,1301,3478,1
2,426.6666667,1519.333333,2691.666667,0
9,613.3333333,1432,3052.666667,0
u,269.3333333,640,2396.333333,0
3,543,2181.333333,3047.666667,0
o,392.6666667,657.3333333,2673,0
y,346,1713,2145.666667,0
y,298,1704.333333,2573.333333,0
