vowelSAMPA,F1_Hz,F2_Hz,F3_Hz,target
a,807,1491,2932,0
O~,345.3333333,1095,2924.666667,1
E~,646.6666667,1206.333333,2991,1
u,329.3333333,960.3333333,2872.666667,0
9,604,1672.666667,2755.666667,0
a~,412,872.6666667,2998,1
2,384.3333333,1628,2524,0
o,378.6666667,939,2850.666667,0
9,631.6666667,1642.333333,2762.333333,0
a~,341,896,2833.666667,1
u,275,1064.666667,2472,0
O~,362.3333333,1077.333333,3020,1
a~,526,1013.666667,3088.666667,1
y,272,1950,2433.666667,0
u,322.3333333,840.6666667,2646,0
a,721.3333333,1679.666667,2857,0
e,370.3333333,2022,2752.333333,0
E~,579.3333333,1331.666667,3281.333333,1
i,318.3333333,1670.333333,3236.666667,0
a,786.3333333,1514.666667,2989,0
E~,562,1286.333333,2820.333333,1
i,322.6666667,2230.333333,3281.333333,0
a,958,1630.666667,2782,0
y,307.6666667,2193.666667,2616.666667,0
3,659.3333333,2273.333333,3263.333333,0
o,428.3333333,1004.666667,2979.666667,0
u,264.6666667,1285.666667,2618,0
9,733,1872.666667,2972,0
2,335,1725,2810.333333,0
9,666.3333333,1767.666667,2946.666667,0
e,370.6666667,2679.666667,3214,0
O~,382.3333333,1566.666667,2486.333333,1
i,273.6666667,2560,3487.333333,0
E~,442.3333333,1226.666667,2269,1
3,579.6666667,2257.666667,3018,0
3,635.6666667,2323.666667,3184.666667,0
o,343,797,2855,0
y,338,1945.666667,2417,0
3,721.3333333,1766.333333,2569.333333,0
9,733.3333333,1870.333333,2960,0
i,283,2073.666667,3420.666667,0
O~,625,1779.333333,3043.333333,1
u,288,555,2738,0
a~,430,1055.666667,2376.666667,1
i,274,1540.666667,2736,0
y,256.3333333,2138.666667,2676.333333,0
a~,826.6666667,1948.333333,3094.333333,1
2,327.3333333,1611.333333,2596.333333,0
a,929,1702,2874.666667,0
u,265,779.3333333,2392.666667,0
2,324,1624,2607.666667,0
a~,638,1421.666667,2412,1
u,252.3333333,1614,2998,0
a~,829,1712,3379.666667,1
a,857.6666667,1863.666667,2929.666667,0
a,913.3333333,1451.333333,2482.666667,0
e,463,1689.333333,2887.666667,0
2,349,1848.333333,2935.666667,0
2,321,1783.333333,2883,0
9,671.6666667,1761.666667,2918.666667,0
E~,452.6666667,1326.666667,2320,1
O~,353,1229.333333,2025.333333,1
3,624.6666667,2315.666667,3149.666667,0
i,299,1808,2804,0
O~,417,1669,2171.666667,1
9,712.6666667,1836.666667,2889.666667,0
a~,463.3333333,955.3333333,2397.666667,1
o,351,940.6666667,2791,0
a,831,1754.666667,2917.333333,0
2,317,1824,2803,0
9,607.6666667,1814.666667,2895.333333,0
3,630.3333333,2234.666667,3070.666667,0
E~,394.3333333,1181.666667,1960.333333,1
i,282,1794,2945,0
e,370.3333333,2214,3268,0
E~,526.6666667,1190.666667,2394,1
e,363.3333333,2643,3357,0
o,315,924.3333333,2678.333333,0
e,487.6666667,2483.333333,3167,0
E~,497,1272.333333,2409,1
e,507.6666667,2380,3168.666667,0
o,312.3333333,973.3333333,2744.333333,0
i,271,1324,2743.333333,0
u,406.3333333,671.3333333,2628,0
y,289.6666667,2234.333333,2651,0
y,306.6666667,2064.333333,2564,0
E~,422.3333333,1322.666667,2318.333333,1
a~,496,1079.333333,2466.333333,1
O~,466,1838,2652.333333,1
u,419,1152.333333,2827.666667,0
O~,367,1512.333333,2361,1
y,301,2208.333333,2631.333333,0
o,334.6666667,839.6666667,2623,0
a,882.3333333,1647.666667,2657.666667,0
i,294.6666667,2659,3825.333333,0
i,312,2656,3564.333333,0
u,276,781.3333333,2267.666667,0
E~,600.3333333,1508.666667,2768.333333,1
y,388,1999.333333,2772.333333,0
O~,313.3333333,1627,2490.333333,1
i,276,1824.333333,2926.333333,0
3,542.3333333,2327,3084,0
O~,461.6666667,1332.333333,2256,1
a~,609.3333333,931.6666667,2484.333333,1
y,277.6666667,2080.333333,2530,0
a,853.6666667,1836.333333,2862,0
e,373.3333333,2512.666667,3049,0
a~,657.3333333,1611.666667,3011,1
O~,278.6666667,1177.666667,2128.666667,1
e,335,2611.333333,3144.333333,0
o,333.3333333,876,2786.333333,0
e,385.3333333,2599.666667,3326.333333,0
3,719.3333333,1842.666667,2961,0
2,379,1889.666667,2939,0
e,450.6666667,2502,3161.666667,0
3,638,2190.666667,3077.333333,0
a~,533.6666667,1272.333333,2517.666667,1
u,402.3333333,807.3333333,2860.333333,0
O~,351,1513,2247.666667,1
y,324,2206,2709.333333,0
o,331.6666667,1111.333333,2788,0
E~,544.3333333,1178.333333,2091.666667,1
e,398,2617.666667,3293,0
3,595,2263.666667,3090.333333,0
E~,513.6666667,1236,2466.666667,1
2,325.3333333,1666,2752.333333,0
9,705.3333333,1748.666667,2889,0
u,259,1315,2574.333333,0
3,523.3333333,2385.666667,3169.333333,0
o,375.6666667,941.3333333,2747,0
y,331,1921,2562.333333,0
y,254,1863.333333,2413.333333,0
3,691,2182,3158,0
2,364,1942,3001.333333,0
o,339.6666667,873,2802,0
9,727,1831.666667,2883.666667,0
9,695.6666667,1816.666667,2957.666667,0
o,452.3333333,775.3333333,2974.333333,0
2,336.6666667,1847.333333,2772,0
i,317,1308,2986,0
2,323.3333333,1715.666667,2780.333333,0
a,843.3333333,1674,2760,0
9,556.3333333,1889.333333,2944,0
a,839.3333333,1827.666667,3002.666667,0
a,907.6666667,1895.333333,2931,0
O~,397,1430,2241.666667,1
E~,486.3333333,1246.333333,2229.333333,1
u,387.3333333,996,2980,0
9,675.6666667,1817.333333,2827.666667,0
a~,623.3333333,1340.666667,2899.666667,1
2,361.6666667,1812.666667,2723,0
o,473,1032.333333,2970.666667,0
9,672,1803.333333,2914,0
a~,446,1069,2308.666667,1
u,291,812.6666667,2849.666667,0
O~,381,1521.333333,2294.333333,1
a~,689.3333333,1335,2751.333333,1
y,235,2058,2464.333333,0
u,336,764,2806,0
a,856.3333333,1821,2919,0
e,368.3333333,2291.666667,3023.666667,0
E~,475.6666667,1292.666667,2238.333333,1
i,279.6666667,805.3333333,2667.666667,0
a,791.3333333,1413.666667,2506.666667,0
E~,452.6666667,1260.333333,2414.666667,1
i,258.3333333,1780,3378.666667,0
a,802,1451,3031,0
y,338.3333333,2017.666667,2568.333333,0
3,650.6666667,1566.666667,2818.333333,0
o,404,932,2878,0
u,277,871.3333333,2504.666667,0
9,662.6666667,1684,2801.666667,0
2,397.3333333,1648,2736.333333,0
9,745.3333333,1729.666667,2809.333333,0
e,468.3333333,2325.666667,3213.666667,0
O~,324.6666667,1163.333333,2175.666667,1
i,256.3333333,2344.666667,3464.666667,0
E~,651.6666667,1412.333333,2942,1
3,459.3333333,2393.333333,3191.666667,0
3,400.6666667,2509.333333,3369,0
o,444,730.6666667,3227,0
y,308,2187.666667,2631,0
3,782.3333333,2125.666667,3041.666667,0
9,668,1763,2784,0
i,279,2226.333333,3447,0
O~,298.3333333,1337,2307.666667,1
u,277,748,2404,0
a~,534.3333333,1356.333333,2832.333333,1
i,267.3333333,1614.333333,3006.666667,0
y,266.3333333,2249.666667,2512,0
a~,658.3333333,1398.333333,2830.666667,1
2,420,1676,2773.666667,0
a,958,1708,2966.333333,0
u,260,704.6666667,2505.666667,0
2,398.6666667,1561,2535,0
a~,474,1339.666667,2775,1
u,290,783.3333333,2429.666667,0
a~,474.3333333,1220.333333,2752.333333,1
a,813.6666667,1642,3025.666667,0
a,712.3333333,1500.666667,3000.666667,0
e,446.6666667,2413,3251.333333,0
2,399.6666667,1702.666667,2686.333333,0
2,394.3333333,1668.666667,2766,0
9,616,1584.666667,2846.666667,0
E~,944,1501.666667,3356,1
O~,299.3333333,1170,2219.333333,1
3,629.3333333,2166.333333,2930.333333,0
i,267,2388.333333,3571.666667,0
O~,311.6666667,1223.666667,2057,1
9,657,1692.666667,2847,0
a~,472,1347,2335.666667,1
o,431.3333333,842.6666667,2857.666667,0
a,850,1662,2869.333333,0
2,369.6666667,1796,2625,0
9,620.3333333,1716,2872.666667,0
3,576.3333333,2120,3053.333333,0
E~,632.3333333,1512,3104.666667,1
i,257.3333333,1669,3008,0
e,445.6666667,2403.333333,3319,0
E~,458.6666667,1359.666667,2453.333333,1
e,445.3333333,2488.666667,3475.333333,0
o,408.6666667,926.6666667,3209,0
e,462,2435.333333,3247,0
E~,748.6666667,1302,2382.666667,1
e,458.6666667,2340,3244,0
o,427.3333333,1043.333333,3056,0
i,268.6666667,2207.333333,3379.666667,0
u,362.6666667,625,2816.666667,0
y,277.6666667,2118,2578.666667,0
y,271.6666667,2164.666667,2560,0
E~,447.6666667,1240,2444.666667,1
a~,675.3333333,1295,3092.333333,1
O~,317.3333333,1243.333333,2168,1
u,357,1053.666667,2983.333333,0
O~,339.3333333,1031.666667,2156,1
y,281.6666667,2043.333333,2606.333333,0
o,409.6666667,756.3333333,2920.666667,0
a,790.3333333,1583,3090.666667,0
i,250.3333333,1243.333333,2663,0
i,304.3333333,2550.666667,3618,0
u,304,846,2874.666667,0
E~,431.3333333,1274.333333,2571.666667,1
y,362.3333333,2047.333333,2623.666667,0
O~,290.3333333,1182.666667,2205,1
i,275.3333333,1667,2969,0
3,455.3333333,2476,3253,0
O~,365.3333333,1235.333333,2108.666667,1
a~,530.3333333,1179.666667,2482.333333,1
y,286,2095,2557.333333,0
a,911,1652.666667,2951.333333,0
e,477.6666667,2446.333333,3223,0
a~,827,1575,3615.333333,1
O~,317,1194,2186.666667,1
e,412,2489.333333,3246.333333,0
o,403.6666667,921.3333333,2995.666667,0
e,439.6666667,2460.333333,3389,0
3,595.3333333,2191.333333,3043.333333,0
2,418,1762.666667,2847.666667,0
e,411,2373.666667,3259.666667,0
3,606.3333333,2161.666667,3128.666667,0
a~,548.3333333,942.3333333,2045,1
u,366.3333333,842.6666667,2759.333333,0
O~,337.6666667,1069,2295.333333,1
y,274.6666667,2238.333333,2631.666667,0
o,416.3333333,1002.666667,3067.333333,0
E~,720,1290.666667,3021.333333,1
e,452.3333333,2352,3295,0
3,621.3333333,2061,3124,0
E~,657.3333333,1465.666667,3302.666667,1
2,508.6666667,1635.333333,2580.333333,0
9,647,1600.333333,2817,0
u,293.3333333,866,2332.333333,0
3,421.3333333,2446,3235,0
o,423.6666667,966.3333333,2967.666667,0
y,275,2229,2744,0
y,282,1903,2547.666667,0
3,583,2056.333333,3045.666667,0
2,442.3333333,1679.666667,2769.333333,0
o,363,945,2789.666667,0
9,593.6666667,1632.666667,2849,0
9,781.3333333,1707.333333,2991,0
o,447,732,3160.666667,0
2,448,1673.666667,2661.333333,0
i,342.6666667,2532,3809,0
2,409.3333333,1654,2720,0
a,816.3333333,1641,3004.666667,0
9,626.6666667,1653.666667,2886.333333,0
a,798.6666667,1593,3040.666667,0
a,877.3333333,1685,2896,0
O~,354,1129.333333,1994,1
E~,476.3333333,1368,2185.333333,1
u,393.6666667,951.6666667,3027.666667,0
9,667,1744.333333,2856.333333,0
a~,691.6666667,1255,3059.333333,1
2,423.6666667,1756.666667,2697,0
o,440.3333333,985.6666667,2992.333333,0
9,551.3333333,1668.666667,2803.666667,0
a~,511.6666667,960.6666667,2493.333333,1
u,302.6666667,942.6666667,2883.666667,0
O~,331,1109.333333,2130.333333,1
a~,567,1053,2976.333333,1
y,273.3333333,1701,2383.666667,0
u,358,835.3333333,2474.666667,0
a,806.3333333,1676.333333,2965.333333,0
e,476.3333333,2356,3212.666667,0
E~,511,1343.666667,2755.333333,1
i,303.6666667,1084,2632,0
a,916.3333333,1514.333333,2944.666667,0
E~,756,1350,2954.333333,1
i,306,2634.666667,3775,0
a,761,1337,2453,0
y,298,1955,2343,0
3,553.3333333,2223.666667,2830.333333,0
o,409,987,2757.666667,0
u,347.6666667,1538.333333,2717,0
9,453.6666667,1431.666667,2710.333333,0
2,375.3333333,1647.666667,2573.333333,0
9,512.6666667,1516,2702.333333,0
e,386,2333.666667,3140.333333,0
O~,455,1956,3175,1
i,306.3333333,2433.333333,3505,0
E~,549.6666667,1598.333333,2600,1
3,406.3333333,2313.333333,3049,0
3,355.3333333,2433,3102.333333,0
o,379.6666667,755.3333333,2851.333333,0
y,348.3333333,2053.333333,2845.333333,0
3,630.6666667,2263.333333,3067.333333,0
9,532.6666667,1603.666667,2665.333333,0
i,292.6666667,2456.666667,3754,0
O~,463,1744,3091.333333,1
u,405.3333333,1965.666667,3087.333333,0
a~,505.3333333,942.3333333,2567.333333,1
i,261.3333333,2468.666667,3475.333333,0
y,298,1927,2316,0
a~,464.6666667,878.6666667,2543,1
2,368.6666667,1544.333333,2583,0
a,922.6666667,1439,2492.333333,0
u,277,1102.666667,2293.666667,0
2,388.3333333,1423.333333,2284.666667,0
a~,440,1277.666667,2737.333333,1
u,401,2058,3159.333333,0
a~,527,1068.333333,2491,1
a,844,1669,2633.666667,0
a,889,1652,2573.666667,0
e,412.6666667,2387.333333,3044.666667,0
2,377.6666667,1772.666667,2584.333333,0
2,364.3333333,1690,2609.666667,0
9,410,1402.666667,2646,0
E~,538.6666667,1395.666667,2508.666667,1
O~,612,1907.666667,3088,1
3,513.3333333,2255,2987.333333,0
i,261.6666667,2448,3606.333333,0
O~,570,1972,2992.666667,1
9,455,1289,2565.333333,0
a~,393.3333333,954.3333333,2451,1
o,402.3333333,980.3333333,2750,0
a,872.3333333,1504.666667,2614,0
2,386.6666667,1504.333333,2606.666667,0
9,473.3333333,1604.666667,2638.333333,0
3,541.6666667,2263.333333,2935.666667,0
E~,496.6666667,1301,2397.333333,1
i,274.6666667,2424,3366,0
e,358,2467.666667,3117.666667,0
E~,617,1385,2318.666667,1
e,333.3333333,2450.666667,3226.333333,0
o,377.3333333,985.6666667,2574.666667,0
e,401,2377,3034,0
E~,551,1447,2521.333333,1
e,409,2401.666667,3065.666667,0
o,349,912,2786.333333,0
i,306,2338.333333,3431,0
u,369.3333333,1217.666667,2692.333333,0
y,280.3333333,2259.333333,2372.666667,0
y,296.3333333,2102.333333,2505,0
E~,584.6666667,1459,2486,1
a~,542.6666667,950.3333333,2453,1
O~,518,2414,3452.333333,1
u,343.6666667,858,2866,0
O~,530.6666667,1178.666667,2647.666667,1
y,281,2197.666667,2342.666667,0
o,355,823,2836.666667,0
a,782,1543.666667,2662,0
i,281.6666667,2388.666667,3452.666667,0
i,290.6666667,2470,3600.333333,0
u,332,1700.666667,2797.333333,0
E~,526,1735.333333,2445,1
y,299,1996.333333,2463.333333,0
O~,433,1316.666667,2787,1
i,284,2462.333333,3465,0
3,377.3333333,2416,3138.666667,0
O~,487.6666667,1893,3102.333333,1
a~,466.6666667,742.6666667,2478.666667,1
y,321.3333333,1977.333333,2457.666667,0
a,839.3333333,1651,2690.666667,0
e,383.3333333,2460.333333,3205.666667,0
a~,507.6666667,1379,2888.333333,1
O~,546.6666667,2480.666667,3234.333333,1
e,369.3333333,2426,3181,0
o,362,873,2809.333333,0
e,365.3333333,2248.333333,2979,0
3,589.6666667,2152.666667,2878.333333,0
2,377,1638.666667,2673.333333,0
e,357.6666667,2465.333333,3048.666667,0
3,615.3333333,2159.333333,2899,0
a~,440,869,2449.333333,1
u,364.6666667,959,2815.666667,0
O~,547.6666667,1504,3078,1
y,289,2138.333333,2409,0
o,356.3333333,983.6666667,2720,0
E~,587,1214.333333,2420.333333,1
e,374,2334.666667,3136,0
3,576.3333333,2146,2965.666667,0
E~,560,1279,2357.333333,1
2,414.6666667,1535.666667,2473.333333,0
9,466.6666667,1490,2579.333333,0
u,364.3333333,1441,2773.333333,0
3,348.6666667,2294.666667,2997.333333,0
o,374,965.6666667,2628,0
y,348.6666667,1994.333333,2327.333333,0
y,354,1808.666667,2359.666667,0
3,570,2147.666667,2802.666667,0
2,349.3333333,1707.333333,2562,0
o,393,1057,2787.333333,0
9,509.6666667,1649,2676.333333,0
9,586.3333333,1618.333333,2725,0
o,393,777,2899.333333,0
2,388.6666667,1684,2378.333333,0
i,336,2481.333333,3441.666667,0
2,362.6666667,1537,2563,0
a,782,1449,2578,0
9,433.6666667,1625.333333,2603,0
a,779,1606,2697,0
a,902.3333333,1669,2538.666667,0
O~,474,1265,2695.666667,1
E~,493,1239,2338,1
u,382.3333333,849.3333333,2975,0
9,497,1608.666667,2698,0
a~,490,945.3333333,2540.333333,1
2,366,1817,2547,0
o,404.3333333,1008,2863.333333,0
9,478,1585.666667,2634,0
a~,448.3333333,1810.333333,2844,1
u,300,787.3333333,2843.666667,0
O~,497,1304.333333,2827.666667,1
a~,494.6666667,963.3333333,2529,1
y,304.3333333,1901,2295,0
u,354,1139.666667,2585.333333,0
a,861.6666667,1591.666667,2573.333333,0
e,374.3333333,2322,3014,0
E~,667.6666667,1355,2080.333333,1
i,407.6666667,2382.666667,3348.666667,0
a,897.6666667,1540,2576.666667,0
E~,561.3333333,1373.333333,2565.666667,1
i,298.6666667,2560.666667,3748.333333,0
a,835.6666667,1471.666667,2701,0
y,318.3333333,1825.333333,2284,0
3,671.3333333,2102,2784.666667,0
o,414.3333333,984.6666667,2711,0
u,404.3333333,1382,2881.333333,0
9,689.3333333,1707.666667,2592.333333,0
2,360.6666667,1695.333333,2428.666667,0
9,656.6666667,1700.333333,2630,0
e,465,2335,3057.666667,0
O~,513.6666667,1460.333333,2884,1
i,323.3333333,2138.666667,3483.333333,0
E~,730.3333333,1156,2420,1
3,407.3333333,2339.666667,3186.333333,0
3,462.3333333,2348.333333,3014,0
o,433.6666667,920.3333333,2864.666667,0
y,354.6666667,1868.333333,2305.666667,0
3,668.6666667,2202.666667,2983,0
9,707.3333333,1812.333333,2681.666667,0
i,301,2298.333333,3573.333333,0
O~,387.6666667,1194,2608.666667,1
u,342.3333333,636.6666667,2817.333333,0
u,892.6666667,2063.666667,3116.666667,0
i,337.6666667,2168.666667,3409.333333,0
y,306,1897.666667,2279.666667,0
a~,646.3333333,924,2507.666667,1
2,440.3333333,1745.333333,2564,0
a,860.6666667,1697.333333,2734.666667,0
u,299,879.3333333,2239.333333,0
2,448.3333333,1812,2460.666667,0
a~,713.6666667,921.6666667,2704.333333,1
u,366.6666667,765.6666667,2486.333333,0
a~,598.6666667,927.6666667,2331.333333,1
a,863,1680.333333,2772.333333,0
a,849,1496,2796,0
e,427.3333333,2410.666667,2997,0
2,461.6666667,1841,2514.666667,0
2,449.3333333,1802.333333,2618,0
9,724.6666667,1571.333333,2576.666667,0
E~,692,1121.666667,2207.666667,1
O~,586.6666667,1336.333333,2820.333333,1
3,704.6666667,2111.333333,2759,0
i,314.3333333,2220.666667,3445.666667,0
O~,420.6666667,1163,3030.666667,1
9,708,1642.333333,2745.666667,0
a~,761.6666667,998.3333333,2368,1
o,490,1104.333333,2760.333333,0
a,835.6666667,1755.333333,2764.333333,0
2,415.6666667,1685,2537,0
3,609.6666667,2103.333333,2790.666667,0
E~,609,1091.666667,2680,1
i,301.3333333,2145.333333,3493,0
e,453.6666667,2333.666667,3114,0
E~,534.6666667,1159,2590.333333,1
e,461.3333333,2326.333333,3072.666667,0
o,446,1069,2599.666667,0
e,438,2282,2978,0
E~,746.6666667,1149,2402.666667,1
e,450.6666667,2365.666667,3024.666667,0
o,439.3333333,1059.666667,2686.333333,0
i,317.3333333,2128,3368.666667,0
u,371.3333333,830.6666667,2651,0
y,293.3333333,1904.333333,2339,0
y,330.3333333,1935,2257,0
E~,635.3333333,1047.333333,2452,1
a~,620.6666667,987.6666667,2463,1
O~,409,1145.666667,2748,1
u,426.3333333,955.6666667,2780,0
O~,377.3333333,1031.666667,2609.333333,1
y,297,1826.666667,2344.666667,0
o,477.3333333,1083.666667,2622.666667,0
a,808.6666667,1558.333333,2639,0
i,309.6666667,2128.666667,3434.666667,0
i,351.6666667,2319.333333,3373,0
u,322,1109,2768.666667,0
E~,626.6666667,1086,2672,1
y,427,1665.666667,2394.666667,0
O~,430.6666667,1186.666667,2759,1
i,337.3333333,2161.666667,3363,0
3,438.6666667,2213.333333,2918.333333,0
O~,511,1158.666667,2715.333333,1
a~,700.3333333,898.6666667,2543,1
y,325.6666667,1937.333333,2586.666667,0
a,821.6666667,1801,2706.666667,0
e,468,2347.666667,3009.666667,0
a~,698.3333333,901.3333333,2614.333333,1
O~,469,1378.333333,2638.666667,1
e,451.6666667,2439,3033.333333,0
o,472.3333333,1024,2603,0
e,413,2308.666667,3115.333333,0
3,708.6666667,2200.333333,2844.333333,0
2,457.6666667,1849,2761.666667,0
e,461,2376,2986.333333,0
3,647.6666667,2201.666667,2956.666667,0
a~,679.6666667,1021,2277,1
u,369.3333333,789,2922,0
O~,462,1177,2768.333333,1
y,350.3333333,2024.666667,2480.666667,0
o,465.6666667,1098.333333,2670.666667,0
E~,768.3333333,1091.333333,2440,1
e,409,2362,2971,0
3,665.3333333,2110.666667,2874.333333,0
E~,671,1066.666667,2789,1
2,458.6666667,1723.666667,2467.666667,0
9,766.6666667,1629.666667,2700,0
u,368.3333333,992.6666667,2528,0
3,520.3333333,2342.666667,2974.333333,0
o,419.3333333,997.6666667,2747.666667,0
y,359.6666667,1710,2122.666667,0
y,314,1982.666667,2289,0
3,660.3333333,2130.666667,2847.333333,0
2,430,1874.666667,2667.333333,0
o,406.6666667,991,2686.333333,0
9,707.3333333,1757.333333,2810,0
9,721,1619.333333,2658.666667,0
o,483.3333333,973.3333333,2764.333333,0
2,411.6666667,1603.666667,2456.333333,0
i,428,2167,3349.666667,0
2,464.3333333,1566.666667,2513,0
a,809.3333333,1695.333333,2740,0
9,668,1624.333333,2750,0
a,807.6666667,1497,2768,0
a,864.3333333,1588.666667,2765,0
O~,401.6666667,1079,2556,1
E~,778.6666667,1159,2864,1
u,395,974.6666667,2872.666667,0
9,683.3333333,1718,2600.666667,0
a~,540,992.6666667,2792,1
2,462.6666667,1801.666667,2399,0
o,468.6666667,1065.333333,2716.666667,0
9,695.6666667,1717,2758,0
a~,669,923.6666667,2190,1
u,322.6666667,858,2426.666667,0
O~,443.6666667,1129,2921.666667,1
a~,753.3333333,1055.333333,3041,1
y,326,2068.333333,2257,0
u,520,1439,2963.333333,0
a,770.3333333,1711.666667,2608.666667,0
e,440,2342,3045.333333,0
E~,691,1041.666667,2205.666667,1
i,380.3333333,1751.333333,3184.666667,0
a,893,1434,2818.333333,0
E~,768.6666667,1135.666667,2214,1
i,313.6666667,2257.333333,3486.333333,0
a,946.6666667,1512,3230.333333,0
y,333,1595,2569.666667,0
3,725.3333333,2216.333333,3111,0
o,407,978.6666667,2681.666667,0
u,332.3333333,933.6666667,2642.333333,0
9,715.6666667,1849,2878.333333,0
2,497.3333333,1832.333333,2754.333333,0
9,746,1692.333333,3111,0
e,491,2485.333333,3416.666667,0
O~,359,1282.666667,2769,1
i,295,2344.666667,3507,0
E~,731,1308.666667,3067.666667,1
3,633.3333333,2359.333333,3232.333333,0
3,589.6666667,958.3333333,2408,0
o,530,871.6666667,2920.333333,0
y,351.3333333,2089,2776.333333,0
3,762.6666667,2370.333333,3367,0
9,727,1896,2896,0
i,303.6666667,2377.333333,3834,0
O~,356.3333333,1273.333333,2829.666667,1
u,372.3333333,623.6666667,3144,0
a~,689.3333333,1126,2390,1
i,289.3333333,1986.666667,3408.333333,0
y,311.6666667,2049,2471,0
a~,687.6666667,1276.666667,2845.666667,1
2,466.6666667,1864.666667,2791.333333,0
a,965,1395.333333,2481,0
u,302.6666667,738,2566.666667,0
2,480,1850.333333,2558,0
a~,818.3333333,1292,3377.333333,1
u,385.3333333,856,2696.333333,0
a~,603.3333333,1097.666667,2500.666667,1
a,879.6666667,1450.333333,2796.666667,0
a,952.3333333,1491.666667,3135.333333,0
e,446.3333333,1999.333333,3061.333333,0
2,494.3333333,1973.666667,2811.666667,0
2,454.6666667,1800,2795,0
9,747,1699,2927.333333,0
E~,728.3333333,1267.666667,3241.666667,1
O~,327,1212.666667,2822.666667,1
3,644.6666667,2421,3210,0
i,353,1438.333333,2992.666667,0
O~,364,1128.333333,2774.333333,1
9,661.3333333,1741,2887,0
a~,781.3333333,1515.333333,2899,1
o,483.3333333,1040.666667,2867.666667,0
a,924,1639.333333,3082.333333,0
2,468.3333333,1831.666667,2864.666667,0
3,671,2310.333333,3302,0
E~,672.3333333,1212,2732.333333,1
i,305,2176.333333,3761.666667,0
e,454.3333333,2563.333333,3512.333333,0
E~,564.6666667,1275,2869.333333,1
e,498.3333333,2447.333333,3391,0
o,504.6666667,1062.666667,2747.333333,0
e,491.6666667,2464.333333,3136.666667,0
E~,557.6666667,1272.666667,3134.666667,1
e,474,2598.333333,3335.666667,0
o,416.3333333,1079,2780,0
i,332.3333333,2308.666667,3686.333333,0
u,377,810.6666667,2638,0
y,330.6666667,2115.666667,2641.333333,0
y,344.6666667,2135.333333,2680.666667,0
E~,522,1236.666667,2230.333333,1
a~,648.3333333,1194.666667,2441.666667,1
O~,326.6666667,1238,2651.333333,1
u,420.3333333,993,2857.333333,0
O~,380.3333333,1281.333333,2780.666667,1
y,279,2208.666667,2555,0
o,480.3333333,1003.333333,2872.333333,0
a,902.6666667,1532.666667,3266.666667,0
i,349.3333333,2327.333333,3652,0
i,404.6666667,2685.333333,3817,0
u,301.6666667,847.6666667,2690.333333,0
E~,535.6666667,1353.666667,2162,1
y,435,2077.666667,2950.666667,0
O~,374,1270,2609,1
i,322,2167.333333,3596.333333,0
3,651.3333333,2354.666667,3238,0
O~,425.6666667,1216.333333,2817.333333,1
a~,704.3333333,1264.333333,2455.666667,1
y,331,2164,2768.333333,0
a,906.3333333,1633.333333,3081,0
e,488.6666667,2509,3426.333333,0
a~,674,1344,3388,1
O~,363.6666667,1290.333333,2852.666667,1
e,446.6666667,2456.666667,3261.333333,0
o,457.6666667,902.3333333,2663,0
e,434.6666667,2415.333333,3296.666667,0
3,771.6666667,2248.666667,3091.333333,0
2,494.6666667,1824,2935.333333,0
e,450.3333333,2591.666667,3369,0
3,634,1323.666667,2629.333333,0
a~,726.6666667,1573,3874.666667,1
u,399.3333333,802.3333333,2718.666667,0
O~,421.3333333,1194.666667,2695.666667,1
y,325,2274.666667,2596,0
o,391.3333333,1138.333333,2625.666667,0
E~,584.3333333,1238,2038.666667,1
e,444.6666667,2546.666667,3378.333333,0
3,663.6666667,1900.333333,3027.333333,0
E~,484.6666667,1210,3015.666667,1
2,492,1816,2756.333333,0
9,691.6666667,1654.666667,2822.333333,0
u,333.6666667,1108.666667,2836,0
3,660,2346.333333,3207,0
o,413.3333333,1008.666667,2622.666667,0
y,348,1961.333333,2526.333333,0
y,319.3333333,2042.666667,2677.666667,0
3,722.6666667,2043,3110.666667,0
2,503.3333333,1814.666667,2916.666667,0
o,454.6666667,980.3333333,2897.666667,0
9,707.6666667,1825.333333,2969.666667,0
9,719.3333333,1915,2868.666667,0
o,481,920.3333333,3219.666667,0
2,504.3333333,1968.333333,2866,0
i,335,902.6666667,2893,0
2,480.6666667,1780,2823.666667,0
a,864,1686.666667,3083.333333,0
9,659.6666667,1838,2950,0
a,908,1533.333333,3213.333333,0
a,950.3333333,1488,2734.666667,0
O~,313,1239.333333,2672.666667,1
E~,750,1151,2596.333333,1
u,386.6666667,911,2732.666667,0
9,689,1836.666667,2890.333333,0
a~,635,1052,2880.333333,1
2,490.6666667,1913.666667,2688,0
o,463.6666667,1008.666667,2868,0
9,687,1863.333333,2912.666667,0
a~,752.6666667,1045.666667,2679,1
u,353.6666667,844,2653.333333,0
O~,373,1322.666667,3131,1
a~,741,1115.666667,2066.333333,1
y,294,2080,2291,0
u,383.6666667,771.3333333,2439,0
a,881,1708.333333,3103,0
e,479.6666667,2481,3295.666667,0
E~,656.6666667,1102.333333,1951,1
i,290.6666667,1110,2611.666667,0
a,947,1576.666667,3200,0
E~,591.6666667,1076.666667,3140.333333,1
i,344.6666667,2490.666667,3707,0
a,673,1374.333333,2608.333333,0
y,344.3333333,1604.333333,2319.333333,0
