vowel,freq_f1,amp_f1,freq_f2,amp_f2,freq_f3,amp_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,
ɑ̃,446,43.68,1118,32.51,1948,11.54,194,42.78,366,43.68,31.72,42.78,194,1
ɑ̃,467,42.36,1129,27.69,2613,3.72,194,41.06,366,42.36,30,41.06,194,1
ɔ̃,359,43.88,1097,26.13,2813,-11.04,215,43.88,409,36.23,27.91,43.88,215,1
ɔ̃,373,43.8,1139,25.22,1820,4.76,215,43.8,409,39.88,29.82,43.8,215,1
ɔ̃,361,44.15,1201,27.94,2054,2.84,194,44.15,409,41.6,28.09,44.15,194,1
ɔ̃,363,42.94,1166,22.89,2186,6.82,194,42.94,388,41.92,25.69,42.94,194,1
ɔ̃,363,34.94,1166,17.7,2186,6.12,194,34.39,388,34.94,19.76,34.39,194,1
ɔ̃,365,40.33,1076,23.09,2394,3.01,215,40.33,452,35.35,17.17,40.33,215,1
ɔ̃,340,41.84,1089,26.03,2369,3.05,215,41.84,431,32.56,23.76,41.84,215,1
ɔ̃,339,44.21,1105,29.63,2342,8.37,215,44.21,431,33.85,29.78,44.21,215,1
ɔ̃,388,44.51,1111,25.79,2141,12.14,215,44.51,409,37.71,31.09,44.51,215,1
ɔ̃,408,44.34,1227,24.1,2119,11.42,215,44.34,409,39.46,30.47,44.34,215,1
ɑ̃,308,46.35,1124,27.29,2949,-2.12,237,46.35,474,33.35,26.63,46.35,237,1
ɑ̃,720,30.23,1169,27.27,3312,10.02,215,45.77,452,31.05,30.23,45.77,215,1
ɑ̃,808,34.04,1630,13.28,3249,7.51,215,44.98,409,35.83,31.98,44.98,215,1
ɑ̃,564,41.83,1446,24.4,3242,7.91,194,44.67,388,41.83,30.69,44.67,194,1
ɑ̃,634,28.86,1378,24.86,3182,9.9,194,43.88,366,42.5,28.86,43.88,194,1
ɑ̃,443,41.47,1191,27.84,2929,13.99,194,45.55,388,41.47,39.25,45.55,194,1
ɑ̃,546,47.56,1101,36.57,2963,18.48,194,45.44,366,42.26,47.56,45.44,194,1
ɑ̃,358,44.43,933,38.87,2475,-7.63,172,44.68,366,42.94,30.2,44.68,172,1
ɑ̃,360,43.42,929,31.91,2189,4.71,172,43.76,366,42.33,29.54,43.76,172,1
ɑ̃,336,43.1,991,20.83,2278,3.47,172,43.1,366,40.33,28.96,43.1,172,1
ɑ̃,477,44.02,1098,27.53,2014,16.59,237,48.63,452,36.96,38.73,48.63,237,1
ɑ̃,610,41.29,934,40.34,2020,15.59,215,47.66,431,39.73,41.29,47.66,215,1
ɑ̃,590,41.64,896,43.37,1935,12.66,215,47.08,431,41.64,40.08,47.08,215,1
ɑ̃,460,38.07,1064,33.96,1986,10.77,215,46.46,431,38.07,36.81,46.46,215,1
ɑ̃,685,35.05,881,34.72,2091,5.48,237,40.23,431,32.56,35.05,40.23,237,1
ɛ̃,797,37.62,1352,35.67,3298,17.05,215,45.59,409,42.51,37.62,45.59,215,1
ɛ̃,551,46.39,1416,34.69,2631,1.25,194,46.11,409,46.39,35.49,46.11,194,1
ɛ̃,456,47.13,1355,35.29,2000,19.38,194,45.77,388,47.13,34.62,45.77,194,1
ɛ̃,432,44.91,1333,31.52,1982,18.14,194,44.37,388,44.91,31.04,44.37,194,1
ɛ̃,538,40.22,1365,23.71,2311,7.62,194,39,388,40.22,26.75,39,194,1
ɔ̃,428,49.47,1125,32.04,2828,0.64,237,49.47,495,42.47,35.64,49.47,237,1
ɔ̃,343,49.6,1284,24.95,2193,14.58,237,49.6,452,40.08,32.29,49.6,237,1
ɔ̃,313,48.08,1367,28.79,2391,13.75,215,48.08,452,39.33,20.14,48.08,215,1
ɔ̃,282,44.58,1342,22.77,2275,10.63,215,44.58,431,33.35,15.47,44.58,215,1
ɔ̃,262,39.33,1343,14.2,2266,-4.11,237,39.33,452,24.85,7.08,39.33,237,1
ɔ̃,334,47.71,1385,15.15,2274,10.16,258,47.71,495,37.63,19.03,47.71,258,1
ɔ̃,375,50.09,896,33.89,2175,16.74,237,50.09,495,40.86,33.89,50.09,237,1
ɔ̃,334,48.83,960,24.08,2097,12.51,237,48.83,474,37.09,28.56,48.83,237,1
ɔ̃,273,47.09,1545,16.27,1934,13.74,237,47.09,474,31.42,19.44,47.09,237,1
ɔ̃,330,42.34,1177,19.46,2123,1.14,237,42.34,474,25.9,18.15,42.34,237,1
ɑ̃,424,48.11,1368,28.5,3113,14.57,237,48.11,452,42.37,32.75,48.11,237,1
ɑ̃,751,39.75,1492,26.06,3123,11.93,215,47.31,431,37.88,39.75,47.31,215,1
ɑ̃,826,37.51,1615,13.8,3698,16.23,215,45.25,431,34.53,36.55,45.25,215,1
ɑ̃,230,41.52,939,28.69,1470,18.73,215,41.52,431,30.04,30.52,41.52,215,1
ɑ̃,361,34.86,1053,11.01,2057,-4.19,108,20.83,215,37.17,34.86,37.17,215,1
ɛ̃,582,40.62,1913,29,2982,16.33,237,48.19,474,40.62,31.62,48.19,237,1
ɛ̃,796,37.1,1686,34.53,3150,16.12,237,46.25,452,35.01,37.1,46.25,237,1
ɛ̃,889,35.9,1541,30.93,3378,16.41,215,43.45,452,32.66,35.84,43.45,215,1
ɛ̃,750,31.21,1369,30.24,3656,10.56,215,41.34,452,29.77,31.21,41.34,215,1
ɛ̃,344,39.59,1208,22.12,2006,4.86,237,39.59,345,25.24,25.6,39.59,237,1
ɔ̃,455,45.76,769,32.86,2214,4.41,237,45.76,495,42.43,32.86,45.76,237,1
ɔ̃,399,46.98,960,33.27,2226,9.47,237,46.98,474,40.13,33.27,46.98,237,1
ɔ̃,297,46.15,1202,21.91,2165,9.63,237,46.15,474,33.08,24.58,46.15,237,1
ɔ̃,272,41.97,1291,19.37,2244,1.53,237,41.97,474,25.8,15.99,41.97,237,1
ɔ̃,278,39.09,1376,14.91,2051,2.66,237,39.09,474,22.42,14.23,39.09,237,1
ɑ̃,692,36.93,1232,32.1,3134,7.64,258,48.27,517,36.93,35.9,48.27,258,1
ɑ̃,241,47.45,954,36.61,2089,10.58,237,47.45,474,33.54,37.17,47.45,237,1
ɑ̃,274,46.81,948,36.79,2043,9.61,237,46.81,474,32.28,34.9,46.81,237,1
ɑ̃,315,46.56,999,33.94,2132,12.74,237,46.56,474,32.88,34.61,46.56,237,1
ɑ̃,276,47.72,1208,22.05,2306,9,237,47.72,474,32.74,16.36,47.72,237,1
ɛ̃,701,43.55,1380,32.92,3201,11.72,258,47.02,517,43.55,40.32,47.02,258,1
ɛ̃,975,39.69,1524,33.5,3367,19.53,237,46.05,495,35.11,39.28,46.05,237,1
ɛ̃,976,35.12,1220,31.11,1966,15.38,237,45.61,474,29.84,33.08,45.61,237,1
ɛ̃,275,41.68,1148,30.23,1788,18.63,237,41.68,474,23.53,28.61,41.68,237,1
ɛ̃,429,34.26,1243,21.46,2275,2.38,218,34.26,409,26.97,20.73,34.26,218,1
ɛ̃,850,38.84,1421,35.17,3041,1.76,237,47.09,474,35.63,38.84,47.09,237,1
ɛ̃,915,36.28,1407,35.86,3233,4.5,237,45.91,474,31.8,36.28,45.91,237,1
ɛ̃,787,32.37,1310,29.54,1862,16.14,237,43.56,474,27.37,32.37,43.56,237,1
ɛ̃,368,39.51,1233,25.91,1885,8.07,129,19.56,237,41.8,32.4,41.8,237,1
ɛ̃,739,25.27,1349,21.71,2842,-16.07,237,39.49,366,38.28,25.27,39.49,237,1
ɔ̃,405,48.61,949,31.35,2193,11.19,258,48.61,517,41.61,31.35,48.61,258,1
ɔ̃,444,48.22,974,32.25,1837,15.21,258,48.22,495,40.05,32.25,48.22,258,1
ɔ̃,338,47.74,1162,22.23,2087,12.57,237,47.74,495,36.86,27.97,47.74,237,1
ɔ̃,310,44.54,1193,23.6,2312,1.86,237,44.54,495,31.58,23.23,44.54,237,1
ɔ̃,320,40.19,1263,14.76,2115,-0.6,258,40.19,388,30.39,12.96,40.19,258,1
ɑ̃,723,40.52,1340,30.47,3266,16.23,258,49.73,517,40.52,39.43,49.73,258,1
ɑ̃,950,40.77,1699,22.45,2825,3.05,237,48.77,474,36.42,40.77,48.77,237,1
ɑ̃,874,35.31,1888,14.51,3519,12.6,237,47.14,474,31,35.31,47.14,237,1
ɑ̃,276,43.56,1172,20.2,2028,4.77,237,43.56,474,23.52,24.51,43.56,237,1
ɑ̃,317,40.15,1135,19.37,1980,-0.75,237,40.15,474,21.34,25.05,40.15,237,1
ɛ̃,635,40.67,1666,30.05,3215,19.25,258,47.85,517,40.67,39.66,47.85,258,1
ɛ̃,828,40.52,1466,34.55,3473,21.69,237,46.48,495,35.94,40.52,46.48,237,1
ɛ̃,952,38.07,1475,33.83,3286,14.78,237,45.84,474,32.83,36.65,45.84,237,1
ɛ̃,959,35.18,1393,31.01,1939,14.02,237,43.53,474,26.29,31.24,43.53,237,1
ɛ̃,664,24.75,1192,25.95,1862,12.82,237,39.96,366,25.72,24.75,39.96,237,1
ɔ̃,366,47.72,1007,25.84,2273,10.05,258,47.72,495,39.05,29.9,47.72,258,1
ɔ̃,346,48.08,1120,25.96,2138,6.99,237,48.08,495,37.68,31.52,48.08,237,1
ɔ̃,320,47.31,1143,27.31,2160,8.97,237,47.31,474,35.79,28.48,47.31,237,1
ɔ̃,307,45.17,1208,25.23,2220,7.08,237,45.17,495,32.28,22.53,45.17,237,1
ɔ̃,325,41.94,1254,20.61,2145,6.32,258,41.94,388,31.77,16.13,41.94,258,1
ɑ̃,600,45.94,1498,19.02,3316,9.2,258,48.88,538,45.94,38.51,48.88,258,1
ɑ̃,826,42.13,1161,38.48,3426,16.01,258,48.57,517,36.88,42.13,48.57,258,1
ɑ̃,828,35.82,1152,30.25,3369,12.06,258,46.83,495,31.51,35.82,46.83,258,1
ɑ̃,624,30.57,1302,20.18,3702,7.61,258,43.73,517,26.31,30.57,43.73,258,1
ɑ̃,254,38.36,857,28.43,1968,-0.22,280,38.36,538,20.78,28.43,38.36,280,1
ɔ̃,475,49.26,1180,30.46,2858,-1.4,258,49.26,517,42.95,36.37,49.26,258,1
ɔ̃,438,49.41,1205,30.95,1946,13.96,258,49.41,517,40.27,38.02,49.41,258,1
ɔ̃,361,48.65,1255,32.23,2162,9.81,258,48.65,517,38.37,30.82,48.65,258,1
ɔ̃,308,44.49,1272,21.3,2200,2.21,258,44.49,388,29.56,18.82,44.49,258,1
ɔ̃,380,40,1228,13.9,2208,-5.39,280,40,388,29.92,11.52,40,280,1
ɔ̃,457,50.09,972,28.91,3129,8.69,280,50.09,538,44.88,28.91,50.09,280,1
ɔ̃,369,51.12,894,35.11,2096,13.18,258,51.12,517,41.25,35.11,51.12,258,1
ɔ̃,327,50.04,1151,23.95,2182,10.22,258,50.04,517,39.09,26.03,50.04,258,1
ɔ̃,300,46.54,1160,22.28,2188,3.28,258,46.54,495,33.94,20.94,46.54,258,1
ɔ̃,317,42.44,1211,17.88,2077,0.58,258,42.44,409,30.6,15.38,42.44,258,1
ɛ̃,393,50.09,2667,23.41,3535,14.25,258,50.09,495,41.35,19.22,50.09,258,1
ɛ̃,523,44.74,1960,31.56,2897,23.54,237,47.82,495,44.74,37.93,47.82,237,1
ɛ̃,760,33.67,1462,24.74,3564,8.95,237,46.66,474,30.5,33.67,46.66,237,1
ɛ̃,285,42.26,1179,25.61,2284,-0.29,258,42.26,495,25.02,22.95,42.26,258,1
ɛ̃,283,38.56,1234,18.32,2157,-8.11,258,38.56,538,12.56,6.51,38.56,258,1
ɛ̃,652,38.04,1329,33.91,2796,-0.85,258,48.45,538,36.86,38.04,48.45,258,1
ɛ̃,851,39.11,1453,32.41,3634,11.96,258,48.25,517,35.46,39.11,48.25,258,1
ɛ̃,342,46.69,1157,29.55,2036,8.87,237,46.69,495,31.83,33.63,46.69,237,1
ɛ̃,265,43.9,1165,21.4,2025,4.32,237,43.9,474,21.47,21.24,43.9,237,1
ɛ̃,263,39.75,1189,20.84,1977,2.09,237,39.75,495,11.25,8.28,39.75,237,1
ɑ̃,545,49.58,1586,30.65,3242,14.89,280,47.98,560,49.58,31.57,47.98,280,1
ɑ̃,488,46.93,1104,37.26,2279,11.95,237,48.31,474,36.01,40.28,48.31,237,1
ɑ̃,861,36.58,1440,24.96,3942,7.46,237,47.93,474,33.18,36.58,47.93,237,1
ɑ̃,380,47.42,1133,29.37,1770,14.18,237,47.42,474,32.36,36.36,47.42,237,1
ɑ̃,298,46.08,1241,26.2,2485,-2.96,237,46.08,495,31.17,25.78,46.08,237,1
ɛ̃,700,41.72,1366,29.14,3225,14.39,258,46.58,495,41.72,39.66,46.58,258,1
ɛ̃,930,36.93,1456,29.4,3489,6.87,237,45.82,474,32.62,36.93,45.82,237,1
ɛ̃,979,32.3,1313,31.11,3853,8.84,237,44.26,452,28.35,29.95,44.26,237,1
ɛ̃,251,41.24,1105,25.28,1794,7.77,237,41.24,452,20.6,21.16,41.24,237,1
ɛ̃,927,19.38,1389,21.62,3509,-9.49,237,38.02,366,26.63,16.34,38.02,237,1
ɔ̃,521,52.98,1201,22.93,2667,12.11,280,52.98,581,45.61,36.59,52.98,280,1
ɔ̃,544,52.2,863,40.46,2005,11,280,52.2,560,44.3,40.46,52.2,280,1
ɔ̃,391,50.59,954,24.87,2032,10.02,280,50.59,538,43.62,24.87,50.59,280,1
ɔ̃,338,48.71,859,23.29,2117,7.34,258,48.71,538,38.73,23.29,48.71,258,1
ɔ̃,286,46.6,1158,15.01,2145,-1.26,280,46.6,538,28.7,18.67,46.6,280,1
ɛ̃,754,43.58,1515,27.41,3278,13.53,280,50.4,560,43.2,43.58,50.4,280,1
ɛ̃,791,44.44,1507,35.32,3872,13.49,258,47.75,538,38.03,44.44,47.75,258,1
ɛ̃,529,44.12,1471,21.89,2276,1.43,258,45.51,538,28.31,30.06,45.51,258,1
ɛ̃,301,41.15,1280,17.49,2109,-0.55,280,41.15,560,19.69,16.78,41.15,280,1
ɛ̃,533,37.12,1362,8.94,2559,-15.15,242,37.12,366,14.62,8.42,37.12,242,1
ɛ̃,719,44.49,1561,28.81,3352,26.02,258,48.87,495,41.91,44.49,48.87,258,1
ɛ̃,804,42.87,1507,36.19,3643,18.41,258,47.7,495,37.38,42.87,47.7,258,1
ɛ̃,864,37.34,1576,30.34,3648,19.95,237,46.16,495,32.96,37.34,46.16,237,1
ɛ̃,749,28.72,1517,20.14,3267,2.29,258,43.86,495,27.13,28.72,43.86,258,1
ɛ̃,751,15.23,1521,19.82,3432,-7.52,258,41.36,517,15.23,13.9,41.36,258,1
ɛ̃,774,41.84,1370,34.34,3254,10.68,258,48.79,517,39.59,41.84,48.79,258,1
ɛ̃,845,40.7,1418,36.01,3416,14.5,258,48.11,495,36.15,40.7,48.11,258,1
ɛ̃,719,34.87,1290,32.88,3149,2.34,258,47.02,495,31.5,34.87,47.02,258,1
ɛ̃,279,44.12,1225,23.56,2229,0.69,237,44.12,495,24.04,24.78,44.12,237,1
ɛ̃,270,42.32,1237,24.16,2254,-0.25,258,42.32,495,20.55,18.51,42.32,258,1
ɔ̃,480,50.16,1242,24.33,3552,11.9,258,50.16,495,41.83,35.65,50.16,258,1
ɔ̃,419,49.86,1151,30.13,2130,9.8,237,49.86,495,42.19,37.98,49.86,237,1
ɔ̃,302,49.07,1175,29.92,2172,8.67,237,49.07,474,37.08,25.28,49.07,237,1
ɔ̃,267,46.6,1193,24.52,2294,4.74,237,46.6,474,29.68,15.88,46.6,237,1
ɔ̃,248,44.53,1213,23.09,2192,2.83,237,44.53,474,21.89,7.55,44.53,237,1
ɑ̃,445,52.22,1053,41.5,3437,9.6,258,52.22,517,40.33,41.5,52.22,258,1
ɑ̃,216,51.54,987,45.09,1893,19.06,258,51.54,495,39.35,41.74,51.54,258,1
ɑ̃,972,45.63,1907,18.65,3784,17.79,237,51.36,495,37.21,40.2,51.36,237,1
ɑ̃,412,50.42,1207,42.9,2427,4.01,237,50.42,474,35.51,39.2,50.42,237,1
ɑ̃,348,48.43,1217,32.58,3253,9.64,237,48.43,474,35.17,33.64,48.43,237,1
ɔ̃,418,50.77,1024,31.66,2068,2.05,258,50.77,517,45.4,31.66,50.77,258,1
ɔ̃,405,51.88,1089,31.32,1797,11.71,258,51.88,517,46.64,31.98,51.88,258,1
ɔ̃,324,49.71,1140,25.26,2008,9.19,237,49.71,495,40.41,24.33,49.71,237,1
ɔ̃,301,46.28,1269,21.84,2092,7.87,237,46.28,474,34.16,19.05,46.28,237,1
ɔ̃,267,42.85,1321,15.6,2051,-2.63,237,42.85,474,26.34,9.45,42.85,237,1
ɑ̃,450,48.14,1108,33.95,2415,-0.86,237,47.62,474,48.14,27.59,47.62,237,1
ɑ̃,827,39.69,1509,25.12,3522,9.5,237,48.34,452,39.32,39.63,48.34,237,1
ɑ̃,910,40.1,1727,16.82,3746,12.92,237,46.89,452,32.25,37.41,46.89,237,1
ɑ̃,299,44.66,1131,24.58,2020,6.87,237,44.66,474,26.13,29.99,44.66,237,1
ɑ̃,292,42.46,1074,20.14,2221,-7.33,237,42.46,474,20.94,23.58,42.46,237,1
ɑ̃,656,43.19,1348,32.83,3552,10.62,258,50.57,538,43.19,41.17,50.57,258,1
ɑ̃,786,42.31,1306,30.89,3630,21.61,258,49.48,517,38.13,42.31,49.48,258,1
ɑ̃,646,36.4,999,36.97,2999,-1.24,237,47.39,495,33.81,36.4,47.39,237,1
ɑ̃,256,44.4,1206,17.6,2455,-9.63,237,44.4,474,19.33,16.78,44.4,237,1
ɑ̃,259,40.43,1239,10.43,2297,-14.05,237,40.43,517,8.02,10.2,40.43,237,1
ɛ̃,781,44.81,1429,35.23,3886,14.5,258,50.76,538,38.73,44.81,50.76,258,1
ɛ̃,802,43.1,1506,35.31,3727,12.89,258,50.23,517,37.63,43.1,50.23,258,1
ɛ̃,789,38.83,1623,26.69,3708,12.47,258,48.58,517,34.42,38.83,48.58,258,1
ɛ̃,472,45.39,805,30.29,1930,10.9,258,45.39,517,29.62,30.29,45.39,258,1
ɛ̃,326,42.93,1529,15.83,1938,6.45,258,42.93,538,25.4,23.59,42.93,258,1
ɑ̃,455,49.55,1244,32.49,2862,18.45,237,47.8,495,49.55,25.4,47.8,237,1
ɑ̃,920,40.1,1330,36.7,3383,17.88,237,48.35,474,39.2,40.1,48.35,237,1
ɑ̃,891,39.31,1280,32.41,3644,21.48,237,47.56,474,34.63,38.43,47.56,237,1
ɑ̃,371,43.2,1242,14.87,3050,-14.43,237,43.2,495,22.51,27.79,43.2,237,1
ɑ̃,290,37.44,1051,8.26,2198,-11.57,258,37.44,495,10.49,19.6,37.44,258,1
ɔ̃,414,48.62,1082,27.96,2856,-6.82,258,48.62,538,38.5,31.92,48.62,258,1
ɔ̃,363,48.53,1150,25.12,2086,7.41,258,48.53,517,37.91,31.57,48.53,258,1
ɔ̃,289,46.93,1183,24,2343,2.66,258,46.93,495,31.95,19.46,46.93,258,1
ɔ̃,260,44.33,1254,15.38,2225,-2.47,258,44.33,495,17.79,11.53,44.33,258,1
ɔ̃,261,42.72,1172,16.12,2194,-9.09,258,42.72,538,7.83,7.96,42.72,258,1
ɔ̃,414,50.92,813,42.23,2163,19.47,280,50.92,538,44.12,36.47,50.92,280,1
ɔ̃,377,51.13,829,39.86,2163,14.03,280,51.13,538,42.46,39.84,51.13,280,1
ɔ̃,355,49.76,1198,23.66,2092,12.04,258,49.76,538,40.61,27.36,49.76,258,1
ɔ̃,339,48,1152,19.68,2070,7.41,258,48,538,37.63,22.01,48,258,1
ɔ̃,298,46.04,1246,16.59,2187,3.29,258,46.04,538,31.23,17.77,46.04,258,1
ɑ̃,894,38.9,1019,38.9,3180,10.28,215,46.57,452,36.1,36.8,46.57,215,1
ɑ̃,878,40.05,1235,29.47,3410,12.77,215,46.45,452,32.05,37.56,46.45,215,1
ɑ̃,882,41.5,1434,24.83,3571,15.56,215,45.08,452,30.34,35.89,45.08,215,1
ɑ̃,886,35.92,1472,21.01,3403,11.45,215,43.11,452,26.21,32.39,43.11,215,1
ɑ̃,952,27.6,1570,13.65,3640,8.7,215,41.56,452,22.8,29.61,41.56,215,1
ɑ̃,360,43.33,1032,21.25,2734,11.73,172,44.96,345,36.41,30.12,44.96,172,1
ɑ̃,470,43.28,998,35.65,2575,12.79,172,45.29,323,40.84,43.28,45.29,172,1
ɑ̃,390,39.36,820,28.29,2305,9.13,172,44.85,366,39.36,35.27,44.85,172,1
ɑ̃,426,44.23,892,33.3,2367,3.78,215,41.59,409,44.23,27.74,41.59,215,1
ɑ̃,387,42.85,936,28.32,2380,6.67,280,42.85,388,37.43,28.32,42.85,280,1
ɑ̃,458,41.92,1114,24.04,2411,12.91,172,44.11,323,41.92,41.31,44.11,172,1
ɑ̃,480,45.06,968,35.06,2405,10.92,172,44.07,323,41.01,45.06,44.07,172,1
ɑ̃,743,34.4,1303,20.14,2469,10.32,194,43.57,388,37.82,32.01,43.57,194,1
ɑ̃,544,40.27,1630,13.43,2314,12.83,215,40.47,431,40.27,26.47,40.47,215,1
ɑ̃,501,41,1816,8.06,2347,8.2,258,41,495,37.84,24.82,41,258,1
ɛ̃,500,43.51,1230,32.86,2424,13.41,237,42.2,474,43.51,26,42.2,237,1
ɛ̃,507,45.55,1196,34.48,2390,14.47,237,42.85,474,45.55,28.16,42.85,237,1
ɛ̃,503,43.7,1183,33.95,2317,14.89,237,42.37,474,43.7,27.85,42.37,237,1
ɛ̃,490,43,1250,28.23,2325,13.53,237,41.41,474,43,24.69,41.41,237,1
ɛ̃,473,40.67,1228,29.73,2248,12.72,237,40.67,474,40.29,23.32,40.67,237,1
ɔ̃,454,49.45,919,32.09,2524,11.97,215,40.48,452,49.45,30.88,40.48,215,1
ɔ̃,377,49.75,684,47.06,2538,14.79,237,42.07,452,49.75,33.89,42.07,237,1
ɔ̃,478,48.58,2142,9.16,2745,11.36,237,42.97,474,48.58,32.45,42.97,237,1
ɔ̃,475,45.25,2024,5.72,2843,5.35,237,43.97,474,45.25,26.77,43.97,237,1
ɔ̃,454,43.75,1595,3.77,2640,7.23,237,43.75,474,39.21,18.2,43.75,237,1
ɔ̃,228,39.87,1864,6.67,2920,5.55,215,39.87,409,20.26,7.31,39.87,215,1
ɔ̃,205,40.3,2052,13.33,2926,7.07,215,40.3,431,24.24,12.41,40.3,215,1
ɔ̃,263,41.43,1693,10.28,2813,9.48,194,41.43,409,29.98,8.76,41.43,194,1
ɔ̃,331,41.42,1560,14.05,2895,3.2,194,41.42,388,34.6,15.72,41.42,194,1
ɔ̃,315,40.38,1152,16.65,2415,2.48,194,40.38,388,32.56,17.2,40.38,194,1
ɑ̃,508,42.2,1152,29.45,2869,4.27,194,45.12,388,42.2,40.91,45.12,194,1
ɑ̃,511,42.31,1033,33.71,2436,11.42,194,44.93,366,42.31,41.72,44.93,194,1
ɑ̃,493,41.26,972,37.57,2482,11.47,194,44.13,366,41.26,38.72,44.13,194,1
ɑ̃,389,39.71,839,32.66,2474,13.22,194,43.44,388,39.71,33.8,43.44,194,1
ɑ̃,427,38.89,1437,-2.11,2950,2.08,194,43.01,388,38.89,31.97,43.01,194,1
ɛ̃,461,38.98,2056,19.67,2966,20.11,86,23.88,194,41.59,38.61,41.59,194,1
ɛ̃,560,43.94,1901,27.08,2882,19,86,28.54,172,39.55,41.22,39.55,172,1
ɛ̃,564,39.09,1591,29.66,2511,18.69,86,31.37,194,40.61,37.74,40.61,194,1
ɛ̃,407,37.55,1403,27.8,2441,13.19,86,21.01,172,43.61,23.68,43.61,172,1
ɛ̃,257,44.45,1338,19.86,2369,10.18,129,25.86,172,44.45,22.2,44.45,172,1
ɔ̃,499,45.4,2528,18.73,2654,12.76,108,23.66,215,44.38,39.87,44.38,215,1
ɔ̃,509,44.02,2443,17.8,2502,17.8,108,26.11,215,44,41.17,44,215,1
ɔ̃,461,40.83,929,24.47,2411,16.36,108,26.25,215,43.41,42.67,43.41,215,1
ɔ̃,466,41.42,1083,17.72,2393,11.74,129,26.88,237,41.03,39.87,41.03,237,1
ɔ̃,459,41.28,912,18.18,2328,10.02,86,18.08,237,40.14,34.25,40.14,237,1
ɑ̃,528,37.55,1179,25.87,2734,16.99,194,44.3,366,36.62,37.55,44.3,194,1
ɑ̃,395,35.92,955,35.11,2428,12.73,172,43.24,366,35.92,35.43,43.24,172,1
ɑ̃,322,43.47,912,32.01,2363,11.6,172,43.47,366,36.42,33.6,43.47,172,1
ɑ̃,338,42.9,896,26.84,2449,2.78,215,42.9,409,38.17,24.2,42.9,215,1
ɑ̃,383,43.27,877,19.48,2555,-0.68,237,43.27,474,38.74,19.48,43.27,237,1
ɛ̃,640,36.79,1600,33.88,3033,21.74,194,43.41,409,43.95,36.13,43.41,194,1
ɛ̃,703,34.46,1509,35.46,2994,17.03,194,42.11,388,42.56,34.46,42.11,194,1
ɛ̃,420,40.15,1306,23.58,2493,13.62,194,39.89,388,40.15,29.74,39.89,194,1
ɛ̃,563,37.65,1453,0.87,2850,-9.07,215,37.93,431,37.65,35.83,37.93,215,1
ɛ̃,563,22.44,1453,-2.02,2850,-8.43,194,21.14,431,22.44,21.83,21.14,194,1
ɛ̃,488,41.41,1503,28.69,2489,14.79,172,41.3,345,41.41,39.47,41.41,345,1
ɛ̃,557,41.24,1475,29.56,2528,17.14,172,42.28,345,41.62,41.24,42.28,172,1
ɛ̃,491,39.53,1295,27.63,2438,15.07,172,40.96,366,39.53,36.55,40.96,172,1
ɛ̃,443,36.84,1232,19.99,2420,10.35,194,37.26,366,36.84,32,37.26,194,1
ɛ̃,454,31.32,1127,15.25,2393,7.21,194,35.29,366,31.32,28.81,35.29,194,1
ɔ̃,535,38.4,1330,9.92,2563,17.92,172,41.36,366,38.4,36.43,41.36,172,1
ɔ̃,558,35.57,2415,15.13,2733,10.8,172,41.05,345,38.31,35.57,41.05,172,1
ɔ̃,511,39.37,2113,13.41,2450,13.41,194,40.73,388,39.37,30.59,40.73,194,1
ɔ̃,428,40.63,1062,18.68,2388,9.57,215,40.29,431,40.63,26.88,40.29,215,1
ɔ̃,435,40.4,863,23.56,2386,4.41,237,40.4,474,39.66,23.56,40.4,237,1
ɑ̃,393,39.82,1246,17.91,2740,6.29,194,43.88,366,36.07,31.99,43.88,194,1
ɑ̃,372,40.33,1028,20.65,2560,4.52,172,40.67,366,32.31,24.81,40.67,172,1
ɑ̃,342,41.54,956,22.54,2456,7.65,194,41.54,388,35.81,22.42,41.54,194,1
ɑ̃,426,40.61,968,20.41,2399,9.43,237,39.66,452,40.61,19.65,39.66,237,1
ɑ̃,443,39.64,622,37.85,2340,-1.82,258,39.64,495,37.85,16.88,39.64,258,1
ɛ̃,523,37.89,1485,19.78,2507,11.89,237,41.57,474,37.89,29.29,41.57,237,1
ɛ̃,440,41.66,1416,19.99,2507,8.93,258,41.66,495,37.44,15.52,41.66,258,1
ɛ̃,442,42.17,1315,20.71,2385,10.37,258,42.17,517,39.37,16.15,42.17,258,1
ɛ̃,429,40.56,974,15.85,2342,7.11,280,40.56,538,33.89,15.85,40.56,280,1
ɛ̃,422,38.1,1155,14.91,2363,5.98,280,38.1,409,36.55,30.59,38.1,280,1
ɔ̃,363,46.55,954,24.79,2696,3.89,215,46.55,409,41.67,25.7,46.55,215,1
ɔ̃,369,45.5,829,30.16,2667,3.88,194,45.5,409,42.02,28.58,45.5,194,1
ɔ̃,424,44.81,761,29.17,2565,9.31,215,44.81,431,42.42,29.17,44.81,215,1
ɔ̃,501,41.88,644,41.88,2488,8.87,258,41.86,474,41.88,32.31,41.86,258,1
ɔ̃,476,40.07,518,36.18,2574,2.27,280,40.07,431,36.18,31.07,40.07,280,1
ɑ̃,505,39.42,1489,25.35,2797,13.43,129,28.13,172,44.31,24.16,44.31,172,1
ɑ̃,514,35.63,1075,25.68,2442,6.39,86,26.32,172,42.53,32.6,42.53,172,1
