vowel,freq_f1,amp_f1,freq_f2,amp_f2,freq_f3,amp_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,
ɔ̃,467,50.65,936,40.19,2643,18.74,237,50.65,452,47.24,42.21,50.65,237,1
ɔ̃,506,50.78,944,38.99,2778,20.32,215,49.13,452,50.78,44.28,49.13,215,1
ɔ̃,480,48.94,1188,32.89,3028,22.16,237,46.64,452,48.94,38.4,46.64,237,1
ɔ̃,498,42.62,1153,30.05,2778,8.23,258,42.62,495,41.37,31.1,42.62,258,1
ɔ̃,458,40.2,1149,21.06,2546,3.37,280,40.2,538,33.64,22.84,40.2,280,1
ɛ̃,705,51.37,1407,40.45,2810,28.49,237,49.28,474,46.57,51.37,49.28,237,1
ɛ̃,746,52.26,1229,47.85,2760,28.12,215,46.5,409,48.4,47.61,46.5,215,1
ɛ̃,636,47.58,1045,48.75,2186,17.04,215,47.63,431,47.58,44.03,47.63,215,1
ɛ̃,743,41.76,1002,41.76,2329,11.02,258,42.67,517,33.47,41.76,42.67,258,1
ɛ̃,397,43.1,956,37.74,2344,0.55,216,42.61,323,43.1,31.63,43.1,323,1
ɔ̃,400,52.83,1080,35.32,2354,15.64,215,52.83,431,49.57,36.24,52.83,215,1
ɔ̃,440,49.22,1159,31.68,2700,12.49,215,51.91,431,48.76,39.44,51.91,215,1
ɔ̃,434,46.28,1127,31.34,2815,13.65,215,46.28,452,45.79,32.96,46.28,215,1
ɔ̃,481,39.06,1173,26.55,2983,7.64,258,39.06,495,36.83,25.42,39.06,258,1
ɔ̃,359,39.84,1140,16.5,2949,6.54,223,39.84,581,26.88,24.22,39.84,223,1
ɛ̃,497,51.07,2119,27.89,2954,28.21,237,50.59,474,51.07,40.67,50.59,237,1
ɛ̃,759,51.29,1429,40.02,2836,31.91,215,47.13,431,47.49,47.21,47.13,215,1
ɛ̃,639,45.77,1117,44.49,2158,13.41,237,42.23,452,45.77,41.05,42.23,237,1
ɛ̃,648,35.21,1079,35.21,2105,0.48,280,39.15,581,23.6,35.21,39.15,280,1
ɛ̃,374,41.61,1050,24.7,3220,-14.73,151,12.6,345,41.61,12.45,41.61,345,1
ɛ̃,643,50.06,1543,43.83,2952,27.29,215,51.03,452,49.53,50.06,51.03,215,1
ɛ̃,768,54.57,1307,48.09,3164,35.31,194,48.29,388,48.1,47.02,48.29,194,1
ɛ̃,773,51.42,1083,46.46,3329,19.06,215,45.06,409,48.7,43.39,45.06,215,1
ɛ̃,626,41.34,1056,41.87,2297,11.09,237,42.84,474,41.34,38.79,42.84,237,1
ɛ̃,330,43.4,927,36.73,2482,-4.77,258,29.5,301,43.4,28.3,43.4,301,1
ɑ̃,558,49.12,1036,46.21,2531,18.13,237,51.53,474,49.12,47.16,51.53,237,1
ɑ̃,659,53.08,947,54.06,2597,11.18,215,49.32,452,50.79,53.08,49.32,215,1
ɑ̃,659,49.2,891,49.44,2910,19.24,215,46.73,452,49.2,48.64,46.73,215,1
ɑ̃,697,45.55,1307,27.14,3284,8.24,237,43.52,474,45.14,45.55,43.52,237,1
ɑ̃,379,46.62,1119,28,2966,7.65,280,46.62,538,37.89,24.04,46.62,280,1
ɔ̃,444,53.24,1126,40.62,2504,25.34,237,53.07,452,53.24,40.95,53.07,237,1
ɔ̃,491,53.21,1120,38.58,2946,20.49,237,52.34,452,53.21,42.25,52.34,237,1
ɔ̃,467,50.84,1303,31.57,3239,27.37,237,50.25,452,50.84,38.38,50.25,237,1
ɔ̃,477,44.41,1288,26.18,3108,15.25,237,44.62,474,44.41,30.3,44.62,237,1
ɔ̃,466,42.16,1264,25.16,3194,11.87,280,42.16,538,34.98,25.59,42.16,280,1
ɑ̃,604,50.99,1183,44.09,2789,27.45,215,51.08,409,49.78,50.99,51.08,215,1
ɑ̃,693,54.42,1008,54.42,2804,27.99,215,50.34,409,50.29,52.8,50.34,215,1
ɑ̃,643,52.23,885,54.71,2158,15.69,215,48.33,431,48.57,47.8,48.33,215,1
ɑ̃,585,43.88,750,43.88,2420,3.36,237,43.1,474,38.13,43.88,43.1,237,1
ɑ̃,602,43.45,1205,19.09,3158,-1.42,280,41.03,581,21.53,43.45,41.03,280,1
ɛ̃,420,57.27,2162,40.77,3040,36.9,215,56.1,452,57.27,37.96,56.1,215,1
ɛ̃,688,55,1637,46.34,2902,38.57,194,50.98,388,50.44,55,50.98,194,1
ɛ̃,734,50.26,1226,48.24,2382,17.89,194,45.08,409,48.43,42.15,45.08,194,1
ɛ̃,800,40.77,1191,39.89,3141,10.6,258,41.38,495,37.12,40.77,41.38,258,1
ɛ̃,947,35.4,1107,35.4,3232,4.56,280,36.61,301,41.66,27.58,41.66,301,1
ɑ̃,482,53,1379,32.82,2874,25.44,258,53,495,51.76,41.92,53,258,1
ɑ̃,668,57.03,1095,50.66,2805,31.23,215,48.63,431,48.94,57.03,48.63,215,1
ɑ̃,718,56.7,846,56.7,2222,20.42,215,45.45,431,48.44,47.55,45.45,215,1
ɑ̃,652,44.32,1026,37.63,3020,13.68,237,42.68,474,42.93,44.32,42.68,237,1
ɑ̃,650,44.93,794,44.93,2843,5.58,280,40.28,517,29.61,44.93,40.28,280,1
ɑ̃,545,53.07,1112,42.37,2857,24.1,258,52.28,495,53.07,48.01,52.28,258,1
ɑ̃,693,54.51,1066,54.51,2939,32.21,215,49.31,431,49.22,54.27,49.31,215,1
ɑ̃,738,58.58,884,58.58,2337,20.93,215,47.85,452,49.1,50.97,47.85,215,1
ɑ̃,682,51.64,980,48.04,2649,10.57,237,46.32,474,46.3,51.64,46.32,237,1
ɑ̃,453,46.4,1089,37.2,2377,11.27,280,46.4,538,40.41,36.34,46.4,280,1
ɔ̃,428,50.95,1167,34.04,2822,21.19,237,50.95,474,46.79,37.08,50.95,237,1
ɔ̃,506,51.99,1078,36.26,2662,18.15,215,49.34,452,51.99,45.91,49.34,215,1
ɔ̃,489,47.47,1186,31.64,3110,16.99,258,47.25,517,47.47,34.65,47.25,258,1
ɔ̃,390,46.3,1192,21.87,3132,8.07,237,11.52,323,46.3,19.15,46.3,323,1
ɔ̃,386,43.25,1004,17.94,3195,-1.11,194,0.87,366,43.25,3.92,0.87,194,1
ɑ̃,513,55.51,1456,45.12,2727,24.72,258,54.57,495,55.51,46.06,54.57,258,1
ɑ̃,698,55.09,1063,55.09,3077,33.58,215,50.74,431,49.58,54.9,50.74,215,1
ɑ̃,819,58.49,851,58.49,2315,19.6,215,49.22,431,50.06,48.68,49.22,215,1
ɑ̃,721,49.48,1110,34.32,3418,14.72,237,45.29,495,43.57,49.48,45.29,237,1
ɑ̃,827,40.93,1479,17.79,3367,13.89,227,44.54,603,30.35,40.93,44.54,227,1
ɛ̃,531,54.85,1494,41.34,2844,34.43,237,53.96,474,54.85,47.97,53.96,237,1
ɛ̃,747,54.39,1242,50.12,3066,38.14,215,52.08,431,50.63,54.39,52.08,215,1
ɛ̃,680,49.84,1107,55.69,2246,19.08,215,48.16,452,47.9,46.74,48.16,215,1
ɛ̃,783,42.32,1093,42.32,2475,9.61,258,41.16,495,39.63,42.27,41.16,258,1
ɛ̃,383,44.3,987,37.32,1924,-3.61,86,10.82,323,44.3,13.28,44.3,323,1
ɑ̃,635,51.54,1199,42.26,2808,29.93,215,51.24,431,49.11,51.54,51.24,215,1
ɑ̃,675,55.4,1064,52.63,2658,27.29,215,51.06,431,48.62,55.4,51.06,215,1
ɑ̃,793,56.77,884,56.77,2485,25.01,215,48.69,452,48.45,52.1,48.69,215,1
ɑ̃,713,50.26,1028,46.81,2117,17.64,258,47.13,495,47.76,50.26,47.13,258,1
ɑ̃,426,47.89,1130,34.92,2106,8.49,258,47.89,517,41.61,34.78,47.89,258,1
ɔ̃,381,54.12,1143,34.8,2860,19.13,237,54.12,474,47.1,35.45,54.12,237,1
ɔ̃,527,49.94,857,43.07,2397,22.54,215,54.04,452,49.94,43.07,54.04,215,1
ɔ̃,450,51.36,1237,31.16,2771,9.53,237,51.36,474,50,36.24,51.36,237,1
ɔ̃,484,47.73,1396,18.73,2909,6.26,280,47.73,560,36.9,28.04,47.73,280,1
ɔ̃,342,46.26,1201,15.27,3435,10.68,129,7.79,323,46.26,13.14,46.26,323,1
ɛ̃,558,50.56,1597,40.24,2973,32.97,237,51.95,474,50.56,46.82,51.95,237,1
ɛ̃,776,56.43,1388,48.05,2959,35.46,215,50.2,409,48.77,51.95,50.2,215,1
ɛ̃,702,51.44,1044,51.44,2067,15.56,215,48.67,431,47.66,42.59,48.67,215,1
ɛ̃,657,43.9,1092,39.8,2098,10.49,258,45.57,495,42.14,43.9,45.57,258,1
ɛ̃,332,45.97,924,37.92,2450,-0.85,227,45.97,603,29.43,37.92,45.97,227,1
ɑ̃,472,55.46,1629,42.84,2705,34.22,215,52.25,431,55.46,45.28,52.25,215,1
ɑ̃,642,53.05,1175,48.74,2897,31.26,194,51.5,409,50.59,53.05,51.5,194,1
ɑ̃,734,56.81,874,56.81,2361,21.83,215,48.93,431,50.58,47.22,48.93,215,1
ɑ̃,685,47.63,997,44.14,2531,10.45,237,44.12,474,43.85,47.63,44.12,237,1
ɑ̃,543,46.67,994,41.71,2584,10.55,228,46.67,581,37.82,41.71,46.67,228,1
ɔ̃,550,49.55,1565,36.36,2626,25.76,215,54.67,409,49.55,36.12,54.67,215,1
ɔ̃,503,54.85,1045,44.48,2857,24.54,215,55.9,431,54.85,47.62,55.9,215,1
ɔ̃,464,51.49,1202,38.95,3015,26.97,237,51.16,452,51.49,39.39,51.16,237,1
ɔ̃,465,47.69,1160,35.06,3285,14.32,258,47.69,517,42.46,33.05,47.69,258,1
ɔ̃,375,47.45,1120,26.7,3179,11.18,194,8.81,323,47.45,12.3,47.45,323,1
ɑ̃,542,50.52,1375,36.98,2684,25.22,237,52.24,474,50.52,45.64,52.24,237,1
ɑ̃,672,51.27,1026,51.31,2752,24.25,215,46.57,409,47.36,49.42,46.57,215,1
ɑ̃,538,46.48,948,53.19,1936,8.4,215,43.98,431,46.48,41.2,43.98,215,1
ɑ̃,771,46.22,1182,27.52,3317,14.61,258,43.7,517,33.1,46.22,43.7,258,1
ɑ̃,767,41.05,2744,-1.21,4402,6.98,235,43.12,603,29.34,41.05,43.12,235,1
ɔ̃,414,51.11,1150,36.17,2792,15.97,237,51.11,495,44.49,30.92,51.11,237,1
ɔ̃,528,48.71,614,48.71,2533,18.07,215,51.86,452,48.71,43.27,51.86,215,1
ɔ̃,446,49.74,1226,35.24,2825,20.22,215,48.91,452,49.74,34,48.91,215,1
ɔ̃,501,43.65,1306,25.6,3148,14.08,258,43.65,517,41.88,30.79,43.65,258,1
ɔ̃,389,43.29,1287,15.84,3253,8.02,236,43.29,345,37.64,30.18,43.29,236,1
ɔ̃,399,54.32,1234,38.57,2708,24.77,237,54.32,474,47.88,37.2,54.32,237,1
ɔ̃,502,52.88,801,47.42,2676,24.14,237,54.93,452,52.88,47.42,54.93,237,1
ɔ̃,520,50.68,1263,38.77,3264,29.58,237,52.79,474,50.68,42.67,52.79,237,1
ɔ̃,621,40.95,1359,32.44,3278,21.33,280,48.09,560,40.95,33.95,48.09,280,1
ɔ̃,420,47.93,1348,16.1,3240,11.26,194,15.37,323,47.93,24.46,47.93,323,1
ɛ̃,482,51.43,1614,39.33,2895,28.18,215,52.74,431,51.43,44.12,52.74,215,1
ɛ̃,755,54.46,1385,47.36,2893,32.11,194,49.88,409,50.69,47.94,49.88,194,1
ɛ̃,762,47.61,1085,47.24,2400,20.82,194,43.99,409,46.26,39.56,43.99,194,1
ɛ̃,756,42.46,1001,42.46,2954,7.25,237,42.3,474,38.26,39.62,42.3,237,1
ɛ̃,434,42.15,979,36.64,3183,8.38,280,42.15,581,24.09,36.64,42.15,280,1
ɑ̃,431,53.52,1240,45.59,2546,30.3,215,52.27,409,53.52,41.4,52.27,215,1
ɑ̃,639,56.97,1109,51.3,2872,35.34,194,51.6,409,52.1,56.97,51.6,194,1
ɑ̃,746,55.33,875,55.33,3383,25.2,215,47.18,409,49.87,47.62,47.18,215,1
ɑ̃,726,44.83,828,44.83,2171,8.01,237,42.24,474,39.51,44.83,42.24,237,1
ɑ̃,678,41.71,1142,38.37,3077,0.34,211,42.22,603,30.57,41.71,42.22,211,1
ɔ̃,435,54.09,792,45.08,2816,1.35,215,53.83,409,54.09,45.08,53.83,215,1
ɔ̃,444,53.8,1045,35.62,3229,26.08,215,55.33,431,53.8,43.79,55.33,215,1
ɔ̃,406,52.3,1181,34.14,3287,26.07,215,52.3,452,46.9,38.87,52.3,215,1
ɔ̃,447,47.98,1158,32.99,2793,11.03,258,47.98,495,41.57,36.11,47.98,258,1
ɔ̃,334,46.96,1044,27.68,3177,12.8,210,46.96,581,27.85,27.68,46.96,210,1
ɛ̃,607,51.65,1551,38.26,2960,30.05,237,50.82,474,51.65,48.77,50.82,237,1
ɛ̃,811,55.04,1281,50.39,3001,32.76,215,48.14,431,48.59,48.73,48.14,215,1
ɛ̃,702,49.76,1100,52.56,2021,16.21,215,45.65,452,47.55,42.42,45.65,215,1
ɛ̃,784,44.63,1122,41.39,1999,11.04,258,42.4,517,33.28,44.63,42.4,258,1
ɛ̃,922,38.44,1191,38.44,3598,3.45,234,41.95,603,28.77,38.44,41.95,234,1
ɛ̃,641,47.14,1263,43.27,2897,29.09,215,49.51,431,45.8,47.14,49.51,215,1
ɛ̃,729,55.65,1183,49.29,2922,34.93,215,49.87,409,49.35,53.08,49.87,215,1
ɛ̃,776,57.01,1052,55.63,2991,29.56,215,47.37,409,50.53,46.61,47.37,215,1
ɛ̃,701,47.39,1047,47.39,2876,12.67,215,43.77,431,46.27,38.2,43.77,215,1
ɛ̃,852,39.9,1046,39.73,3080,12.9,258,42.39,517,32.5,39.9,42.39,258,1
ɑ̃,617,53.79,1091,49.44,2285,21.53,215,49.72,452,53.79,49.95,49.72,215,1
ɑ̃,718,52.1,898,52.1,2070,18.56,215,48.18,452,50.56,49.23,48.18,215,1
ɑ̃,676,48.19,1254,29.15,3471,15.89,237,44.95,474,46.16,48.19,44.95,237,1
ɑ̃,836,49.81,1268,32.08,3447,15.65,280,42.92,581,27.33,49.81,42.92,280,1
ɑ̃,374,43.36,965,27.61,3075,1.32,86,9.85,323,43.36,10.36,43.36,323,1
ɔ̃,456,51.21,1116,38.49,2796,25.86,237,51.21,474,47.31,40.04,51.21,237,1
ɔ̃,578,50.28,973,42.31,2781,24.25,237,53.18,474,50.28,43.73,53.18,237,1
ɔ̃,523,47.71,1172,40.24,3042,24.76,237,50.4,474,47.71,40.25,50.4,237,1
ɔ̃,485,45.43,1115,35.02,3096,11.13,280,45.43,538,40.1,34.55,45.43,280,1
ɔ̃,344,46.54,1043,30,3191,9.19,258,26.82,323,46.54,27.79,46.54,323,1
ɛ̃,783,50.03,1148,43.04,3099,25.58,215,50.34,431,45.86,46.51,50.34,215,1
ɛ̃,795,58.61,1181,49.21,3176,31.07,215,49.49,409,51.26,49.14,49.49,215,1
ɛ̃,768,54.62,1049,55.41,2037,20.15,215,48.35,431,51.14,44.53,48.35,215,1
ɛ̃,674,43.99,998,46.15,2203,11.77,237,44.83,474,43.99,40.45,44.83,237,1
ɛ̃,218,44.51,891,40.26,2809,0.39,225,44.51,581,28.11,40.26,44.51,225,1
ɛ̃,559,50.57,1639,42.15,2997,30.17,258,51.73,495,50.57,46.13,51.73,258,1
ɛ̃,752,54.06,1313,48.09,3016,39.16,215,48.11,409,48.41,53.85,48.11,215,1
ɛ̃,726,47.84,1063,46.93,3294,23.22,194,42.11,409,46.59,41.18,42.11,194,1
ɛ̃,674,38.72,1006,39.36,2389,5.26,258,40.72,474,34.17,38.72,40.72,258,1
ɛ̃,349,42.09,923,34.47,2774,-10.72,86,10.7,301,42.09,13.03,42.09,301,1
ɛ̃,771,46.29,1525,35.34,3263,17.77,280,53.07,538,44.34,46.29,53.07,280,1
ɛ̃,754,50.95,1313,51.4,1641,40.18,258,54.51,517,44.05,50.95,54.51,258,1
ɛ̃,744,49.44,1286,48.28,2654,20.18,258,53.86,538,41.39,49.44,53.86,258,1
ɛ̃,463,51.8,1167,44.26,2687,16.61,246,51.8,603,29.82,44.26,51.8,246,1
ɛ̃,430,45.98,1219,29.32,2031,7.91,237,8.49,323,45.98,8.45,45.98,323,1
ɑ̃,518,52.35,1297,41.21,3288,6.5,258,52.35,538,49.91,41.14,52.35,258,1
ɑ̃,808,54.65,1123,49.3,3349,27.46,280,53.99,538,49.02,54.65,53.99,280,1
ɑ̃,799,54.62,881,54.62,2267,20.16,280,53.14,581,43.4,54.62,53.14,280,1
ɑ̃,797,48.21,1000,48.21,2446,20.7,129,6.67,323,47.06,10.26,47.06,323,1
ɑ̃,699,34.38,1098,35.73,2548,9.04,172,23.73,345,39.93,21.63,39.93,345,1
ɔ̃,484,51.15,937,34.49,2534,13.1,280,51.15,538,50.87,34.49,51.15,280,1
ɔ̃,489,53.69,1146,37.35,2598,18.51,280,53.69,538,53.55,36.54,53.69,280,1
ɔ̃,485,54.13,1163,39.61,2598,22.75,280,54.13,581,51.12,37.83,54.13,280,1
ɔ̃,518,51.29,1199,39.21,2647,23.7,264,51.29,603,49.12,46.31,51.29,264,1
ɔ̃,572,43.13,1278,31.15,2654,16.34,215,29.82,323,42,30.07,42,323,1
ɔ̃,458,48.3,1046,37.28,2629,15.72,280,48.3,538,42.04,37.28,48.3,280,1
ɔ̃,460,52.69,1168,34.68,2702,22.66,280,52.69,560,48.38,35.09,52.69,280,1
ɔ̃,377,53.68,1180,37.91,2658,22.88,280,53.68,581,39.73,40.75,53.68,280,1
ɔ̃,365,52.94,1199,38.79,2656,24.42,272,52.94,581,35,39.93,52.94,272,1
ɔ̃,412,48.62,1162,33.35,2665,20.35,272,48.62,581,31.75,34.03,48.62,272,1
ɑ̃,631,53.1,1129,46.26,3595,14.71,258,53.58,538,53.1,50.48,53.58,258,1
ɑ̃,815,56.25,1250,46.97,3766,21.76,258,53.75,538,46.49,56.25,53.75,258,1
ɑ̃,446,53.09,868,55.8,2091,16.1,280,53.09,581,41.21,55.8,53.09,280,1
ɑ̃,686,40.28,936,52.54,2240,16.13,194,10.54,301,49.26,10.65,49.26,301,1
ɑ̃,781,41.11,1114,40.3,2501,12.66,258,36.58,431,36.34,41.11,36.58,258,1
ɔ̃,494,50.92,1133,41.06,2404,18.09,280,50.92,560,47.09,38.3,50.92,280,1
ɔ̃,467,52.51,1096,42.24,2616,22.73,280,52.51,560,45.66,42.24,52.51,280,1
ɔ̃,368,51.26,1169,39.9,2621,24.02,246,51.26,581,38.12,37.91,51.26,246,1
ɔ̃,348,49.54,1220,37.01,2668,20.22,151,10.05,301,49.54,7.45,49.54,301,1
ɔ̃,373,43.4,1278,27.76,2566,12.1,194,25.92,301,43.4,27.45,43.4,301,1
ɛ̃,755,43.61,1806,25.33,3308,25.07,280,50.79,538,40.54,43.61,50.79,280,1
ɛ̃,841,48.58,1482,39.01,3546,24.6,258,52.45,538,40.7,48.58,52.45,258,1
ɛ̃,839,47.42,1395,43.72,3442,17.67,280,52.93,560,36.7,47.42,52.93,280,1
ɛ̃,920,44.1,1444,37.78,3288,17.11,280,49.49,581,33.15,44.1,49.49,280,1
ɛ̃,644,32.12,1255,29.73,2801,9.06,267,36.56,409,32.12,31.64,36.56,267,1
ɔ̃,448,51.06,967,41.47,2942,6.63,258,51.06,517,44.46,41.47,51.06,258,1
ɔ̃,493,52.28,1003,44.78,2654,15.31,258,52.28,538,44.88,44.78,52.28,258,1
ɔ̃,382,53.71,1157,36.52,2521,14.14,280,53.71,560,43.67,37.49,53.71,280,1
ɔ̃,402,52.48,1154,37.45,2670,18.73,280,52.48,581,43.15,37.79,52.48,280,1
ɔ̃,427,49.95,1077,35.69,2652,20.41,280,49.95,581,40.27,35.69,49.95,280,1
ɛ̃,791,50.96,2014,30.23,3278,33.93,280,55.25,560,48.04,50.96,55.25,280,1
ɛ̃,876,52.68,1531,46.41,3579,28.09,258,53.75,538,44.11,52.68,53.75,258,1
ɛ̃,766,49.19,902,49.19,1383,47.12,280,53.78,560,40,49.19,53.78,280,1
ɛ̃,577,35.75,1234,40.42,2644,18.35,242,48.13,581,27.69,32.37,48.13,242,1
ɛ̃,478,40.49,1259,28.47,2680,2.15,215,21,323,40.49,19.54,40.49,323,1
ɛ̃,709,49.14,1653,37.08,3284,20.13,280,51.9,560,49.14,46.92,51.9,280,1
ɛ̃,848,53.41,983,53.41,1389,50.88,258,53.13,517,43.98,53.41,53.13,258,1
ɛ̃,682,48.69,1260,47.82,2506,19.49,258,53.51,517,40.84,48.69,53.51,258,1
ɛ̃,509,51.18,1160,44.49,2644,20.2,280,51.18,581,32.24,43.35,51.18,280,1
ɛ̃,425,44.7,1193,26.35,2320,2.35,237,15.14,345,44.7,13.33,44.7,345,1
ɑ̃,579,52.5,1042,47.96,2726,19.22,280,53.51,581,50.53,47.96,53.51,280,1
ɑ̃,673,54.39,893,54.39,2988,21.92,280,54.9,538,43.57,54.39,54.9,280,1
ɑ̃,373,54.7,861,52.94,2260,21.14,280,54.7,560,39.74,52.94,54.7,280,1
ɑ̃,600,49.04,956,50.66,2623,22.15,260,51.97,603,39.1,50.66,51.97,260,1
ɑ̃,611,48.27,1200,38.86,2869,4.34,237,11.97,323,49.57,19.16,49.57,323,1
ɔ̃,468,54.53,1232,36.61,3220,7.03,258,54.53,517,50.32,41.02,54.53,258,1
ɔ̃,427,54.76,1182,37.94,3447,14.62,280,54.76,538,48.48,38.89,54.76,280,1
ɔ̃,401,54.62,1147,36.41,2427,14.68,280,54.62,560,45.54,39.06,54.62,280,1
ɔ̃,438,39.66,1189,24.88,2965,8.03,262,39.66,409,28.37,25.62,39.66,262,1
ɔ̃,438,-300,1189,-300,2965,-300,151,-300,409,-300,-300,-300,151,1
ɑ̃,551,51.97,1259,40.1,3157,11.81,258,50.77,538,51.97,43.97,50.77,258,1
ɑ̃,807,55.53,1204,48.51,3466,20.62,280,52.32,538,50.08,55.53,52.32,280,1
ɑ̃,859,54.36,1205,41.89,3707,18.3,280,53.14,581,46.64,54.36,53.14,280,1
ɑ̃,891,54.32,1053,54.32,2431,12.18,86,11.38,301,50.92,12.92,50.92,301,1
ɑ̃,820,47.61,1122,36.2,2600,22.89,151,25.68,301,44.06,25.03,44.06,301,1
ɛ̃,470,54.48,2313,19.14,3664,22.04,258,54.48,538,46.91,27.82,54.48,258,1
ɛ̃,762,50.72,2061,34.37,3285,32.76,280,52.88,560,50.72,48.92,52.88,280,1
ɛ̃,860,50.41,1549,43.45,3702,27.97,280,51.64,581,43.8,50.41,51.64,280,1
ɛ̃,727,41.01,1893,20.13,3568,13.57,252,47.46,603,35.78,38.26,47.46,252,1
ɛ̃,727,-300,1893,-300,3568,-300,129,-300,388,-300,-300,-300,129,1
ɑ̃,592,50.27,1210,34.69,3276,25.4,280,54.73,581,50.27,44.9,54.73,280,1
ɑ̃,824,54.63,1220,43.45,3630,28.13,280,54.95,538,46.62,54.63,54.95,280,1
ɑ̃,860,53.83,1840,24.51,3858,18.44,280,54.43,560,41.84,53.83,54.43,280,1
ɑ̃,526,52.08,926,52.31,2383,20.03,263,52.08,603,40.69,52.31,52.08,263,1
ɑ̃,765,41.64,1159,32.38,2514,18.79,172,28.64,301,41.86,32.65,41.86,301,1
ɑ̃,604,54.62,1456,33.47,3138,29.39,280,53.25,581,54.62,45.64,53.25,280,1
ɑ̃,825,52.98,1336,45.3,3520,25.36,280,53.23,560,48.79,52.98,53.23,280,1
ɑ̃,843,52.45,1150,49.83,2992,9.47,280,52.74,581,46.25,52.45,52.74,280,1
ɑ̃,718,50.68,1127,49.16,2490,21.56,248,50.6,345,39.23,45.53,50.6,248,1
ɑ̃,601,48.53,1271,42.82,2884,8.44,172,11.02,323,49.79,22.42,49.79,323,1
ɔ̃,472,50.8,1115,40.82,2739,23.7,108,15.03,301,54.68,16.73,54.68,301,1
ɔ̃,511,51.49,1149,40.2,2706,11.39,108,14.87,301,53.81,15.52,53.81,301,1
ɔ̃,419,51.08,1223,37.8,3277,9.66,237,12.95,323,51.08,12.35,51.08,323,1
ɔ̃,479,46.83,1159,35.27,2737,15.07,237,6.61,345,46.83,8.85,46.83,345,1
ɔ̃,769,44.65,1273,32.9,2910,8.7,237,29.97,345,34.68,30.21,34.68,345,1
ɑ̃,605,53.98,1437,36.39,3145,29.83,245,53.59,581,53.98,45.09,53.59,245,1
ɑ̃,855,55.46,1223,50.22,3603,27.23,280,54.04,560,49.85,55.46,54.04,280,1
ɑ̃,759,54.38,924,54.38,2267,15.18,245,52.47,603,44.38,50.16,52.47,245,1
ɑ̃,649,44.78,1186,39.8,2617,21.03,237,8.78,323,48.22,6.99,48.22,323,1
ɑ̃,689,40.32,1078,36.06,2333,3.51,245,40.82,388,32.37,40.32,40.82,245,1
ɛ̃,668,52.06,1277,36.99,3374,37.48,280,54.11,560,52.06,50.6,54.11,280,1
ɛ̃,831,54.85,1396,51.02,3620,32.89,280,54.16,560,48.7,54.85,54.16,280,1
ɛ̃,832,51.62,1163,51.62,1394,45.81,251,52.83,581,46.65,51.62,52.83,251,1
ɛ̃,603,43.55,1263,49.1,1976,13.5,86,8.52,323,48.79,12,48.79,323,1
ɛ̃,669,37,1219,32.18,2535,3.57,194,19.22,345,40.12,18.01,40.12,345,1
ɑ̃,707,52.14,1301,43.97,3240,24.85,280,52.05,538,52.14,51.79,52.05,280,1
ɑ̃,808,56.06,1226,52.33,2643,25.73,280,52.16,538,49.74,56.06,52.16,280,1
ɑ̃,855,54.12,923,54.12,2145,16.33,280,52.24,581,45.98,54.12,52.24,280,1
ɑ̃,909,51.52,1190,42.27,3880,18.55,108,13.4,323,50.56,8.37,50.56,323,1
ɑ̃,703,49.1,1328,39.2,3908,20.68,108,8.85,345,49.65,19.79,49.65,345,1
ɔ̃,486,54.1,1144,40.07,3506,21.9,280,54.1,560,48.73,41.74,54.1,280,1
ɔ̃,430,54.68,1100,41.42,2518,14.76,280,54.68,560,47.21,41.42,54.68,280,1
ɔ̃,395,53.61,1153,41.3,2458,17.59,253,53.61,581,41.68,41.3,53.61,253,1
ɔ̃,391,50.42,1240,40.07,2527,18.47,129,10.58,323,50.42,16.7,50.42,323,1
ɔ̃,415,39.44,1165,28.38,2636,15.76,253,39.44,495,32.77,26.85,39.44,253,1
ɛ̃,745,53.19,1710,34.62,3395,29.44,248,52.69,581,53.19,49.92,52.69,248,1
ɛ̃,852,55.1,1474,50.42,3520,26.45,280,52.72,581,49.22,55.1,52.72,280,1
ɛ̃,743,49.45,1304,45.47,1879,32.39,248,52.16,603,45,49.45,52.16,248,1
ɛ̃,685,40.73,1281,50.19,2364,22.33,237,10.75,323,47.06,8.94,47.06,323,1
ɛ̃,696,32.79,1292,29.53,2573,8.45,172,20.12,345,38.89,19.36,38.89,345,1
ɑ̃,534,59.04,1690,32.38,3217,24.9,258,54.23,538,59.04,41.87,54.23,258,1
ɑ̃,697,56.52,1372,46.05,3174,27.37,258,53.32,517,56.52,54.05,53.32,258,1
ɑ̃,719,56.08,1030,56.08,2362,24.4,280,53.9,538,49.95,56.08,53.9,280,1
ɑ̃,765,53.84,932,53.84,2503,28.8,280,54,581,44.41,53.84,54,280,1
ɑ̃,520,46.01,1142,39.33,3366,11.91,151,12.19,323,52.22,15.63,52.22,323,1
ɔ̃,485,52.44,1245,36.29,2247,29.29,280,52.44,560,48.89,39.06,52.44,280,1
ɔ̃,547,53.28,1063,48.55,2420,22.14,280,53.28,581,50.48,48.55,53.28,280,1
ɔ̃,493,46.27,1123,37.37,2810,13.61,215,11.3,301,52.69,11.85,52.69,301,1
ɔ̃,485,47.88,1178,35.33,2550,18.23,108,10.38,323,50.69,8.84,50.69,323,1
