clarity,timepoint,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,amp_p0,freq_p0,p0prominence,a1p0,a3p0,vwl_amp_rms,vwl_duration,appendix,appendix_dur,nasal_app,creak_app,target
clear,3,342,46.69,348,1157,29.55,217,2036,8.87,672,46.69,237,14.86,0,-37.82436,0.0473040892,0.15,none,0,0,0,0
clear,4,265,43.9,166,1165,21.4,164,2025,4.32,371,43.9,237,22.44,0,-39.58431,0.0473040892,0.15,none,0,0,0,0
clear,5,263,39.75,121,1189,20.84,59,1977,2.09,661,39.75,237,28.5,0,-37.66355,0.0473040892,0.15,none,0,0,0,0
clear,1,545,49.58,56,1586,30.65,64,3242,14.89,135,47.98,280,9.8,1.6,-33.08709,0.052407492,0.235,n,0.025,1,0,0
clear,2,488,46.93,1009,1104,37.26,474,2279,11.95,662,48.31,237,12.3,-1.38,-36.35707,0.052407492,0.235,n,0.025,1,0,0
clear,3,861,36.58,455,1440,24.96,723,3942,7.46,216,47.93,237,14.75,-11.35,-40.47094,0.052407492,0.235,n,0.025,1,0,0
clear,4,380,47.42,451,1133,29.37,463,1770,14.18,1001,47.42,237,15.06,0,-33.24446,0.052407492,0.235,n,0.025,1,0,0
clear,5,298,46.08,164,1241,26.2,120,2485,-2.96,1879,46.08,237,14.91,0,-49.04341,0.052407492,0.235,n,0.025,1,0,0
clear,1,700,41.72,217,1366,29.14,284,3225,14.39,154,46.58,258,4.86,-4.86,-32.18835,0.0456554806,0.142,none,0,0,0,0
clear,2,930,36.93,272,1456,29.4,296,3489,6.87,1793,45.82,237,13.2,-8.89,-38.9468,0.0456554806,0.142,none,0,0,0,0
clear,3,979,32.3,413,1313,31.11,383,3853,8.84,522,44.26,237,15.91,-11.96,-35.42496,0.0456554806,0.142,none,0,0,0,0
clear,4,251,41.24,382,1105,25.28,140,1794,7.77,402,41.24,237,20.65,0,-33.47351,0.0456554806,0.142,none,0,0,0,0
clear,5,927,19.38,433,1389,21.62,398,3509,-9.49,557,38.02,237,11.39,-18.64,-47.50749,0.0456554806,0.142,none,0,0,0,0
clear,1,521,52.98,280,1201,22.93,1244,2667,12.11,518,52.98,280,7.37,0,-40.87051,0.0860987539,0.145,none,0,0,0,0
clear,2,544,52.2,559,863,40.46,948,2005,11,2423,52.2,280,7.9,0,-41.20474,0.0860987539,0.145,none,0,0,0,0
clear,3,391,50.59,147,954,24.87,934,2032,10.02,629,50.59,280,6.96,0,-40.57172,0.0860987539,0.145,none,0,0,0,0
clear,4,338,48.71,134,859,23.29,572,2117,7.34,323,48.71,258,9.98,0,-41.37203,0.0860987539,0.145,none,0,0,0,0
clear,5,286,46.6,43,1158,15.01,291,2145,-1.26,757,46.6,280,17.9,0,-47.86485,0.0860987539,0.145,none,0,0,0,0
clear,1,754,43.58,119,1515,27.41,357,3278,13.53,489,50.4,280,7.2,-6.82,-36.86684,0.0595940075,0.213,none,0,0,0,0
clear,2,791,44.44,521,1507,35.32,483,3872,13.49,486,47.75,258,9.72,-3.31,-34.2569,0.0595940075,0.213,none,0,0,0,0
clear,3,529,44.12,614,1471,21.89,331,2276,1.43,2520,45.51,258,17.2,-1.39,-44.08259,0.0595940075,0.213,none,0,0,0,0
clear,4,301,41.15,83,1280,17.49,155,2109,-0.55,504,41.15,280,21.46,0,-41.70104,0.0595940075,0.213,none,0,0,0,0
clear,5,533,37.12,335,1362,8.94,376,2559,-15.15,606,37.12,242,22.5,0,-52.26542,0.0595940075,0.213,none,0,0,0,0
clear,1,719,44.49,218,1561,28.81,551,3352,26.02,135,48.87,258,6.96,-4.38,-22.85252,0.0814045819,0.15,none,0,0,0,0
clear,2,804,42.87,298,1507,36.19,163,3643,18.41,1087,47.7,258,10.32,-4.83,-29.28816,0.0814045819,0.15,none,0,0,0,0
clear,3,864,37.34,358,1576,30.34,236,3648,19.95,1123,46.16,237,13.2,-8.82,-26.21461,0.0814045819,0.15,none,0,0,0,0
clear,4,749,28.72,459,1517,20.14,266,3267,2.29,1885,43.86,258,16.73,-15.14,-41.56845,0.0814045819,0.15,none,0,0,0,0
clear,5,751,15.23,286,1521,19.82,440,3432,-7.52,567,41.36,258,26.13,-26.13,-48.87578,0.0814045819,0.15,none,0,0,0,0
clear,1,774,41.84,274,1370,34.34,203,3254,10.68,577,48.79,258,9.19,-6.95,-38.11434,0.0528541085,0.11,none,0,0,0,0
clear,2,845,40.7,369,1418,36.01,269,3416,14.5,515,48.11,258,11.97,-7.41,-33.61477,0.0528541085,0.11,none,0,0,0,0
clear,3,719,34.87,1313,1290,32.88,322,3149,2.34,2196,47.02,258,15.52,-12.15,-44.67571,0.0528541085,0.11,none,0,0,0,0
clear,4,279,44.12,330,1225,23.56,256,2229,0.69,1343,44.12,237,20.08,0,-43.43002,0.0528541085,0.11,none,0,0,0,0
clear,5,270,42.32,121,1237,24.16,64,2254,-0.25,630,42.32,258,21.78,0,-42.5685,0.0528541085,0.11,none,0,0,0,0
clear,1,480,50.16,335,1242,24.33,696,3552,11.9,1466,50.16,258,8.33,0,-38.25841,0.0637778696,0.108,none,0,0,0,0
clear,2,419,49.86,310,1151,30.13,393,2130,9.8,1854,49.86,237,7.66,0,-40.06427,0.0637778696,0.108,none,0,0,0,0
clear,3,302,49.07,132,1175,29.92,113,2172,8.67,602,49.07,237,11.99,0,-40.40094,0.0637778696,0.108,none,0,0,0,0
clear,4,267,46.6,137,1193,24.52,140,2294,4.74,687,46.6,237,16.92,0,-41.85864,0.0637778696,0.108,none,0,0,0,0
clear,5,248,44.53,88,1213,23.09,75,2192,2.83,430,44.53,237,22.64,0,-41.7001,0.0637778696,0.108,none,0,0,0,0
clear,1,445,52.22,1094,1053,41.5,224,3437,9.6,451,52.22,258,11.89,0,-42.62184,0.073733657,0.198,n,0.016,1,0,0
clear,2,216,51.54,934,987,45.09,108,1893,19.06,1616,51.54,258,12.19,0,-32.4803,0.073733657,0.198,n,0.016,1,0,0
clear,3,972,45.63,81,1907,18.65,1354,3784,17.79,88,51.36,237,14.15,-5.73,-33.56684,0.073733657,0.198,n,0.016,1,0,0
clear,4,412,50.42,601,1207,42.9,276,2427,4.01,591,50.42,237,14.91,0,-46.41422,0.073733657,0.198,n,0.016,1,0,0
clear,5,348,48.43,523,1217,32.58,201,3253,9.64,1247,48.43,237,13.26,0,-38.79478,0.073733657,0.198,n,0.016,1,0,0
clear,1,418,50.77,179,1024,31.66,567,2068,2.05,3065,50.77,258,5.37,0,-48.72043,0.0804137249,0.143,none,0,0,0,0
clear,2,405,51.88,124,1089,31.32,369,1797,11.71,871,51.88,258,5.25,0,-40.17379,0.0804137249,0.143,none,0,0,0,0
clear,3,324,49.71,98,1140,25.26,266,2008,9.19,473,49.71,237,9.3,0,-40.524,0.0804137249,0.143,none,0,0,0,0
clear,4,301,46.28,164,1269,21.84,370,2092,7.87,620,46.28,237,12.11,0,-38.40797,0.0804137249,0.143,none,0,0,0,0
clear,5,267,42.85,86,1321,15.6,219,2051,-2.63,898,42.85,237,16.51,0,-45.47737,0.0804137249,0.143,none,0,0,0,0
clear,1,450,48.14,76,1108,33.95,145,2415,-0.86,1291,47.62,237,10.54,0.52,-48.47831,0.0951771929,0.131,none,0,0,0,0
clear,2,827,39.69,404,1509,25.12,979,3522,9.5,585,48.34,237,9.02,-8.65,-38.84379,0.0951771929,0.131,none,0,0,0,0
clear,3,910,40.1,152,1727,16.82,728,3746,12.92,120,46.89,237,14.64,-6.79,-33.97102,0.0951771929,0.131,none,0,0,0,0
clear,4,299,44.66,428,1131,24.58,363,2020,6.87,1195,44.66,237,18.53,0,-37.7947,0.0951771929,0.131,none,0,0,0,0
clear,5,292,42.46,252,1074,20.14,273,2221,-7.33,1554,42.46,237,21.52,0,-49.78688,0.0951771929,0.131,none,0,0,0,0
clear,1,656,43.19,288,1348,32.83,255,3552,10.62,737,50.57,258,7.38,-7.38,-39.94619,0.0622894256,0.122,none,0,0,0,0
clear,2,786,42.31,216,1306,30.89,319,3630,21.61,583,49.48,258,11.35,-7.17,-27.87317,0.0622894256,0.122,none,0,0,0,0
clear,3,646,36.4,1368,999,36.97,215,2999,-1.24,2473,47.39,237,13.58,-10.99,-48.62545,0.0622894256,0.122,none,0,0,0,0
clear,4,256,44.4,116,1206,17.6,178,2455,-9.63,1337,44.4,237,25.07,0,-54.02538,0.0622894256,0.122,none,0,0,0,0
clear,5,259,40.43,94,1239,10.43,285,2297,-14.05,1141,40.43,237,32.41,0,-54.4792,0.0622894256,0.122,none,0,0,0,0
clear,1,781,44.81,233,1429,35.23,197,3886,14.5,556,50.76,258,12.03,-5.95,-36.26089,0.0697811238,0.139,none,0,0,0,0
clear,2,802,43.1,395,1506,35.31,266,3727,12.89,193,50.23,258,12.6,-7.13,-37.34164,0.0697811238,0.139,none,0,0,0,0
clear,3,789,38.83,551,1623,26.69,370,3708,12.47,217,48.58,258,14.16,-9.75,-36.1143,0.0697811238,0.139,none,0,0,0,0
clear,4,472,45.39,729,805,30.29,1597,1930,10.9,1198,45.39,258,15.77,0,-34.49001,0.0697811238,0.139,none,0,0,0,0
clear,5,326,42.93,231,1529,15.83,762,1938,6.45,2227,42.93,258,17.53,0,-36.48483,0.0697811238,0.139,none,0,0,0,0
clear,1,455,49.55,38,1244,32.49,126,2862,18.45,223,47.8,237,12.95,1.75,-29.35109,0.0885336378,0.177,none,0,0,0,0
clear,2,920,40.1,393,1330,36.7,570,3383,17.88,831,48.35,237,9.15,-8.25,-30.46935,0.0885336378,0.177,none,0,0,0,0
clear,3,891,39.31,258,1280,32.41,484,3644,21.48,912,47.56,237,12.93,-8.25,-26.08281,0.0885336378,0.177,none,0,0,0,0
clear,4,371,43.2,648,1242,14.87,1106,3050,-14.43,3067,43.2,237,20.69,0,-57.62588,0.0885336378,0.177,none,0,0,0,0
clear,5,290,37.44,282,1051,8.26,633,2198,-11.57,1394,37.44,258,26.95,0,-49.00982,0.0885336378,0.177,none,0,0,0,0
clear,1,414,48.62,335,1082,27.96,782,2856,-6.82,3464,48.62,258,10.12,0,-55.43845,0.056025124,0.12,none,0,0,0,0
clear,2,363,48.53,261,1150,25.12,461,2086,7.41,1713,48.53,258,10.63,0,-41.12203,0.056025124,0.12,none,0,0,0,0
clear,3,289,46.93,101,1183,24,165,2343,2.66,660,46.93,258,14.98,0,-44.26521,0.056025124,0.12,none,0,0,0,0
clear,4,260,44.33,52,1254,15.38,169,2225,-2.47,671,44.33,258,26.54,0,-46.8006,0.056025124,0.12,none,0,0,0,0
clear,5,261,42.72,41,1172,16.12,181,2194,-9.09,707,42.72,258,34.89,0,-51.80983,0.056025124,0.12,none,0,0,0,0
clear,1,414,50.92,310,813,42.23,530,2163,19.47,189,50.92,280,6.8,0,-31.45012,0.085503667,0.127,none,0,0,0,0
clear,2,377,51.13,442,829,39.86,333,2163,14.03,457,51.13,280,8.67,0,-37.0964,0.085503667,0.127,none,0,0,0,0
clear,3,355,49.76,127,1198,23.66,570,2092,12.04,696,49.76,258,9.15,0,-37.7168,0.085503667,0.127,none,0,0,0,0
clear,4,339,48,108,1152,19.68,615,2070,7.41,663,48,258,10.37,0,-40.58791,0.085503667,0.127,none,0,0,0,0
clear,5,298,46.04,65,1246,16.59,290,2187,3.29,591,46.04,258,14.81,0,-42.7485,0.085503667,0.127,none,0,0,0,0
clear,1,894,38.9,465,1019,38.9,532,3180,10.28,606,46.57,215,10.47,-7.67,-36.28507,0.0633244916,0.092,none,0,0,0,0
clear,2,878,40.05,142,1235,29.47,893,3410,12.77,592,46.45,215,14.39,-6.4,-33.6756,0.0633244916,0.092,none,0,0,0,0
clear,3,882,41.5,110,1434,24.83,596,3571,15.56,252,45.08,215,14.74,-3.58,-29.51615,0.0633244916,0.092,none,0,0,0,0
clear,4,886,35.92,161,1472,21.01,663,3403,11.45,1489,43.11,215,16.9,-7.19,-31.65935,0.0633244916,0.092,none,0,0,0,0
clear,5,952,27.6,402,1570,13.65,1076,3640,8.7,1676,41.56,215,18.76,-13.96,-32.86326,0.0633244916,0.092,none,0,0,0,0
normal,1,360,43.33,569,1032,21.25,559,2734,11.73,176,44.96,172,8.55,-1.63,-33.23056,0.0475158755,0.206,n,0.053,1,0,1
normal,2,470,43.28,259,998,35.65,148,2575,12.79,340,45.29,172,4.45,-2.01,-32.50022,0.0475158755,0.206,n,0.053,1,0,1
normal,3,390,39.36,525,820,28.29,508,2305,9.13,242,44.85,172,5.48,-5.49,-35.72348,0.0475158755,0.206,n,0.053,1,0,1
normal,4,426,44.23,177,892,33.3,258,2367,3.78,469,41.59,215,9.16,2.64,-37.80529,0.0475158755,0.206,n,0.053,1,0,1
normal,5,387,42.85,168,936,28.32,271,2380,6.67,344,42.85,280,7.39,0,-36.18401,0.0475158755,0.206,n,0.053,1,0,1
normal,1,458,41.92,175,1114,24.04,469,2411,12.91,128,44.11,172,2.19,-2.19,-31.20433,0.0691767409,0.119,n,0.047,1,0,1
normal,2,480,45.06,161,968,35.06,298,2405,10.92,175,44.07,172,3.06,0.99,-33.15013,0.0691767409,0.119,n,0.047,1,0,1
normal,3,743,34.4,202,1303,20.14,1463,2469,10.32,123,43.57,194,5.75,-9.17,-33.25137,0.0691767409,0.119,n,0.047,1,0,1
normal,4,544,40.27,226,1630,13.43,1194,2314,12.83,223,40.47,215,0.2,-0.2,-27.64329,0.0691767409,0.119,n,0.047,1,0,1
normal,5,501,41,136,1816,8.06,1640,2347,8.2,204,41,258,3.16,0,-32.79978,0.0691767409,0.119,n,0.047,1,0,1
normal,1,500,43.51,222,1230,32.86,88,2424,13.41,158,42.2,237,9.41,1.31,-28.78862,0.0497793435,0.078,n,0.044,1,0,1
normal,2,507,45.55,196,1196,34.48,102,2390,14.47,99,42.85,237,10.04,2.7,-28.37902,0.0497793435,0.078,n,0.044,1,0,1
normal,3,503,43.7,301,1183,33.95,207,2317,14.89,201,42.37,237,8.59,1.33,-27.48101,0.0497793435,0.078,n,0.044,1,0,1
normal,4,490,43,191,1250,28.23,180,2325,13.53,167,41.41,237,9.95,1.59,-27.88008,0.0497793435,0.078,n,0.044,1,0,1
normal,5,473,40.67,186,1228,29.73,150,2248,12.72,218,40.67,237,0.38,0,-27.95152,0.0497793435,0.078,n,0.044,1,0,1
normal,1,454,49.45,48,919,32.09,229,2524,11.97,93,40.48,215,13.77,8.97,-28.51463,0.0479564961,0.094,n,0.046,1,0,1
normal,2,377,49.75,1271,684,47.06,621,2538,14.79,177,42.07,237,11.76,7.68,-27.2836,0.0479564961,0.094,n,0.046,1,0,1
normal,3,478,48.58,46,2142,9.16,818,2745,11.36,405,42.97,237,10.86,5.61,-31.61055,0.0479564961,0.094,n,0.046,1,0,1
normal,4,475,45.25,65,2024,5.72,1161,2843,5.35,560,43.97,237,9.88,1.28,-38.62047,0.0479564961,0.094,n,0.046,1,0,1
normal,5,454,43.75,336,1595,3.77,566,2640,7.23,686,43.75,237,4.54,0,-36.52469,0.0479564961,0.094,n,0.046,1,0,1
normal,1,228,39.87,239,1864,6.67,355,2920,5.55,543,39.87,215,19.61,0,-34.31661,0.0374618242,0.093,n,0.054,1,0,1
normal,2,205,40.3,464,2052,13.33,309,2926,7.07,841,40.3,215,16.06,0,-33.22659,0.0374618242,0.093,n,0.054,1,0,1
normal,3,263,41.43,302,1693,10.28,536,2813,9.48,397,41.43,194,11.44,0,-31.94609,0.0374618242,0.093,n,0.054,1,0,1
normal,4,331,41.42,397,1560,14.05,572,2895,3.2,887,41.42,194,6.82,0,-38.21557,0.0374618242,0.093,n,0.054,1,0,1
normal,5,315,40.38,818,1152,16.65,1590,2415,2.48,1236,40.38,194,7.83,0,-37.90184,0.0374618242,0.093,n,0.054,1,0,1
normal,1,508,42.2,190,1152,29.45,224,2869,4.27,868,45.12,194,2.91,-2.92,-40.84514,0.044902409,0.075,n,0.041,1,0,1
normal,2,511,42.31,150,1033,33.71,140,2436,11.42,463,44.93,194,2.62,-2.62,-33.51055,0.044902409,0.075,n,0.041,1,0,1
normal,3,493,41.26,274,972,37.57,110,2482,11.47,206,44.13,194,2.87,-2.87,-32.66049,0.044902409,0.075,n,0.041,1,0,1
normal,4,389,39.71,587,839,32.66,290,2474,13.22,117,43.44,194,3.73,-3.73,-30.21515,0.044902409,0.075,n,0.041,1,0,1
normal,5,427,38.89,659,1437,-2.11,226,2950,2.08,630,43.01,194,4.12,-4.12,-40.92998,0.044902409,0.075,n,0.041,1,0,1
normal,1,461,38.98,114,2056,19.67,359,2966,20.11,368,41.59,194,10.35,-2.61,-21.47809,0.0472170551,0.098,n,0.059,1,0,1
normal,2,560,43.94,171,1901,27.08,166,2882,19,316,39.55,172,4.67,4.39,-20.54504,0.0472170551,0.098,n,0.059,1,0,1
normal,3,564,39.09,358,1591,29.66,182,2511,18.69,361,40.61,194,6.05,-1.52,-21.92084,0.0472170551,0.098,n,0.059,1,0,1
normal,4,407,37.55,232,1403,27.8,153,2441,13.19,249,43.61,172,21.26,-6.06,-30.41515,0.0472170551,0.098,n,0.059,1,0,1
normal,5,257,44.45,249,1338,19.86,211,2369,10.18,219,44.45,172,20.42,0,-34.26629,0.0472170551,0.098,n,0.059,1,0,1
normal,1,499,45.4,116,2528,18.73,221,2654,12.76,1886,44.38,215,12.61,1.02,-31.61804,0.0395922341,0.081,n,0.025,1,0,1
normal,2,509,44.02,176,2443,17.8,1717,2502,17.8,224,44,215,10.36,0.02,-26.19744,0.0395922341,0.081,n,0.025,1,0,1
normal,3,461,40.83,226,929,24.47,1575,2411,16.36,256,43.41,215,8.96,-2.58,-27.04918,0.0395922341,0.081,n,0.025,1,0,1
normal,4,466,41.42,139,1083,17.72,1501,2393,11.74,353,41.03,237,7.65,0.39,-29.28806,0.0395922341,0.081,n,0.025,1,0,1
normal,5,459,41.28,118,912,18.18,2093,2328,10.02,541,40.14,237,13.97,1.14,-30.12474,0.0395922341,0.081,n,0.025,1,0,1
normal,1,528,37.55,219,1179,25.87,298,2734,16.99,209,44.3,194,7.68,-6.75,-27.31484,0.0490943337,0.18,n,0.023,1,0,1
normal,2,395,35.92,453,955,35.11,118,2428,12.73,141,43.24,172,7.32,-7.32,-30.50908,0.0490943337,0.18,n,0.023,1,0,1
normal,3,322,43.47,518,912,32.01,195,2363,11.6,175,43.47,172,7.06,0,-31.86585,0.0490943337,0.18,n,0.023,1,0,1
normal,4,338,42.9,257,896,26.84,286,2449,2.78,241,42.9,215,4.73,0,-40.12202,0.0490943337,0.18,n,0.023,1,0,1
normal,5,383,43.27,129,877,19.48,408,2555,-0.68,497,43.27,237,4.52,0,-43.95299,0.0490943337,0.18,n,0.023,1,0,1
normal,1,640,36.79,401,1600,33.88,186,3033,21.74,294,43.41,194,4.18,-6.62,-21.67243,0.041862072,0.097,n,0.057,1,0,1
normal,2,703,34.46,610,1509,35.46,238,2994,17.03,747,42.11,194,4.27,-7.65,-25.07661,0.041862072,0.097,n,0.057,1,0,1
normal,3,420,40.15,236,1306,23.58,286,2493,13.62,417,39.89,194,5.33,0.26,-26.26983,0.041862072,0.097,n,0.057,1,0,1
normal,4,563,37.65,421,1453,0.87,256,2850,-9.07,598,37.93,215,0.28,-0.28,-47.0006,0.041862072,0.097,n,0.057,1,0,1
normal,5,563,22.44,421,1453,-2.02,256,2850,-8.43,598,21.14,194,5.95,1.3,-29.57029,0.041862072,0.097,n,0.057,1,0,1
normal,1,488,41.41,153,1503,28.69,178,2489,14.79,298,41.41,345,1.02,0,-26.62294,0.0393573974,0.082,n,0.044,1,0,1
normal,2,557,41.24,273,1475,29.56,276,2528,17.14,333,42.28,172,0.66,-1.04,-25.14254,0.0393573974,0.082,n,0.044,1,0,1
normal,3,491,39.53,374,1295,27.63,289,2438,15.07,265,40.96,172,1.43,-1.43,-25.8901,0.0393573974,0.082,n,0.044,1,0,1
normal,4,443,36.84,234,1232,19.99,436,2420,10.35,317,37.26,194,0.42,-0.42,-26.90877,0.0393573974,0.082,n,0.044,1,0,1
normal,5,454,31.32,235,1127,15.25,723,2393,7.21,358,35.29,194,3.96,-3.97,-28.08263,0.0393573974,0.082,n,0.044,1,0,1
normal,1,535,38.4,206,1330,9.92,1388,2563,17.92,948,41.36,172,2.96,-2.96,-23.43699,0.0317955022,0.095,n,0.041,1,0,1
normal,2,558,35.57,268,2415,15.13,252,2733,10.8,993,41.05,172,2.74,-5.48,-30.25374,0.0317955022,0.095,n,0.041,1,0,1
normal,3,511,39.37,295,2113,13.41,1472,2450,13.41,279,40.73,194,1.37,-1.36,-27.32363,0.0317955022,0.095,n,0.041,1,0,1
normal,4,428,40.63,119,1062,18.68,860,2388,9.57,164,40.29,215,7.05,0.34,-30.71551,0.0317955022,0.095,n,0.041,1,0,1
normal,5,435,40.4,99,863,23.56,513,2386,4.41,140,40.4,237,0.74,0,-35.98971,0.0317955022,0.095,n,0.041,1,0,1
normal,1,393,39.82,262,1246,17.91,353,2740,6.29,1076,43.88,194,7.8,-4.06,-37.59201,0.0488845996,0.128,n,0.04,1,0,1
normal,2,372,40.33,339,1028,20.65,150,2560,4.52,346,40.67,172,8.36,-0.34,-36.15225,0.0488845996,0.128,n,0.04,1,0,1
normal,3,342,41.54,331,956,22.54,410,2456,7.65,100,41.54,194,5.73,0,-33.89075,0.0488845996,0.128,n,0.04,1,0,1
normal,4,426,40.61,83,968,20.41,504,2399,9.43,85,39.66,237,10.96,0.95,-30.23082,0.0488845996,0.128,n,0.04,1,0,1
normal,5,443,39.64,516,622,37.85,1186,2340,-1.82,293,39.64,258,1.79,0,-41.46106,0.0488845996,0.128,n,0.04,1,0,1
normal,1,523,37.89,316,1485,19.78,347,2507,11.89,1382,41.57,237,3.68,-3.68,-29.67821,0.0506673523,0.095,c,0.042,0,1,1
normal,2,440,41.66,167,1416,19.99,275,2507,8.93,1981,41.66,258,4.22,0,-32.73496,0.0506673523,0.095,c,0.042,0,1,1
normal,3,442,42.17,85,1315,20.71,218,2385,10.37,341,42.17,258,2.8,0,-31.79526,0.0506673523,0.095,c,0.042,0,1,1
normal,4,429,40.56,146,974,15.85,793,2342,7.11,289,40.56,280,6.67,0,-33.45188,0.0506673523,0.095,c,0.042,0,1,1
normal,5,422,38.1,95,1155,14.91,434,2363,5.98,354,38.1,280,1.55,0,-32.11838,0.0506673523,0.095,c,0.042,0,1,1
normal,1,363,46.55,115,954,24.79,372,2696,3.89,415,46.55,215,4.88,0,-42.66433,0.0487913357,0.083,n,0.044,1,0,1
normal,2,369,45.5,312,829,30.16,446,2667,3.88,374,45.5,194,3.48,0,-41.61888,0.0487913357,0.083,n,0.044,1,0,1
normal,3,424,44.81,178,761,29.17,647,2565,9.31,203,44.81,215,2.4,0,-35.49841,0.0487913357,0.083,n,0.044,1,0,1
normal,4,501,41.88,113,644,41.88,1249,2488,8.87,247,41.86,258,4.8,0.02,-32.98826,0.0487913357,0.083,n,0.044,1,0,1
normal,5,476,40.07,641,518,36.18,796,2574,2.27,397,40.07,280,3.9,0,-37.79549,0.0487913357,0.083,n,0.044,1,0,1
normal,1,505,39.42,177,1489,25.35,202,2797,13.43,413,44.31,172,18.17,-4.89,-30.87875,0.0440875393,0.131,n,0.037,1,0,1
normal,2,514,35.63,320,1075,25.68,189,2442,6.39,601,42.53,172,13.07,-6.9,-36.13653,0.0440875393,0.131,n,0.037,1,0,1
normal,3,451,38.02,216,909,24.35,579,2497,8.16,201,41.94,194,14.22,-3.92,-33.78008,0.0440875393,0.131,n,0.037,1,0,1
normal,4,471,40.41,186,702,35.31,1211,2417,8.17,216,40.41,258,5.09,0,-32.24065,0.0440875393,0.131,n,0.037,1,0,1
normal,5,393,42.74,169,833,27.23,749,2444,1.8,262,42.74,280,7.93,0,-40.94172,0.0440875393,0.131,n,0.037,1,0,1
normal,1,410,38.36,60,1376,11.91,441,2703,-6.01,1334,40.76,194,7.36,-2.4,-46.76737,0.0333846998,0.145,n,0.038,1,0,1
normal,2,386,39.24,287,955,19.08,388,2515,5.15,224,40.61,172,8.29,-1.37,-35.4618,0.0333846998,0.145,n,0.038,1,0,1
normal,3,369,41.06,190,2496,6.24,152,3935,-3.38,988,41.06,194,8.59,0,-44.43797,0.0333846998,0.145,n,0.038,1,0,1
normal,4,428,39.26,89,967,12.82,993,2465,3.46,268,39.26,237,0.98,0,-35.79835,0.0333846998,0.145,n,0.038,1,0,1
normal,5,340,41.88,76,1291,10.48,1159,2447,8.29,211,41.88,280,14.59,0,-33.59492,0.0333846998,0.145,n,0.038,1,0,1
normal,1,436,42.11,181,844,34.78,172,2526,9.81,120,42.11,215,1.72,0,-32.30154,0.0364739806,0.07,c,0.06,0,1,1
normal,2,444,43.89,123,800,35.32,150,2527,8.3,120,40.65,215,6.05,3.24,-32.34959,0.0364739806,0.07,c,0.06,0,1,1
normal,3,478,42.67,105,1969,3.1,430,3243,-1.32,833,41.62,248,3.98,1.05,-42.93802,0.0364739806,0.07,c,0.06,0,1,1
normal,4,528,38.85,74,2504,10.41,313,3351,5.96,612,34.41,258,6.46,4.44,-28.44715,0.0364739806,0.07,c,0.06,0,1,1
normal,5,500,41.9,74,1500,-2.11,740,2909,1.99,450,32.38,280,11.47,9.52,-30.38675,0.0364739806,0.07,c,0.06,0,1,1
normal,1,340,47.22,104,2383,14.87,472,3187,20.69,199,47.22,194,4.23,0,-26.52543,0.0628575186,0.13,n,0.035,1,0,1
normal,2,383,50.73,30,2258,26.49,142,3037,26.41,231,48.35,194,12.29,2.38,-21.94026,0.0628575186,0.13,n,0.035,1,0,1
normal,3,390,44.29,549,1826,30.58,203,2889,23.31,478,48.06,194,6.74,-3.77,-24.7546,0.0628575186,0.13,n,0.035,1,0,1
normal,4,370,37.4,310,1431,27.15,167,2615,-0.53,792,44.4,215,13.18,-7,-44.93318,0.0628575186,0.13,n,0.035,1,0,1
normal,5,380,36.96,220,1293,25.4,192,2441,8.58,385,40.06,237,7.83,-3.1,-31.47938,0.0628575186,0.13,n,0.035,1,0,1
normal,1,655,33.36,518,1675,26.24,199,2607,10.54,496,45.63,172,9.37,-12.27,-35.09152,0.0327048816,0.115,n,0.054,1,0,1
normal,2,419,37.24,316,1504,26.3,128,2474,13.6,203,43.96,172,9.11,-6.72,-30.35703,0.0327048816,0.115,n,0.054,1,0,1
normal,3,353,41.65,146,1378,20.34,217,2443,1.76,379,42.41,172,9.2,-0.76,-40.64747,0.0327048816,0.115,n,0.054,1,0,1
normal,4,366,39.46,83,1213,17.28,261,2430,1.94,374,39.46,215,5.22,0,-37.52479,0.0327048816,0.115,n,0.054,1,0,1
normal,5,429,32.36,467,1419,5.61,274,2469,-1.25,410,38.35,215,5.99,-5.99,-39.5952,0.0327048816,0.115,n,0.054,1,0,1
normal,1,341,42.62,146,1851,14.75,207,3051,6.57,496,42.62,194,6.76,0,-36.04853,0.0369492106,0.219,n,0.016,1,0,1
normal,2,392,37.08,188,1214,20.15,306,2494,9.3,246,44.2,172,7.13,-7.12,-34.89652,0.0369492106,0.219,n,0.016,1,0,1
normal,3,275,44.21,1371,999,24.52,406,2788,8.88,533,44.21,194,5.48,0,-35.33322,0.0369492106,0.219,n,0.016,1,0,1
normal,4,431,41.52,105,2093,3.29,3187,2449,11.51,80,41.52,215,2.57,0,-30.01195,0.0369492106,0.219,n,0.016,1,0,1
normal,5,408,27.15,170,2347,6.52,1103,2531,7.44,168,27.15,237,4.36,0,-19.71075,0.0369492106,0.219,n,0.016,1,0,1
normal,1,576,28.64,432,1876,19.14,313,3124,8.16,597,32.8,215,4.16,-4.16,-24.63977,0.0324513488,0.145,n,0.02,1,0,1
normal,2,709,37.98,214,1657,31.39,164,2538,15.55,449,38.57,172,8.24,-0.59,-23.01876,0.0324513488,0.145,n,0.02,1,0,1
